file	order	a_rc	a_ms	a_verdict	a_total_ms	b_rc	b_ms	b_verdict	b_total_ms	c_rc	c_ms	c_verdict	c_total_ms	a_cold_builds	b_cold_builds	c_cold_builds	a_cube_collect_ms	a_cube_simplex_ms	b_cube_collect_ms	b_cube_simplex_ms	b_warm_solve_ms	b_warm_sync_ms	b_warm_checks	b_warm_build	b_warm_restarts	b_warm_fill_peak	c_cube_collect_ms	c_cube_simplex_ms	c_warm_solve_ms	c_warm_sync_ms	c_warm_checks	c_warm_build	c_warm_restarts	c_warm_fill_peak	status
QF_LRA/tta_startup/simple_startup_15nodes.synchro.induct.smt2	ABC	0	24128	unknown	24031	0	24128	unknown	24038	0	24128	unknown	24042	867	0	64	1543	795	0	0	65	42	946	built	0	6188	107	50	64	41	942	built	0	6188	unsat
QF_LRA/uart/uart-8.base.cvc.smt2	BCA	0	24027	unknown	24014	0	24128	unknown	24016	0	24027	unknown	24005	2079	0	64	1094	1857	0	0	260	51	2103	built	0	5832	32	22	265	49	2036	built	0	5393	unsat
QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0005.smt2	CAB	0	106	sat	0	0	106	sat	0	0	106	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0043.smt2	ABC	0	106	sat	0	0	106	sat	0	0	106	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0026.smt2	BCA	0	106	sat	0	0	106	sat	0	0	106	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0052.smt2	CAB	0	106	unsat	4	0	106	unsat	4	0	106	unsat	4	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0067.smt2	ABC	0	106	sat	4	0	106	sat	4	0	106	sat	4	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0048.smt2	BCA	0	106	unsat	3	0	107	unsat	4	0	106	unsat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0042.smt2	CAB	0	106	sat	0	0	107	sat	0	0	105	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/sal/gasburner/gasburner-prop3-3.smt2	ABC	0	106	unsat	42	0	106	unsat	42	0	106	unsat	41	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
