file	arm	verdict	rc	wall_ms	attempts	decided_by	bound_by	bound_ms	total_ms	giveup	lever_refused
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_anderson.3.prop1_ab_reg_max.smt2	preadr	unsat	0	510	5	ufbv-online-cdclt	dl-online	364	386	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_anderson.3.prop1_ab_reg_max.smt2	shipped	unsat	0	410	5	ufbv-online-cdclt	dl-online	365	385	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_bit-vector_ab_cti_max.smt2	preadr	sat	0	110	4	qf-bv	dl-online	1	3	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_bit-vector_ab_cti_max.smt2	shipped	sat	0	111	4	qf-bv	dl-online	1	2	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	preadr	unsat	0	2113	5	ufbv-online-cdclt	ufbv-online-cdclt	1022	2024	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	shipped	unsat	0	2113	5	ufbv-online-cdclt	ufbv-online-cdclt	1022	2024	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.3.prop1_ab_cti_max.smt2	preadr	unknown	0	2212	18	ufbv-online-cdclt	ufbv-online-cdclt	1062	2101	give-up kind=ResourceLimit detail=online UFBV has 1394 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.3.prop1_ab_cti_max.smt2	shipped	unknown	0	25026	8	ufbv-online-cdclt	ufbv-online-cdclt	1063	2101	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_elevator.2.prop1_ab_reg_max.smt2	preadr	unsat	0	711	4	qf-bv	dl-online	675	688	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_elevator.2.prop1_ab_reg_max.smt2	shipped	unsat	0	711	4	qf-bv	dl-online	676	689	none	no
