file	arm	verdict	rc	wall_ms	attempts	decided_by	bound_by	bound_ms	total_ms	giveup	lever_refused
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.2.prop1_ab_cti_max.smt2	preadr	sat	0	911	5	ufbv-online-cdclt	ufbv-online-cdclt	726	806	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.2.prop1_ab_cti_max.smt2	shipped	sat	0	913	5	ufbv-online-cdclt	ufbv-online-cdclt	729	807	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	preadr	unknown	0	1111	14	none	dl-online	1034	1084	give-up kind=ResourceLimit detail=online UFBV has 1987 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	shipped	unsat	0	6518	5	ufbv-online-cdclt	ufbv-online-cdclt	5357	6405	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.2.prop1_ab_cti_max.smt2	preadr	unknown	0	1212	18	ufbv-online-cdclt	dl-online	1078	1156	give-up kind=ResourceLimit detail=online UFBV has 1205 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.2.prop1_ab_cti_max.smt2	shipped	sat	0	5015	9	ufbv-online-cdclt	ufbv-online-cdclt	3808	4946	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cambridge.2.prop1_ab_cti_max.smt2	preadr	unknown	0	1111	14	none	dl-online	961	1012	give-up kind=ResourceLimit detail=online UFBV has 2139 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cambridge.2.prop1_ab_cti_max.smt2	shipped	unknown	0	24135	14	none	ufbv-online-cdclt	23054	24058	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] online UFBV canonical CdclT search exhausted its budget	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cyclic_scheduler.3.prop1_ab_cti_max.smt2	preadr	sat	0	1111	4	qf-bv	dl-online	990	1046	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cyclic_scheduler.3.prop1_ab_cti_max.smt2	shipped	sat	0	1111	4	qf-bv	dl-online	997	1052	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_eq_sdp_v2_ab_reg_max.smt2	preadr	unsat	0	110	4	qf-bv	dl-online	3	4	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_eq_sdp_v2_ab_reg_max.smt2	shipped	unsat	0	111	4	qf-bv	dl-online	3	4	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_firewire_tree.2.prop1_ab_reg_max.smt2	preadr	unknown	0	1913	14	none	dl-online	1743	1875	give-up kind=NodeBudget detail=online UFBV input has 33839 DAG nodes, exceeding the admission cap of 16384	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_firewire_tree.2.prop1_ab_reg_max.smt2	shipped	unknown	0	2012	14	none	dl-online	1759	1897	give-up kind=NodeBudget detail=online UFBV input has 33839 DAG nodes, exceeding the admission cap of 16384	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_gear.1.prop2_ab_reg_max.smt2	preadr	unknown	0	1111	14	none	dl-online	1012	1049	give-up kind=ResourceLimit detail=online UFBV has 1463 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_gear.1.prop2_ab_reg_max.smt2	shipped	unsat	0	3913	5	ufbv-online-cdclt	ufbv-online-cdclt	2760	3828	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_h_Vlunc_ab_reg_max.smt2	preadr	unsat	0	111	4	qf-bv	dl-online	5	6	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_h_Vlunc_ab_reg_max.smt2	shipped	unsat	0	111	4	qf-bv	dl-online	5	7	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_iprotocol.6.prop1_ab_cti_max.smt2	preadr	sat	0	1712	5	ufbv-online-cdclt	dl-online	978	1634	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_iprotocol.6.prop1_ab_cti_max.smt2	shipped	sat	0	1713	5	ufbv-online-cdclt	dl-online	979	1642	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_lamport_nonatomic.3.prop1_ab_cti_max.smt2	preadr	unknown	0	1713	14	none	dl-online	1515	1589	give-up kind=ResourceLimit detail=online UFBV has 3176 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_lamport_nonatomic.3.prop1_ab_cti_max.smt2	shipped	sat	0	15627	5	ufbv-online-cdclt	ufbv-online-cdclt	13907	15522	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_leader_filters.2.prop1_ab_cti_max.smt2	preadr	sat	0	1213	5	ufbv-online-cdclt	dl-online	1038	1169	none	no
