file	verdict	wall_ms	euf_online_outcome	euf_online_ms	decided_by	bound_by	atoms_line
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/20170829-Rodin/smt1300175744189082250.smt2	unsat	111	not-reached		qf-bv		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_at.4.prop1_ab_cti_max.smt2	sat	912	decided	19	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_brp2.6.prop2_ab_cti_max.smt2	sat	408	decided	3	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_brp.3.prop1_ab_reg_max.smt2	unsat	110	decided	0	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_cambridge.7.prop2_ab_fp_max.smt2	sat	4516	decided	2857	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_dyn_partition_ab_reg_max.smt2	sat	109	decided	0	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_extinction.3.prop1_ab_reg_max.smt2	sat	109	decided	0	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_fischer.5.prop1_ab_cti_max.smt2	sat	610	decided	7	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_hanoi.3.prop1_ab_br_max.smt2	sat	10421	declined	1196	ufbv-declared-sort-lazy		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_h_Arbiter_ab_reg_max.smt2	unsat	109	declined	1	ufbv-declared-sort-lazy		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_Heap_ab_cti_max.smt2	sat	409	declined	22	ufbv-declared-sort-lazy		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_lamport.5.prop1_ab_reg_max.smt2	sat	110	decided	0	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_leader_election.5.prop1_ab_cti_max.smt2	sat	2011	decided	466	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_loyd.3.prop1_ab_br_max.smt2	unsat	1010	decided	44	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_needham.1.prop4_ab_cti_max.smt2	sat	1010	decided	5	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_peg_solitaire.4.prop1_ab_reg_max.smt2	sat	710	decided	10	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_pgm_protocol.3.prop5_ab_cti_max.smt2	sat	1311	decided	138	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_pgm_protocol.8.prop5_ab_reg_max.smt2	sat	109	decided	0	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_reader_writer.1.prop1_ab_cti_max.smt2	sat	910	decided	3	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_rushhour.3.prop1_ab_cti_max.smt2	unsolved	24233	declined	22731			euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_sw_sym_ex_v_ab_reg_max.smt2	unsat	109	decided	0	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_telephony.4.prop1_ab_reg_max.smt2	unsat	1211	decided	13	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/20190906-CLEARSY/0001/00435.smt2	unsat	109	decided	5	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/20190906-CLEARSY/0023/00913.smt2	unsat	109	decided	0	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/NEQ/NEQ033_size6.smt2	unsolved	24939	declined	23755			euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/PEQ/PEQ013_size5.smt2	unsat	12822	decided	12686	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/dead_dnd015.smt2	unsat	4012	decided	3922	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/gensys_brn034.smt2	sat	410	decided	270	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/gensys_brn071.smt2	sat	210	decided	82	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/gensys_icl002.smt2	unsat	209	decided	78	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/gensys_icl039.smt2	unsat	310	decided	196	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/gensys_icl076.smt2	unsat	410	decided	301	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_brn004.smt2	sat	110	decided	58	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_brn041.smt2	sat	110	decided	59	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_brn078.smt2	unsat	510	decided	426	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_icl009.smt2	unsat	310	decided	220	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_icl046.smt2	unsat	410	decided	322	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_icl083.smt2	unsat	514	decided	389	euf-online		euf-online-atoms policy=sliced entered=1 abstracted_queries=0 abstracted_atoms=0 refused=0
