subset	verdict	rc	ms	host	core
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.prefix25.smt2	sat	0	112	server7	1
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.prefix5.smt2	sat	0	110	server7	2
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.prefix50.smt2	unknown	0	108	server7	3
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.rel0.smt2	unknown	0	4613	server5	1
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.rel1.smt2	unknown	0	24125	server6	3
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.rel2.smt2	unknown	0	24227	server7	0
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.rel3.smt2	unknown	0	24128	server7	1
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.small1.smt2	sat	0	111	server7	2
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.small10.smt2	sat	0	109	server7	3
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.small2.smt2	sat	0	109	server5	1
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.small25.smt2	sat	0	111	server6	3
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.small5.smt2	sat	0	109	server7	0
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.small50.smt2	sat	0	110	server7	1
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.suffix1.smt2	unknown	0	4312	server7	2
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.suffix10.smt2	unknown	0	24327	server7	3
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.suffix2.smt2	unknown	0	13820	server5	1
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.suffix25.smt2	unknown	0	24431	server6	3
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.suffix5.smt2	unknown	0	14219	server7	0
UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.suffix50.smt2	unknown	0	23425	server7	1
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.prefix1.smt2	sat	0	110	server7	2
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.prefix10.smt2	unknown	0	110	server7	3
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.prefix2.smt2	sat	0	108	server5	1
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.prefix25.smt2	unknown	0	112	server6	3
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.prefix5.smt2	sat	0	110	server7	0
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.prefix50.smt2	unknown	0	110	server7	1
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.rel0.smt2	sat	0	108	server7	2
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.rel1.smt2	unknown	0	24528	server7	3
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.rel2.smt2	unknown	0	24225	server5	1
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.rel3.smt2	unknown	0	25130	server6	3
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.small1.smt2	sat	0	109	server7	0
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.small10.smt2	sat	0	111	server7	1
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.small2.smt2	sat	0	108	server7	2
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.small25.smt2	sat	0	111	server7	3
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.small5.smt2	sat	0	108	server5	1
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.small50.smt2	sat	0	116	server6	3
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.suffix1.smt2	unsat	0	211	server7	0
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.suffix10.smt2	unsat	0	210	server7	1
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.suffix2.smt2	unsat	0	210	server7	2
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.suffix25.smt2	unsat	0	310	server7	3
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.suffix5.smt2	unsat	0	209	server5	1
UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.suffix50.smt2	unknown	0	25129	server6	3
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.prefix1.smt2	sat	0	110	server7	0
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.prefix10.smt2	sat	0	110	server7	1
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.prefix2.smt2	sat	0	110	server7	2
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.prefix25.smt2	unknown	0	110	server7	3
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.prefix5.smt2	sat	0	108	server5	1
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.prefix50.smt2	unknown	0	112	server6	3
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.rel0.smt2	sat	0	110	server7	0
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.rel1.smt2	unsat	0	110	server7	1
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.rel2.smt2	unknown	0	25127	server7	2
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.rel3.smt2	unknown	0	25129	server7	3
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.small1.smt2	sat	0	108	server5	1
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.small10.smt2	sat	0	112	server6	3
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.small2.smt2	sat	0	108	server7	0
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.small25.smt2	sat	0	110	server7	1
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.small5.smt2	sat	0	111	server7	2
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.small50.smt2	sat	0	110	server7	3
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.suffix1.smt2	unsat	0	108	server5	1
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.suffix10.smt2	unsat	0	112	server6	3
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.suffix2.smt2	unsat	0	110	server7	0
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.suffix25.smt2	unsat	0	111	server7	1
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.suffix5.smt2	unsat	0	110	server7	2
UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.suffix50.smt2	unsat	0	110	server7	3
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.prefix1.smt2	sat	0	108	server5	1
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.prefix10.smt2	sat	0	112	server6	3
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.prefix2.smt2	sat	0	109	server7	0
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.prefix25.smt2	unknown	0	111	server7	1
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.prefix5.smt2	sat	0	110	server7	2
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.prefix50.smt2	unknown	0	110	server7	3
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.rel0.smt2	sat	0	108	server5	1
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.rel1.smt2	unknown	0	25128	server6	3
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.rel2.smt2	unknown	0	24128	server7	0
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.rel3.smt2	unknown	0	24126	server7	1
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.small1.smt2	sat	0	110	server7	2
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.small10.smt2	sat	0	111	server7	3
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.small2.smt2	sat	0	108	server5	1
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.small25.smt2	sat	0	112	server6	3
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.small5.smt2	sat	0	110	server7	0
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.small50.smt2	sat	0	110	server7	1
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.suffix1.smt2	unknown	0	16022	server7	2
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.suffix10.smt2	unknown	0	24928	server7	3
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.suffix2.smt2	unknown	0	15319	server5	1
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.suffix25.smt2	unknown	0	24527	server6	3
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.suffix5.smt2	unknown	0	17022	server7	0
UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.suffix50.smt2	unknown	0	24427	server7	1
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.prefix1.smt2	sat	0	110	server7	2
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.prefix10.smt2	unknown	0	25127	server7	3
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.prefix2.smt2	sat	0	109	server5	1
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.prefix25.smt2	unknown	0	25126	server6	3
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.prefix5.smt2	unknown	0	25028	server7	0
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.prefix50.smt2	unknown	0	25026	server7	1
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.rel0.smt2	unknown	0	25027	server7	2
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.rel1.smt2	unknown	0	25127	server7	3
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.rel2.smt2	unknown	0	24425	server5	1
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.rel3.smt2	unknown	0	24024	server6	3
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.small1.smt2	sat	0	109	server7	0
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.small10.smt2	unknown	0	411	server7	1
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.small2.smt2	sat	0	110	server7	2
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.small25.smt2	unknown	0	24326	server7	3
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.small5.smt2	sat	0	108	server5	1
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.small50.smt2	unknown	0	25023	server6	3
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.suffix1.smt2	unknown	0	25128	server7	0
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.suffix10.smt2	unknown	0	24125	server7	1
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.suffix2.smt2	unknown	0	24126	server7	2
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.suffix25.smt2	unknown	0	24124	server7	3
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.suffix5.smt2	unknown	0	24124	server5	1
UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.suffix50.smt2	unknown	0	25026	server6	3
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.prefix1.smt2	sat	0	109	server7	0
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.prefix10.smt2	unknown	0	25128	server7	1
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.prefix2.smt2	sat	0	109	server7	2
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.prefix25.smt2	unknown	0	25025	server7	3
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.prefix5.smt2	unknown	0	25026	server5	1
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.prefix50.smt2	unknown	0	25021	server6	3
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.rel0.smt2	unknown	0	7313	server7	0
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.rel1.smt2	unknown	0	21626	server7	1
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.rel2.smt2	unknown	0	21724	server7	2
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.rel3.smt2	unknown	0	21625	server7	3
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.small1.smt2	sat	0	108	server5	1
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.small10.smt2	unknown	0	311	server6	3
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.small2.smt2	sat	0	110	server7	0
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.small25.smt2	unknown	0	24126	server7	1
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.small5.smt2	sat	0	110	server7	2
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.small50.smt2	unknown	0	25026	server7	3
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.suffix1.smt2	unknown	0	8913	server5	1
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.suffix10.smt2	unknown	0	14418	server6	3
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.suffix2.smt2	unknown	0	13021	server7	0
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.suffix25.smt2	unknown	0	24127	server7	1
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.suffix5.smt2	unknown	0	14619	server7	2
UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.suffix50.smt2	unknown	0	24127	server7	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.prefix1.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.prefix10.smt2	unknown	0	24529	server6	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.prefix2.smt2	unknown	0	111	server7	0
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.prefix25.smt2	unknown	0	9518	server7	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.prefix5.smt2	unknown	0	309	server7	2
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.prefix50.smt2	unknown	0	15620	server7	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.rel0.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.rel1.smt2	unknown	0	114	server6	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.rel2.smt2	unknown	0	17622	server7	0
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.rel3.smt2	unknown	0	19125	server7	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.small1.smt2	sat	0	110	server7	2
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.small10.smt2	sat	0	110	server7	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.small2.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.small25.smt2	sat	0	111	server6	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.small5.smt2	sat	0	110	server7	0
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.small50.smt2	unknown	0	10519	server7	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.suffix1.smt2	unknown	0	110	server7	2
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.suffix10.smt2	unknown	0	110	server7	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.suffix2.smt2	unknown	0	108	server5	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.suffix25.smt2	unknown	0	911	server6	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.suffix5.smt2	unknown	0	109	server7	0
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.suffix50.smt2	unknown	0	1011	server7	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.prefix1.smt2	sat	0	108	server7	2
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.prefix10.smt2	unknown	0	24930	server7	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.prefix2.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.prefix25.smt2	unsat	0	3013	server6	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.prefix5.smt2	unknown	0	611	server7	0
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.prefix50.smt2	unsat	0	1811	server7	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.rel0.smt2	sat	0	109	server7	2
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.rel1.smt2	unknown	0	17823	server7	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.rel2.smt2	unknown	0	19223	server5	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.rel3.smt2	unknown	0	17029	server6	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.small1.smt2	sat	0	109	server7	0
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.small10.smt2	sat	0	110	server7	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.small2.smt2	sat	0	110	server7	2
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.small25.smt2	unknown	0	110	server7	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.small5.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.small50.smt2	unknown	0	111	server6	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.suffix1.smt2	unknown	0	109	server7	0
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.suffix10.smt2	unknown	0	309	server7	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.suffix2.smt2	unknown	0	110	server7	2
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.suffix25.smt2	unknown	0	25027	server7	3
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.suffix5.smt2	unknown	0	1109	server5	1
UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.suffix50.smt2	unknown	0	24125	server6	3
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.prefix1.smt2	sat	0	108	server7	0
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.prefix10.smt2	unknown	0	109	server7	1
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.prefix2.smt2	sat	0	110	server7	2
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.prefix25.smt2	unknown	0	110	server7	3
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.prefix5.smt2	unknown	0	108	server5	1
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.prefix50.smt2	unknown	0	114	server6	3
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.rel0.smt2	sat	0	108	server7	0
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.rel1.smt2	unknown	0	23428	server7	1
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.rel2.smt2	unknown	0	25128	server7	2
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.rel3.smt2	unknown	0	25230	server7	3
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.small1.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.small10.smt2	sat	0	111	server6	3
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.small2.smt2	sat	0	109	server7	0
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.small25.smt2	sat	0	110	server7	1
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.small5.smt2	sat	0	109	server7	2
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.small50.smt2	unknown	0	209	server7	3
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.suffix1.smt2	unknown	0	108	server5	1
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.suffix10.smt2	unknown	0	112	server6	3
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.suffix2.smt2	unknown	0	110	server7	0
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.suffix25.smt2	unknown	0	14120	server7	1
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.suffix5.smt2	unknown	0	108	server7	2
UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.suffix50.smt2	unknown	0	9016	server7	3
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.prefix1.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.prefix10.smt2	unknown	0	112	server6	3
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.prefix2.smt2	unknown	0	108	server7	0
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.prefix25.smt2	unknown	0	110	server7	1
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.prefix5.smt2	unknown	0	109	server7	2
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.prefix50.smt2	unknown	0	25027	server7	3
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.rel0.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.rel1.smt2	unknown	0	5414	server6	3
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.rel2.smt2	unsat	0	2711	server7	0
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.rel3.smt2	unsat	0	2611	server7	1
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.small1.smt2	sat	0	107	server7	2
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.small10.smt2	sat	0	108	server7	3
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.small2.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.small25.smt2	unknown	0	112	server6	3
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.small5.smt2	sat	0	109	server7	0
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.small50.smt2	unknown	0	4012	server7	1
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.suffix1.smt2	unknown	0	109	server7	2
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.suffix10.smt2	unknown	0	109	server7	3
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.suffix2.smt2	unknown	0	108	server5	1
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.suffix25.smt2	unknown	0	211	server6	3
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.suffix5.smt2	unknown	0	109	server7	0
UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.suffix50.smt2	unknown	0	23625	server7	1
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.prefix1.smt2	sat	0	110	server7	2
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.prefix10.smt2	unknown	0	109	server7	3
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.prefix2.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.prefix25.smt2	unknown	0	111	server6	3
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.prefix5.smt2	sat	0	109	server7	0
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.prefix50.smt2	unknown	0	2610	server7	1
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.rel0.smt2	sat	0	109	server7	2
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.rel1.smt2	sat	0	108	server7	3
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.rel2.smt2	unknown	0	14919	server5	1
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.rel3.smt2	unknown	0	20928	server6	3
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.small1.smt2	sat	0	108	server7	0
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.small10.smt2	sat	0	109	server7	1
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.small2.smt2	sat	0	109	server7	2
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.small25.smt2	unknown	0	109	server7	3
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.small5.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.small50.smt2	unknown	0	111	server6	3
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.suffix1.smt2	unknown	0	109	server7	0
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.suffix10.smt2	unknown	0	109	server7	1
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.suffix2.smt2	unknown	0	109	server7	2
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.suffix25.smt2	unknown	0	13717	server7	3
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.suffix5.smt2	unknown	0	108	server5	1
UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.suffix50.smt2	unknown	0	7915	server6	3
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.prefix1.smt2	sat	0	109	server7	0
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.prefix10.smt2	unknown	0	109	server7	1
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.prefix2.smt2	sat	0	109	server7	2
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.prefix25.smt2	unknown	0	109	server7	3
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.prefix5.smt2	unknown	0	108	server5	1
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.prefix50.smt2	unknown	0	4913	server6	3
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.rel0.smt2	sat	0	109	server7	0
