file	division	verdict	wall_ms	declared	over_budget
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E1.smt2	QF_NRA	unsolved	1822	unsat	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E13E18.smt2	QF_NRA	unsolved	25036	unsat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E20E26.smt2	QF_NRA	unsolved	510	unsat	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E2E5.smt2	QF_NRA	unsolved	25027	unsat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E5E13.smt2	QF_NRA	unsolved	24140	unsat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0051a.smt2	QF_NRA	unsolved	13020	sat	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0082a.smt2	QF_NRA	unsolved	12418	sat	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20200911-Pine/1599121863243316000.smt2	QF_NRA	unsolved	3109	unknown	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20200911-Pine/1599122159626470000.smt2	QF_NRA	sat	3519	unknown	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20200911-Pine/1599122164633784000.smt2	QF_NRA	unsolved	4415	unknown	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20211101-Geogebra/IsoRightTriangle-Bottema6_1b.smt2	QF_NRA	unsolved	24126	sat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20211101-Geogebra/Triangle-Bottema1_17.smt2	QF_NRA	unsolved	23621	sat	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_5_m4.smt2	QF_NRA	unsolved	12014	unsat	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_8_3.smt2	QF_NRA	unsolved	2207	unsat	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/CooperatingT2/eric2.t2.c_Iteration9_Loop_3-pieceTemplate.smt2	QF_NRA	unsolved	24122	unknown	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/CooperatingT2/heidy7.t2.c_Iteration2_Lasso_2-pieceTemplate.smt2	QF_NRA	unsolved	24123	unsat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/CooperatingT2/polyrank4.t2.c_Iteration9_Loop_2-pieceTemplate.smt2	QF_NRA	unsolved	24124	unknown	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/CooperatingT2/spiral.t2.c_Iteration22_Loop_4-pieceTemplate.smt2	QF_NRA	unsolved	24222	unknown	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/SV-COMP/BrockschmidtCookFuhs-2013CAV-Fig1_true-termination.c_Iteration2_Loop_4-pieceTemplate.smt2	QF_NRA	unsolved	24122	sat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_6-phaseTemplate.smt2	QF_NRA	unsolved	24122	sat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	QF_NRA	unsolved	24422	unsat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/Ultimate/FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	QF_NRA	unsolved	24124	sat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/Ultimate/SantaBarbara01.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	QF_NRA	unsolved	24127	unsat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/UltimateAutomizer/InVarSynth_pcatest1.bpl_Iteration1_1.smt2	QF_NRA	unsolved	24127	sat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/etcs_braking_2.01.redlog_global_15.smt2	QF_NRA	unsolved	10505	unsat	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/etcs_braking_2.01.seq_lazy_linear_enc_lemmas_global_11.smt2	QF_NRA	unsolved	24485	unsat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/kissing/kissing_4_8.smt2	QF_NRA	unsolved	24357	sat	yes
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0071.smt2	QF_NRA	unsolved	814	unsat	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0146.smt2	QF_NRA	unsolved	1827	unsat	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0295.smt2	QF_NRA	unsolved	13930	unsat	no
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/Chua/1/IL/U/Chua-1-IL-U-chunk-0075.smt2	QF_NRA	unsolved	115	sat	no
