file	arm	verdict	rc	wall_ms	attempts	decided_by	bound_by	bound_ms	total_ms	giveup	lever_refused
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_539.smt2	bothmax	unsat	0	112	4	qf-bv	fd:parse	0	1	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_539.smt2	base	unsat	0	109	4	qf-bv	dl-online	0	0	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_539.smt2	a4096	unsat	0	111	4	qf-bv	dl-online	0	0	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_539.smt2	n65536	unsat	0	110	4	qf-bv	dl-online	0	0	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_539.smt2	n262144	unsat	0	111	4	qf-bv	dl-online	0	0	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_539.smt2	bothmid	unsat	0	110	4	qf-bv	dl-online	0	0	none	no
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i15.8e78387b.smt2	bothmax	sat	0	3011	4	qf-bv	dl-online	2204	2732	none	no
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i15.8e78387b.smt2	base	sat	0	2912	4	qf-bv	dl-online	2291	2824	none	no
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i15.8e78387b.smt2	a4096	sat	0	2911	4	qf-bv	dl-online	2282	2821	none	no
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i15.8e78387b.smt2	n65536	sat	0	2911	4	qf-bv	dl-online	2273	2806	none	no
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i15.8e78387b.smt2	n262144	sat	0	3012	4	qf-bv	dl-online	2309	2844	none	no
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i15.8e78387b.smt2	bothmid	sat	0	3012	4	qf-bv	dl-online	2343	2880	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i17.9386ab8d.smt2	bothmax	sat	0	111	4	qf-bv	dl-online	25	38	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i17.9386ab8d.smt2	base	sat	0	111	4	qf-bv	dl-online	27	40	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i17.9386ab8d.smt2	a4096	sat	0	111	4	qf-bv	dl-online	26	38	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i17.9386ab8d.smt2	n65536	sat	0	111	4	qf-bv	dl-online	25	38	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i17.9386ab8d.smt2	n262144	sat	0	110	4	qf-bv	dl-online	28	41	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i17.9386ab8d.smt2	bothmid	sat	0	111	4	qf-bv	dl-online	26	38	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t3.i6.5167c4b3.smt2	bothmax	sat	0	111	4	qf-bv	dl-online	30	46	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t3.i6.5167c4b3.smt2	base	sat	0	111	4	qf-bv	dl-online	30	47	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t3.i6.5167c4b3.smt2	a4096	sat	0	110	4	qf-bv	dl-online	31	47	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t3.i6.5167c4b3.smt2	n65536	sat	0	111	4	qf-bv	dl-online	30	47	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t3.i6.5167c4b3.smt2	n262144	sat	0	110	4	qf-bv	dl-online	30	47	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t3.i6.5167c4b3.smt2	bothmid	sat	0	111	4	qf-bv	dl-online	30	47	none	no
QF_BV/Sage2/bench_10924.smt2	bothmax	sat	0	1212	4	qf-bv	qf-bv	882	1101	none	no
QF_BV/Sage2/bench_10924.smt2	base	sat	0	1211	4	qf-bv	qf-bv	892	1113	none	no
QF_BV/Sage2/bench_10924.smt2	a4096	sat	0	1211	4	qf-bv	qf-bv	884	1103	none	no
QF_BV/Sage2/bench_10924.smt2	n65536	sat	0	1111	4	qf-bv	qf-bv	816	1035	none	no
QF_BV/Sage2/bench_10924.smt2	n262144	sat	0	1111	4	qf-bv	qf-bv	845	1072	none	no
QF_BV/Sage2/bench_10924.smt2	bothmid	sat	0	1110	4	qf-bv	qf-bv	855	1074	none	no
