file	arm	verdict	rc	wall_ms	attempts	decided_by	bound_by	bound_ms	total_ms	giveup	lever_refused
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_331.smt2	bothmid	unsat	0	112	4	qf-bv	qf-bv	2	3	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_331.smt2	bothmax	unsat	0	111	4	qf-bv	qf-bv	1	2	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_331.smt2	base	unsat	0	110	4	qf-bv	qf-bv	1	2	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_331.smt2	a4096	unsat	0	110	4	qf-bv	qf-bv	1	2	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_331.smt2	n65536	unsat	0	110	4	qf-bv	qf-bv	1	2	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_331.smt2	n262144	unsat	0	110	4	qf-bv	qf-bv	1	2	none	no
QF_BV/20210312-Bouvier/vlsat3_a85.smt2	bothmid	unknown	0	24126	13	none	qf-bv	24012	24033	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/20210312-Bouvier/vlsat3_a85.smt2	bothmax	unknown	0	24126	13	none	qf-bv	24052	24071	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/20210312-Bouvier/vlsat3_a85.smt2	base	unknown	0	24130	13	none	qf-bv	24027	24045	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/20210312-Bouvier/vlsat3_a85.smt2	a4096	unknown	0	24126	13	none	qf-bv	24036	24054	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/20210312-Bouvier/vlsat3_a85.smt2	n65536	unknown	0	24230	13	none	qf-bv	24110	24127	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/20210312-Bouvier/vlsat3_a85.smt2	n262144	unknown	0	24233	13	none	qf-bv	24109	24127	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/20221012-MCMPC/mean_buckets/simplemean_buckets.t1.i14.acc34979.smt2	bothmid	sat	0	111	4	qf-bv	qf-bv	35	62	none	no
QF_BV/20221012-MCMPC/mean_buckets/simplemean_buckets.t1.i14.acc34979.smt2	bothmax	sat	0	110	4	qf-bv	qf-bv	36	63	none	no
QF_BV/20221012-MCMPC/mean_buckets/simplemean_buckets.t1.i14.acc34979.smt2	base	sat	0	110	4	qf-bv	qf-bv	35	63	none	no
QF_BV/20221012-MCMPC/mean_buckets/simplemean_buckets.t1.i14.acc34979.smt2	a4096	sat	0	111	4	qf-bv	qf-bv	35	63	none	no
QF_BV/20221012-MCMPC/mean_buckets/simplemean_buckets.t1.i14.acc34979.smt2	n65536	sat	0	110	4	qf-bv	qf-bv	36	63	none	no
QF_BV/20221012-MCMPC/mean_buckets/simplemean_buckets.t1.i14.acc34979.smt2	n262144	sat	0	110	4	qf-bv	qf-bv	35	62	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i64.0b2dd246.smt2	bothmid	sat	0	110	4	qf-bv	dl-online	14	17	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i64.0b2dd246.smt2	bothmax	sat	0	110	4	qf-bv	dl-online	14	17	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i64.0b2dd246.smt2	base	sat	0	112	4	qf-bv	dl-online	14	17	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i64.0b2dd246.smt2	a4096	sat	0	111	4	qf-bv	dl-online	14	17	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i64.0b2dd246.smt2	n65536	sat	0	111	4	qf-bv	dl-online	14	17	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i64.0b2dd246.smt2	n262144	sat	0	110	4	qf-bv	dl-online	14	17	none	no
QF_BV/Sage2/bench_10451.smt2	bothmid	unknown	0	25224	3	none	dl-online	2465	2485	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	no
QF_BV/Sage2/bench_10451.smt2	bothmax	unknown	0	25033	13	none	qf-bv	22415	24910	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/Sage2/bench_10451.smt2	base	unknown	0	24928	13	none	qf-bv	22330	24821	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/Sage2/bench_10451.smt2	a4096	unknown	0	24931	13	none	qf-bv	22262	24774	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/Sage2/bench_10451.smt2	n65536	unknown	0	24929	13	none	qf-bv	22322	24818	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/Sage2/bench_10451.smt2	n262144	unknown	0	24829	13	none	qf-bv	22193	24678	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/Sage2/bench_1332.smt2	bothmid	unsat	0	110	4	qf-bv	qf-bv	16	19	none	no
QF_BV/Sage2/bench_1332.smt2	bothmax	unsat	0	111	4	qf-bv	qf-bv	16	19	none	no
QF_BV/Sage2/bench_1332.smt2	base	unsat	0	110	4	qf-bv	qf-bv	16	20	none	no
QF_BV/Sage2/bench_1332.smt2	a4096	unsat	0	110	4	qf-bv	qf-bv	16	19	none	no
QF_BV/Sage2/bench_1332.smt2	n65536	unsat	0	111	4	qf-bv	qf-bv	16	19	none	no
QF_BV/Sage2/bench_1332.smt2	n262144	unsat	0	111	4	qf-bv	qf-bv	16	19	none	no
QF_BV/Sage2/bench_16145.smt2	bothmid	sat	0	710	4	qf-bv	qf-bv	555	637	none	no
QF_BV/Sage2/bench_16145.smt2	bothmax	sat	0	711	4	qf-bv	qf-bv	552	632	none	no
QF_BV/Sage2/bench_16145.smt2	base	sat	0	710	4	qf-bv	qf-bv	562	642	none	no
QF_BV/Sage2/bench_16145.smt2	a4096	sat	0	710	4	qf-bv	qf-bv	558	638	none	no
QF_BV/Sage2/bench_16145.smt2	n65536	sat	0	711	4	qf-bv	qf-bv	552	633	none	no
QF_BV/Sage2/bench_16145.smt2	n262144	sat	0	711	4	qf-bv	qf-bv	559	639	none	no
QF_BV/Sage2/bench_2839.smt2	bothmid	unsat	0	110	4	qf-bv	qf-bv	3	7	none	no
QF_BV/Sage2/bench_2839.smt2	bothmax	unsat	0	109	4	qf-bv	qf-bv	3	7	none	no
QF_BV/Sage2/bench_2839.smt2	base	unsat	0	110	4	qf-bv	qf-bv	3	7	none	no
QF_BV/Sage2/bench_2839.smt2	a4096	unsat	0	109	4	qf-bv	qf-bv	3	7	none	no
QF_BV/Sage2/bench_2839.smt2	n65536	unsat	0	110	4	qf-bv	qf-bv	3	7	none	no
QF_BV/Sage2/bench_2839.smt2	n262144	unsat	0	110	4	qf-bv	qf-bv	3	7	none	no
QF_BV/Sage2/bench_5929.smt2	bothmid	sat	0	210	4	qf-bv	qf-bv	75	114	none	no
QF_BV/Sage2/bench_5929.smt2	bothmax	sat	0	210	4	qf-bv	qf-bv	72	109	none	no
QF_BV/Sage2/bench_5929.smt2	base	sat	0	211	4	qf-bv	qf-bv	72	109	none	no
QF_BV/Sage2/bench_5929.smt2	a4096	sat	0	210	4	qf-bv	qf-bv	71	109	none	no
QF_BV/Sage2/bench_5929.smt2	n65536	sat	0	210	4	qf-bv	qf-bv	73	110	none	no
QF_BV/Sage2/bench_5929.smt2	n262144	sat	0	209	4	qf-bv	qf-bv	72	109	none	no
QF_BV/Sage2/bench_8967.smt2	bothmid	sat	0	10620	4	qf-bv	qf-bv	10497	10505	none	no
QF_BV/Sage2/bench_8967.smt2	bothmax	sat	0	10615	4	qf-bv	qf-bv	10503	10510	none	no
QF_BV/Sage2/bench_8967.smt2	base	sat	0	10816	4	qf-bv	qf-bv	10723	10730	none	no
QF_BV/Sage2/bench_8967.smt2	a4096	sat	0	10919	4	qf-bv	qf-bv	10798	10807	none	no
QF_BV/Sage2/bench_8967.smt2	n65536	sat	0	10918	4	qf-bv	qf-bv	10872	10880	none	no
QF_BV/Sage2/bench_8967.smt2	n262144	sat	0	10821	4	qf-bv	qf-bv	10715	10722	none	no
QF_BV/brummayerbiere/countbitsrotate128.smt2	bothmid	unknown	0	25130	3	none	dl-online	52	55	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	no
QF_BV/brummayerbiere/countbitsrotate128.smt2	bothmax	unknown	0	25025	3	none	dl-online	54	56	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	no
QF_BV/brummayerbiere/countbitsrotate128.smt2	base	unknown	0	24633	13	none	qf-bv	24513	24568	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/brummayerbiere/countbitsrotate128.smt2	a4096	unknown	0	25025	3	none	dl-online	53	55	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	no
QF_BV/brummayerbiere/countbitsrotate128.smt2	n65536	unknown	0	25027	3	none	dl-online	52	55	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	no
QF_BV/brummayerbiere/countbitsrotate128.smt2	n262144	unknown	0	24728	13	none	qf-bv	24560	24614	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/dwp_formulas/try5_small_noof_functions_dwp_sum.quoting_options_from_style.il.dwp.smt2	bothmid	unsat	0	110	4	qf-bv	dl-online	1	1	none	no
QF_BV/dwp_formulas/try5_small_noof_functions_dwp_sum.quoting_options_from_style.il.dwp.smt2	bothmax	unsat	0	111	4	qf-bv	dl-online	0	1	none	no
