file	arm	verdict	rc	wall_ms	attempts	decided_by	bound_by	bound_ms	total_ms	giveup	lever_refused
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1335.smt2	n65536	unsat	0	113	4	qf-bv	qf-bv	0	1	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1335.smt2	n262144	unsat	0	112	4	qf-bv	qf-bv	0	1	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1335.smt2	bothmid	unsat	0	111	4	qf-bv	qf-bv	0	1	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1335.smt2	bothmax	unsat	0	111	4	qf-bv	qf-bv	0	1	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1335.smt2	base	unsat	0	112	4	qf-bv	qf-bv	0	1	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1335.smt2	a4096	unsat	0	113	4	qf-bv	qf-bv	0	1	none	no
QF_BV/20210219-Sydr/master/cjpeg/predicate_425.smt2	n65536	unsat	0	409	4	qf-bv	qf-bv	214	358	none	no
QF_BV/20210219-Sydr/master/cjpeg/predicate_425.smt2	n262144	unsat	0	412	4	qf-bv	qf-bv	207	341	none	no
QF_BV/20210219-Sydr/master/cjpeg/predicate_425.smt2	bothmid	unsat	0	410	4	qf-bv	qf-bv	212	351	none	no
QF_BV/20210219-Sydr/master/cjpeg/predicate_425.smt2	bothmax	unsat	0	410	4	qf-bv	qf-bv	210	346	none	no
QF_BV/20210219-Sydr/master/cjpeg/predicate_425.smt2	base	unsat	0	410	4	qf-bv	qf-bv	210	344	none	no
QF_BV/20210219-Sydr/master/cjpeg/predicate_425.smt2	a4096	unsat	0	411	4	qf-bv	qf-bv	206	343	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i8.1d3e97a0.smt2	n65536	sat	0	2013	4	qf-bv	dl-online	1613	1871	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i8.1d3e97a0.smt2	n262144	sat	0	2011	4	qf-bv	dl-online	1630	1887	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i8.1d3e97a0.smt2	bothmid	sat	0	1912	4	qf-bv	dl-online	1577	1835	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i8.1d3e97a0.smt2	bothmax	sat	0	2013	4	qf-bv	dl-online	1651	1913	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i8.1d3e97a0.smt2	base	sat	0	2013	4	qf-bv	dl-online	1661	1924	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i8.1d3e97a0.smt2	a4096	sat	0	2013	4	qf-bv	dl-online	1668	1928	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i42.06377145.smt2	n65536	sat	0	111	4	qf-bv	dl-online	19	27	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i42.06377145.smt2	n262144	sat	0	110	4	qf-bv	dl-online	19	26	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i42.06377145.smt2	bothmid	sat	0	110	4	qf-bv	dl-online	19	26	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i42.06377145.smt2	bothmax	sat	0	111	4	qf-bv	dl-online	19	26	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i42.06377145.smt2	base	sat	0	111	4	qf-bv	dl-online	19	26	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i42.06377145.smt2	a4096	sat	0	110	4	qf-bv	dl-online	19	26	none	no
QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string4x16.7._bit8_na6_nr4_pairedtwobranch.smt2	n65536	unknown	0	25137	13	none	qf-bv	19430	24887	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string4x16.7._bit8_na6_nr4_pairedtwobranch.smt2	n262144	unknown	0	25136	3	none	dl-online	4868	5466	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	no
QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string4x16.7._bit8_na6_nr4_pairedtwobranch.smt2	bothmid	unknown	0	25137	13	none	qf-bv	19385	24886	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] combined-theory timeout after scalar backend	no
QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string4x16.7._bit8_na6_nr4_pairedtwobranch.smt2	bothmax	unknown	0	25137	3	none	dl-online	4911	5497	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	no
QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string4x16.7._bit8_na6_nr4_pairedtwobranch.smt2	base	unknown	0	25136	13	none	qf-bv	19456	24947	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	no
QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string4x16.7._bit8_na6_nr4_pairedtwobranch.smt2	a4096	unknown	0	25136	13	none	qf-bv	19433	24928	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	no
QF_BV/Sage2/bench_12354.smt2	n65536	sat	0	1512	4	qf-bv	qf-bv	1213	1391	none	no
QF_BV/Sage2/bench_12354.smt2	n262144	sat	0	1512	4	qf-bv	qf-bv	1213	1390	none	no
QF_BV/Sage2/bench_12354.smt2	bothmid	sat	0	1410	4	qf-bv	qf-bv	1190	1362	none	no
QF_BV/Sage2/bench_12354.smt2	bothmax	sat	0	1412	4	qf-bv	qf-bv	1188	1368	none	no
