file	arm	verdict	rc	wall_ms	attempts	decided_by	bound_by	bound_ms	total_ms	giveup	lever_refused
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1128.smt2	a4096	unsat	0	208	4	qf-bv	qf-bv	134	136	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1128.smt2	n65536	unsat	0	208	4	qf-bv	qf-bv	136	138	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1128.smt2	n262144	unsat	0	208	4	qf-bv	qf-bv	137	139	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1128.smt2	bothmid	unsat	0	208	4	qf-bv	qf-bv	137	139	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1128.smt2	bothmax	unsat	0	209	4	qf-bv	qf-bv	136	138	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1128.smt2	base	unsat	0	209	4	qf-bv	qf-bv	138	140	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_953.smt2	a4096	unsat	0	108	4	qf-bv	dl-online	0	0	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_953.smt2	n65536	unsat	0	109	4	qf-bv	dl-online	0	0	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_953.smt2	n262144	unsat	0	109	4	qf-bv	dl-online	0	0	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_953.smt2	bothmid	unsat	0	109	4	qf-bv	dl-online	0	0	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_953.smt2	bothmax	unsat	0	108	4	qf-bv	dl-online	0	0	none	no
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_953.smt2	base	unsat	0	109	4	qf-bv	dl-online	0	0	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i12.955644ef.smt2	a4096	sat	0	209	4	qf-bv	dl-online	71	83	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i12.955644ef.smt2	n65536	sat	0	109	4	qf-bv	dl-online	71	83	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i12.955644ef.smt2	n262144	sat	0	109	4	qf-bv	dl-online	72	84	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i12.955644ef.smt2	bothmid	sat	0	108	4	qf-bv	dl-online	72	84	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i12.955644ef.smt2	bothmax	sat	0	108	4	qf-bv	dl-online	71	83	none	no
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i12.955644ef.smt2	base	sat	0	109	4	qf-bv	dl-online	72	84	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i31.d39290a3.smt2	a4096	sat	0	109	4	qf-bv	dl-online	4	6	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i31.d39290a3.smt2	n65536	sat	0	108	4	qf-bv	dl-online	4	6	none	no
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i31.d39290a3.smt2	n262144	sat	0	108	4	qf-bv	dl-online	4	6	none	no
