file	z3	z3_ms	cvc5	cvc5_ms
UFNIA/vcc-havoc/havoc-bench_sum.1.bar.smt2	unsat	209	unsat	409
UFNIA/vcc-havoc/havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2	unsat	110	unsat	109
UFNIA/vcc-havoc/vccp-union1.c.6.reint2.smt2	unsat	108	unsat	309
UFNIA/vcc-havoc/havoc-bench_036.1.AddElement.smt2	unsat	309	unsat	10720
UFNIA/spec_sharp/textbook-Factorial.dll.1.Factorial.F_System.Int32.smt2	unsat	109	NO-OUTPUT	26223
