before	unsat	unknown	24134	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_two_index_06.i_3_2_2.bpl_7.smt2
after	unsat	unknown	24033	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_two_index_06.i_3_2_2.bpl_7.smt2
before	unsat	unknown	24132	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_count_by_k.i_3_3_2.bpl_7.smt2
after	unsat	unknown	24033	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_count_by_k.i_3_3_2.bpl_7.smt2
before	unknown	unsat	7016	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/1.smt2
after	unknown	unsat	6516	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/1.smt2
before	unknown	unsat	5216	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/5.smt2
after	unknown	unsat	5815	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/5.smt2
before	sat	sat	110	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/TM/p-driverlogNumeric_s7.smt2
after	sat	sat	210	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/TM/p-driverlogNumeric_s7.smt2
before	unsat	unsat	408	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/TM/p5-driverlogNumeric_s9.smt2
after	unsat	unsat	309	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/TM/p5-driverlogNumeric_s9.smt2
before	unsat	unsat	4716	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2
after	unsat	unsat	4713	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2
before	unsat	unknown	24335	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2
after	unsat	unknown	24335	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2
before	unsat	unknown	24637	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_6clocks.main_invar.base.smt2
after	unsat	unknown	24736	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_6clocks.main_invar.base.smt2
before	unsat	unknown	24635	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_8clocks.main_invar.base.smt2
after	unsat	unknown	24635	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_8clocks.main_invar.base.smt2
before	unsat	unknown	24133	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/pp08a-1000.smt2
after	unsat	unknown	24031	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/pp08a-1000.smt2
before	sat	unknown	24338	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/carpark/Carpark2-ausgabe-8.smt2
after	sat	unknown	24337	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/carpark/Carpark2-ausgabe-8.smt2
before	unsat	unknown	24338	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/gasburner/gasburner-prop3-12.smt2
after	unsat	unknown	24234	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/gasburner/gasburner-prop3-12.smt2
before	unsat	unknown	24235	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/gasburner/gasburner-prop3-9.smt2
after	unsat	unknown	24135	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/gasburner/gasburner-prop3-9.smt2
before	unsat	unknown	24837	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/pursuit/pursuit-safety-16.smt2
after	unsat	unknown	24639	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/pursuit/pursuit-safety-16.smt2
before	unsat	unknown	24337	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/pursuit/pursuit-safety-5.smt2
after	unsat	unknown	24337	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/pursuit/pursuit-safety-5.smt2
before	unsat	unknown	24135	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/tgc/tgc_io-nosafe-4.smt2
after	unsat	unknown	24338	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/tgc/tgc_io-nosafe-4.smt2
before	unsat	unknown	24338	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-11.base.cvc.smt2
after	unsat	unknown	24335	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-11.base.cvc.smt2
before	sat	unknown	25439	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/tgc/tgc_io-safe-20.smt2
after	sat	unknown	25439	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/tgc/tgc_io-safe-20.smt2
before	unsat	unknown	24437	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-13.base.cvc.smt2
after	unsat	unknown	24437	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-13.base.cvc.smt2
before	unsat	unknown	24435	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-15.base.cvc.smt2
after	unsat	unknown	24436	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-15.base.cvc.smt2
before	unsat	unknown	24637	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-19.base.cvc.smt2
after	unsat	unknown	24638	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-19.base.cvc.smt2
