file	base	base_giveup	guard	guard_giveup	status
QA11-003__itp_example__test.adb_81_16_postcondition___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown
QA31-008__von_neumann_sqrt__p.adb_24_40_overflow_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown
QC08-002__loopinv__where_are_the_run_time_errors.adb_11_30_loop_invariant_preserv___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unsat
QC08-002__loopinv__where_are_the_run_time_errors.adb_17_19_overflow_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unsat
R206-018__itp_mix__why_0df7dc_zilch-T-h__00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unsat
R220-054__fixed_point_small__fp_test_div.adb_13_14_overflow_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown
R220-054__fixed_point_small__fp_test_div.adb_7_14_overflow_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown
R220-054__fixed_point_small__fp_test_mult.adb_13_14_range_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unsat
R220-054__fixed_point_small__fp_test_mult.ads_16_31_overflow_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unsat
R427-016__check_on_param_call__formals_rec_split_pred.adb_13_31_range_check___00.smt2	unsat	none	unsat	none	unsat
R427-016__check_on_param_call__formals_rec_split_pred.adb_44_14_formals_rec_split_pred.adb_85_4_discriminant_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unsat
R427-016__check_on_param_call__formals_rec_split_pred.adb_49_18_formals_rec_split_pred.adb_89_4_division_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unsat
R427-016__check_on_param_call__formals_rec_split_pred.adb_67_22_discriminant_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unsat
R427-016__check_on_param_call__formals_rec_split_pred.adb_79_13_predicate_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination	unknown
R509-011__higher_order_proof__why_012d41_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Error detail=unsupported by backend: term #3876 has sort (Uninterpreted 4) that the pure-Rust BV backend cannot bit-blast	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
