file	base	base_giveup	guard	guard_giveup	status
L305-015__actions__actions.adb_18_59_overflow_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
L323-006__recursive_expr_func__p.ads_12_36_overflow_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
L503-012__aggregate__r.adb_51_19_range_check___00.smt2	unknown	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("int5")])])	unknown	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("int5")])])	unsat
L831-003__not_in__lcp.adb_17_14_overflow_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
L831-037__slice__lcp.adb_14_7_loop_variant___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
L904-010__concat__concat.adb_5_26_length_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
LB28-004__loop_variant__p.adb_46_12_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
LB28-004__loop_variant__p.adb_74_30_loop_invariant_preserv___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
LB28-004__loop_variant__p.adb_97_36_overflow_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
M103-012__length__p.adb_8_17_length_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
M301-015__loop_entry__p.adb_18_16_loop_invariant_preserv___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unsat
M318-008__flow_generics__test.adb_35_45_test.adb_42_4_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
M322-040__loopinv__max.adb_23_25_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
M426-006__flow_bug_nested_subprogram_pragmas__t3q5.adb_23_17_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
M506-005__mutable__mutable.adb_6_19_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
M607-025__rev_stack__list.adb_36_42_overflow_check2___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
M607-025__rev_stack__stack.ads_12_17_postcondition2___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
M611-052__discr__list.ads_13_79_overflow_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
M613-039__expr_actions__list.adb_33_13_loop_invariant_init___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown
M613-039__expr_actions__stack.ads_19_14_postcondition___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown
M613-053__wp__sorters_not_global.ads_20_19_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
M614-039__simple__incr_loop.ads_9_42_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
M806-034__array_logical_op__array_logical_ops.adb_34_37_length_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
M806-034__concat__concat.adb_11_29_concat.adb_35_7_length_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
M806-034__concat__concat_left.adb_17_20_concat_left.adb_36_7_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
M806-034__concat__concat_right.adb_35_7_precondition___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
M830-004__checks__do_checks.adb_266_22_length_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
M830-004__checks__do_checks.adb_361_30_discriminant_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
M830-004__checks__do_checks.adb_451_26_discriminant_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unknown
M924-029__discr_dyn__discr_dyn.adb_5_7_discr_dyn.adb_15_12_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
MA11-009__invariant__kmp.adb_16_22_overflow_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
MA28-038__flow_on_generic__init.adb_15_23_init.adb_20_4_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
MB20-049__old_in_contract_cases__example.ads_8_40_contract_case___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
MC06-031__dyn_prop_preserved_in_loop__dynamic_types.adb_26_52_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
MC06-031__dynamic_discrete__dynamic_ranges.adb_50_17_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N114-033__null_concat__null_concat.adb_10_22_assert___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N120-055__perm__sort.adb_47_50_overflow_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
N206-014__flow_unused_flagged_as_ineffective__foo.adb_7_9_length_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat
N217-028__update_checks__ar.adb_43_15_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
N224-024__loop_frame__frame.adb_10_13_loop_invariant_init___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat
N228-005__update_unconstr_array__update_checks_1.adb_33_27_range_check___01.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown
N228-005__update_unconstr_array__update_checks_1.ads_30_37_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
N317-015__inlining__array_arith.ads_15_14_postcondition___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown
N424-011__flow_error_placement__longest_common_prefix.adb_8_15_overflow_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown
N513-017__slice__sorters.adb_35_10_postcondition___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N513-017__slice__sorters.adb_71_22_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
N523-032__hello__hello.adb_18_15_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N530-020__range_check_aggregates__aggregate_checks.adb_16_15_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N530-032__swap__sorters.adb_54_34_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
N602-053__sorting__sorters.adb_55_61_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N602-053__update__sorters.adb_19_33_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
N602-053__update__sorters.adb_77_25_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
N609-025__private_type_discr__record_discr.ads_29_64_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N611-014__static_discr__static_discr.adb_122_25_assert___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
N611-014__static_discr__static_discr.adb_70_33_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N611-014__static_discr__static_discr.ads_28_70_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N613-027__transitive__sorters.adb_34_15_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
N613-027__transitive__sorters.adb_93_24_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
N614-001__crash__part.ads_21_41_overflow_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N617-013__vscomp2014__partition_refinement.adb_21_88_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N617-013__vscomp2014__partition_refinement.adb_23_89_index_check2___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N624-020__perm_occ__perm.ads_20_14_postcondition___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
N624-020__perm_occ__sort.adb_24_7_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
N624-020__perm_occ__sort.adb_54_22_assert___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
N624-020__perm_rem__perm.adb_103_40_precondition4___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N624-020__perm_rem__perm.adb_120_35_precondition3___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
N624-020__perm_rem__perm.adb_126_45_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N624-020__perm_rem__perm.adb_138_49_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N624-020__perm_rem__perm.adb_141_72_index_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
N624-020__perm_rem__perm.adb_166_15_precondition2___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
N624-020__perm_rem__perm.adb_17_6_precondition2___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat	none	unsat
