file	declared	bytes	axeyum	unknown_kind	axeyum_ms	z3	z3_ms	detail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20220214-RVpredict-BohanLi/RVpredict_13.smt2	sat	395684	unknown	Timeout	26254	sat	308	preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20220214-jobshop-BohanLi/jobshop20-2-10-10-4-4-16.smt2	sat	64423	unknown	Timeout	29158	sat	733	preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20220214-jobshop-BohanLi/jobshop26-2-13-13-4-4-16.smt2	sat	108575	unknown	Timeout	29165	sat	9042	preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/BlockedNQueens/156.48.1960.36.1721325133.dat.smt2	unsat	666863	unknown	ResourceLimit	21487	unsat	9229	lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=7477, cnf_vars=34942, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0)
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/ChannelRouting/channelRoute.in9.smt2	sat	4374913	unknown	ResourceLimit	25094	sat	5833	lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=11664, cnf_vars=242902, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Fastfood/a7.3.0.tweaked.3.asp.smt2	sat	5632379	unknown	Timeout	26376	sat	2933	preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/GeneralizedSlitherlink/penrose.34.asp.smt2	sat	699152	unknown	ResourceLimit	21716	sat	2343	lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=7751, cnf_vars=44355, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0)
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/GeneralizedSlitherlink/trisquares.41.asp.smt2	sat	1105618	unknown	ResourceLimit	22041	sat	5231	lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=11859, cnf_vars=69133, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/HamiltonianPath/gryzzles.12.lp.smt2	sat	295845	unknown	ResourceLimit	21387	sat	724	lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=5359, cnf_vars=21540, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0)
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/HamiltonianPath/gryzzles.31.lp.smt2	sat	398196	unknown	ResourceLimit	21521	sat	1826	lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=7663, cnf_vars=29312, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0)
