file	declared	before_verdict	before_ms	after_verdict	after_ms
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/SchurNumbers/20.18.schur.lp.smt2	unsat	unknown	21438	unknown	21329
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Sokoban/dimitri_yorick.59.steps.8.asp.smt2	unsat	unknown	21234	unknown	21129
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Sokoban/duthen-990602.51.steps.12.asp.smt2	unsat	unknown	21230	unknown	21135
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Sokoban/duthen-990602.77.steps.9.asp.smt2	unsat	unknown	21233	unknown	21133
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/WeightBoundedDominatingSet/rand_100_400_1159666138_5.lp.smt2	sat	unknown	21131	unknown	21129
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/bcnscheduling/bcnscheduling105.smt2	unsat	unknown	25135	unknown	25033
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/01.500.graph.smt2	unsat	unknown	25137	unknown	25071
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/04.500.graph.smt2	sat	unknown	25237	unknown	25041
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/07.500.graph.smt2	sat	unknown	25134	unknown	25142
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/10.500.graph.smt2	sat	unknown	25159	unknown	25043
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/13.500.graph.smt2	unsat	unknown	25139	unknown	25033
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/16.500.graph.smt2	sat	unknown	25139	unknown	25031
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/22.500.graph.smt2	sat	unknown	25133	unknown	25044
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/19.500.graph.smt2	sat	unknown	25144	unknown	25044
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/planning/plan-30.cvc.smt2	unsat	unknown	21238	unknown	21130
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/25.500.graph.smt2	sat	unknown	25158	unknown	25058
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/planning/plan-42.cvc.smt2	unsat	unknown	21454	unknown	21484
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-15.induction.cvc.smt2	sat	unknown	21443	unknown	21344
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/28.500.graph.smt2	unsat	unknown	25154	unknown	25141
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-21.induction.cvc.smt2	sat	unknown	21432	unknown	21432
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/31.500.graph.smt2	sat	unknown	25135	unknown	25036
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-27.induction.cvc.smt2	sat	unknown	21431	unknown	21329
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-33.induction.cvc.smt2	sat	unknown	21536	unknown	21629
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-39.induction.cvc.smt2	sat	unknown	21732	unknown	21530
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen31-1.smt2	sat	unknown	21230	unknown	21138
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen42-1.smt2	sat	unknown	21435	unknown	21846
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen86-1.smt2	sat	unknown	24943	unknown	24131
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen53-1.smt2	sat	unknown	21627	unknown	21631
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen29-1.smt2	sat	unknown	21129	unknown	21123
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen50-1.smt2	sat	unknown	21528	unknown	21533
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen61-1.smt2	sat	unknown	22126	unknown	22129
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen72-1.smt2	sat	unknown	22930	unknown	23028
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen97-1.smt2	sat	unknown	25142	unknown	25041
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/gp10_03_mkspan1079.smt2	unsat	unknown	25130	unknown	25033
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/tai_10x10_1_mkspan639.smt2	sat	unknown	25130	unknown	25027
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/tai_10x10_7_mkspan617.smt2	sat	unknown	25131	unknown	25048
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/tai_15x15_1_mkspan1140.smt2	sat	unknown	25140	unknown	25028
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/tai_15x15_2_mkspan933.smt2	sat	unknown	25134	unknown	25032
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/tai_15x15_5_mkspan1174.smt2	sat	unknown	25133	unknown	25038
