file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	deepest	qtrace	giveup
UFDTLIRA/20200306-Kanig/spark2014bench/P801-002__type_invariant_comp__use_types_with_invariants_no_spark.adb_12_22_assert___00.smt2	unknown	0	106	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	7	20	na	na	na	egraph@0.011:unsupported->mbqi;(+10 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #38 has sort (Uninterpreted 6) that the pure-Rust BV backend cannot bit-blast
UFDTLIRA/20200306-Kanig/spark2014bench/PB21-057__formal_containers__a-cfdlli.ads_1029_43_instances.ads_13_4_overflow_check___00.smt2	unknown	0	106	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	2	8	na	na	na	egraph@0.003:unsupported->decline;(+21 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker congruence antecedent is STRONGER than the true axiom -- a wrong `unsat`) (ADR-0022)
UFDTLIRA/20200306-Kanig/spark2014bench/PB23-052__local_protected_type__a-cofove.ads_475_51_p.ads_4_4_overflow_check___00.smt2	unknown	0	107	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	2	5	na	na	na	egraph@0.001:unsupported->decline;(+17 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker congruence antecedent is STRONGER than the true axiom -- a wrong `unsat`) (ADR-0022)
UFDTLIRA/20200306-Kanig/spark2014bench/Q327-014__no_pre__dispatch.adb_24_24_overflow_check___00.smt2	unknown	0	2108	76	none	q:egraph	fd:bounded-completeness-unsat	553	2079	na	na	na	egraph@0.462:declined;egraph@0.477:declined;egraph@0.560:declined;egraph@0.505:declined;(+153 segments of other stages dropped)	give-up kind=Incomplete detail=no model within the bounded integer width 32; widen the bound
UFDTLIRA/20200306-Kanig/spark2014bench/Q828-043__recursive_list_pointers__update_lists_restore.adb_31_45_null_pointer_dereference___00.smt2	unknown	0	107	20	none	q:mbqi	fd:bounded-completeness-unsat	5	17	na	na	na	egraph@0.008:unsupported->decline;(+15 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and two such witnesses cannot be compared exactly, so the congruence consequent would not be the one the axiom states) (ADR-0022)
UFDTLIRA/20200306-Kanig/spark2014bench/QA11-057__counterexamples__absolute_values.adb_11_14_overflow_check___00.smt2	unknown	0	107	19	none	q:forall-exists-witness	fd:bounded-completeness-unsat	1	2	na	na	na	egraph@0.001:declined;(+14 segments of other stages dropped)	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms
UFDTLIRA/20200306-Kanig/spark2014bench/QB03-022__exit_status__incr.adb_3_11_overflow_check___00.smt2	unknown	0	106	19	none	q:forall-exists-witness	fd:bounded-completeness-unsat	0	1	na	na	na	egraph@0.001:declined;(+14 segments of other stages dropped)	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms
UFDTLIRA/20200306-Kanig/spark2014bench/QC11-016__for_of_cntex__a-cfdlli.ads_1422_23_lists.ads_4_1_precondition___00.smt2	unknown	0	106	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	2	9	na	na	na	egraph@0.004:unsupported->decline;(+21 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker congruence antecedent is STRONGER than the true axiom -- a wrong `unsat`) (ADR-0022)
UFDTLIRA/20200306-Kanig/spark2014bench/QC21-016__flow_race__p.adb_7_28_assert___00.smt2	unknown	0	105	19	none	q:forall-exists-witness	fd:bounded-completeness-unsat	0	1	na	na	na	egraph@0.001:declined;(+14 segments of other stages dropped)	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms
UFDTLIRA/20200306-Kanig/spark2014bench/R322-036__external__c.adb_7_22_assert___00.smt2	unknown	0	106	19	none	q:mbqi	fd:bounded-completeness-unsat	8	22	na	na	na	egraph@0.013:declined;(+46 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #68 has sort (Uninterpreted 1) that the pure-Rust BV backend cannot bit-blast
UFDTLIRA/20200306-Kanig/spark2014bench/R423-012__dead_code__dead_code.adb_9_7_dead_code___00.smt2	unknown	0	106	19	none	q:egraph	fd:bounded-completeness-unsat	0	3	na	na	na	egraph@0.002:declined;(+28 segments of other stages dropped)	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 1 rounds (no further instance to admit; more rounds cannot help)
UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_45f7a1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0	24130	48	none	q:mbqi	fd:bounded-completeness-unsat	8641	24028	na	na	na	egraph@1.445:declined;egraph@4.864:declined;egraph@3.913:declined;egraph@23.133:declined;(+56 segments of other stages dropped)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_9c81cc_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0	24124	57	none	q:mbqi	fd:bounded-completeness-unsat	9675	24013	na	na	na	egraph@1.551:declined;egraph@2.238:declined;egraph@0.407:declined;egraph@3.792:declined;egraph@1.128:declined;egraph@23.210:declined;(+502 segments of other stages dropped)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFDTLIRA/20200306-Kanig/spark2014bench/S325-002__dyn_inv_pointer__rec_inv.adb_28_18_null_pointer_dereference___00.smt2	unknown	0	108	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	2	4	na	na	na	egraph@0.001:unsupported->decline;(+10 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and two such witnesses cannot be compared exactly, so the congruence consequent would not be the one the axiom states) (ADR-0022)
UFDTLIRA/20200306-Kanig/spark2014bench/S325-002__red_black_trees__red_black_trees.adb_31_33_null_pointer_dereference___00.smt2	unknown	0	108	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	4	13	na	na	na	egraph@0.005:unsupported->decline;(+14 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and two such witnesses cannot be compared exactly, so the congruence consequent would not be the one the axiom states) (ADR-0022)
UFDTLIRA/20200306-Kanig/spark2014bench/S415-012__early_exit__early_exits.adb_10_64_null_pointer_dereference___00.smt2	unknown	0	308	19	none	q:egraph	fd:bounded-completeness-unsat	213	275	na	na	na	egraph@0.237:declined;(+43 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker congruence antecedent is STRONGER than the true axiom -- a wrong `unsat`) (ADR-0022)
