file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	deepest	qtrace	giveup
AUFDTLIRA/20200306-Kanig/spark2014bench/LB28-004__loop_variant__p.adb_10_12_index_check___00.smt2	unsat	0	107	7	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	20	31	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/LB28-004__loop_variant__p.adb_85_7_loop_variant___00.smt2	unsat	0	1308	16	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	936	1274	na	na	na	egraph@0.180:declined;(+16 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/M301-012__array_of_iter__iter_array.adb_21_19_assert___00.smt2	unknown	0	22931	19	none	q:egraph	fd:bounded-completeness-unsat	20258	22902	na	na	na	egraph@21.787:declined;(+401 segments of other stages dropped)	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFDTLIRA/20200306-Kanig/spark2014bench/M318-019__expanded_name__p.adb_8_44_index_check___00.smt2	unsat	0	106	7	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	14	24	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/M503-001__typinv__aggregates.ads_21_9_invariant_check_on_default_value___00.smt2	unsat	0	108	6	q:mbqi-quick	q:forall-exists-witness	q:mbqi-quick	2	4	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/M607-025__rev_stack__list.ads_13_36_precondition2___00.smt2	unknown	0	208	20	none	q:mbqi-quick	fd:bounded-completeness-unsat	37	105	na	na	na	egraph@0.045:unsupported->decline;(+17 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker congruence antecedent is STRONGER than the true axiom -- a wrong `unsat`) (ADR-0022)
AUFDTLIRA/20200306-Kanig/spark2014bench/M613-039__expr_actions__list.adb_25_35_overflow_check___00.smt2	unknown	0	108	20	none	q:mbqi-quick	fd:bounded-completeness-unsat	25	72	na	na	na	egraph@0.030:unsupported->decline;(+17 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker congruence antecedent is STRONGER than the true axiom -- a wrong `unsat`) (ADR-0022)
AUFDTLIRA/20200306-Kanig/spark2014bench/M613-053__wp__sorters_not_global.adb_76_40_index_check___00.smt2	unsat	0	408	6	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	295	299	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/M806-034__array_logical_op__array_logical_ops.adb_22_37_length_check___00.smt2	unsat	0	1609	15	q:egraph	q:ground-subset	q:egraph	1163	1557	na	na	na	egraph@0.341:declined;egraph@1.541:unsat;(+28 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/M806-034__concat__concat_left.adb_12_22_assert___00.smt2	unsat	0	1108	7	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	1028	1040	na	na	na	(+13 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/M830-004__checks__do_checks.adb_23_24_range_check___00.smt2	unsat	0	108	7	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	31	52	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/M830-004__checks__do_checks.adb_440_30_discriminant_check___00.smt2	unsat	0	207	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	95	128	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/MA11-009__invariant__kmp.adb_16_17_loop_invariant_preserv___00.smt2	unknown	0	24230	172	none	q:mbqi-quick	fd:bounded-completeness-unsat	6208	24025	na	na	na	egraph@0.186:declined;egraph@0.104:declined;egraph@0.102:declined;egraph@0.106:declined;egraph@0.157:declined;egraph@0.169:declined;egraph@0.129:declined;egraph@0.180:declined;egraph@0.032:declined;egraph@0.191:declined;egraph@0.238:declined;egraph@0.462:declined;egraph@0.468:declined;egraph@0.576:declined;egraph@1.081:declined;egraph@1.707:declined;egraph@24.008:declined;(+708 segments of other stages dropped)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFDTLIRA/20200306-Kanig/spark2014bench/MB20-049__old_in_contract_cases__example.ads_7_62_index_check___00.smt2	unsat	0	107	6	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	17	22	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/MC06-031__dynamic_discrete__dynamic_ranges.adb_50_17_range_check___00.smt2	unsat	0	508	13	q:mbqi-quick	q:egraph	q:mbqi-quick	315	429	na	na	na	egraph@0.413:unsat;(+13 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N120-055__perm__sort.adb_48_22_precondition___00.smt2	unknown	0	24033	87	none	q:mbqi	fd:bounded-completeness-unsat	3169	24005	na	na	na	egraph@2.827:declined;egraph@1.209:declined;egraph@2.659:declined;egraph@0.249:declined;egraph@2.367:declined;egraph@0.116:declined;egraph@2.290:declined;egraph@0.348:declined;egraph@23.989:declined;(+84 segments of other stages dropped)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFDTLIRA/20200306-Kanig/spark2014bench/N217-028__update_checks__ar.adb_55_45_range_check___00.smt2	unknown	0	15925	19	none	q:mbqi	fd:bounded-completeness-unsat	8565	15807	na	na	na	egraph@7.169:declined;(+747 segments of other stages dropped)	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFDTLIRA/20200306-Kanig/spark2014bench/N228-005__update_unconstr_array__update_checks_1.adb_51_9_length_check___00.smt2	unsat	0	208	7	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	160	172	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N325-022__volatile_slices__vs.adb_24_16_range_check___00.smt2	unsat	0	108	6	q:mbqi-quick	q:forall-exists-witness	q:mbqi-quick	2	4	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N513-017__slice__sorters.adb_42_50_overflow_check___00.smt2	unsat	0	109	7	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	11	22	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N523-032__hello__hello.adb_30_23_index_check___00.smt2	unsat	0	107	7	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	21	34	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N530-032__swap__sorters.adb_60_25_assert___00.smt2	unknown	0	24026	75	none	q:mbqi	fd:bounded-completeness-unsat	9740	24004	na	na	na	egraph@0.572:declined;egraph@1.500:declined;egraph@0.436:declined;egraph@8.046:declined;egraph@0.129:declined;egraph@0.061:declined;egraph@0.495:declined;egraph@23.990:declined;(+145 segments of other stages dropped)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFDTLIRA/20200306-Kanig/spark2014bench/N602-053__update__sorters.adb_39_13_loop_invariant_init___00.smt2	unsat	0	108	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	10	15	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N611-014__split_records__split_records.adb_21_39_discriminant_check___00.smt2	unsat	0	108	7	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	7	16	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N611-014__static_discr__static_discr.adb_78_30_index_check___00.smt2	unsat	0	107	12	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	31	64	na	na	na	(+13 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N613-027__transitive__sorters.adb_59_20_range_check___00.smt2	unsat	0	307	13	q:egraph	q:mbqi-quick	q:egraph	192	206	na	na	na	egraph@0.195:unsat;(+19 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N617-013__vscomp2014__p.adb_9_36_loop_invariant_init___00.smt2	unknown	0	23933	19	none	q:egraph	fd:bounded-completeness-unsat	22187	23866	na	na	na	egraph@23.700:declined;(+350 segments of other stages dropped)	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_occ__perm.adb_32_10_precondition___00.smt2	unknown	0	25029	99	none	q:mbqi	q:uf-fmf-probe	3843	20345	q:uf-fmf-probe	4654	euf:uf-arith-eager>euf:lazy-arith-overbound>euf:uf-arith-lazy>euf:fc-loop>euf:fc-round-solve>euf:round-incremental-arith>dpll-lia:new>dpll-lia:assert-all>dpll-lia:abstract	egraph@1.242:declined;egraph@0.439:declined;egraph@0.426:declined;egraph@0.302:declined;egraph@0.200:declined;egraph@0.034:declined;egraph@0.376:declined;egraph@0.393:declined;egraph@1.711:declined;egraph@3.597:declined;(+105 segments of other stages dropped)	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_occ__sort.adb_36_39_index_check___00.smt2	unknown	0	25033	193	none	q:mbqi-quick	q:egraph	7677	22701	q:egraph	2298	euf:uf-arith-eager>euf:lazy-arith-overbound>euf:uf-arith-lazy>euf:fc-loop>euf:fc-round-solve>euf:round-incremental-arith>dpll-lia:new>dpll-lia:assert-all>dpll-lia:abstract	egraph@0.032:declined;egraph@0.048:declined;egraph@0.056:declined;egraph@0.195:declined;egraph@0.052:declined;egraph@0.131:declined;egraph@0.095:declined;egraph@0.096:declined;egraph@0.096:declined;egraph@0.098:declined;egraph@0.108:declined;egraph@0.096:declined;egraph@0.101:declined;egraph@0.102:declined;egraph@0.126:declined;egraph@0.122:declined;egraph@0.121:declined;egraph@0.119:declined;egraph@0.137:declined;egraph@1.821:declined;egraph@8.578:declined;(+173 segments of other stages dropped)	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_108_43_index_check2___00.smt2	unknown	0	108	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	25	50	na	na	na	egraph@0.012:unsupported->decline;(+17 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and two such witnesses cannot be compared exactly, so the congruence consequent would not be the one the axiom states) (ADR-0022)
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_130_45_index_check2___00.smt2	unknown	0	24630	98	none	q:mbqi	fd:bounded-completeness-unsat	5309	24521	na	na	na	egraph@0.168:declined;egraph@0.212:declined;egraph@0.953:declined;egraph@0.127:declined;egraph@1.488:declined;egraph@1.189:declined;egraph@0.776:declined;egraph@0.634:declined;egraph@24.497:declined;(+401 segments of other stages dropped)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_154_33_precondition___00.smt2	unknown	0	108	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	22	44	na	na	na	egraph@0.011:unsupported->decline;(+17 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and two such witnesses cannot be compared exactly, so the congruence consequent would not be the one the axiom states) (ADR-0022)
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_187_22_precondition3___00.smt2	unsat	0	107	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	20	24	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_220_39_precondition3___00.smt2	unknown	0	208	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	50	100	na	na	na	egraph@0.026:unsupported->decline;(+17 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and two such witnesses cannot be compared exactly, so the congruence consequent would not be the one the axiom states) (ADR-0022)
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_228_50_precondition4___00.smt2	unsat	0	208	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	56	79	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_237_28_precondition___00.smt2	unknown	0	208	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	48	109	na	na	na	egraph@0.031:unsupported->decline;(+17 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and two such witnesses cannot be compared exactly, so the congruence consequent would not be the one the axiom states) (ADR-0022)
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_244_63_range_check2___00.smt2	unknown	0	207	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	59	147	na	na	na	egraph@0.045:unsupported->decline;(+17 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and two such witnesses cannot be compared exactly, so the congruence consequent would not be the one the axiom states) (ADR-0022)
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_252_49_range_check___00.smt2	unknown	0	207	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	42	87	na	na	na	egraph@0.023:unsupported->decline;(+17 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and two such witnesses cannot be compared exactly, so the congruence consequent would not be the one the axiom states) (ADR-0022)
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_261_42_precondition4___00.smt2	unsat	0	109	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	59	82	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_26_20_range_check___00.smt2	unsat	0	208	12	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	71	121	na	na	na	(+13 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_278_25_precondition4___00.smt2	unsat	0	107	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	58	84	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_289_56_index_check3___00.smt2	unknown	0	110	20	none	q:valid-universal-qf	fd:bounded-completeness-unsat	40	76	na	na	na	egraph@0.017:unsupported->decline;(+17 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and two such witnesses cannot be compared exactly, so the congruence consequent would not be the one the axiom states) (ADR-0022)
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_31_15_precondition3___00.smt2	unsat	0	108	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	23	30	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_348_15_precondition2___00.smt2	unsat	0	209	12	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	71	136	na	na	na	(+13 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_46_29_index_check___00.smt2	unsat	0	307	13	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	131	276	na	na	na	egraph@0.226:unsat;(+13 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_62_19_precondition3___00.smt2	unsat	0	108	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	26	35	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.ads_12_6_postcondition3___00.smt2	unsat	0	108	7	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	26	44	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.ads_43_60_precondition___00.smt2	unsat	0	107	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	18	23	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_135_33_precondition3___00.smt2	unknown	0	25130	112	none	q:mbqi-quick	q:egraph	7489	18563	q:egraph	6436	euf:uf-arith-eager>euf:lazy-arith-overbound>euf:uf-arith-lazy>euf:fc-loop>euf:fc-round-solve>euf:round-incremental-arith>dpll-lia:new>dpll-lia:assert-all>dpll-lia:abstract	egraph@0.944:declined;egraph@0.278:declined;egraph@0.228:declined;egraph@0.693:declined;egraph@0.492:declined;egraph@0.491:declined;egraph@0.487:declined;egraph@0.495:declined;egraph@0.499:declined;egraph@0.494:declined;egraph@0.484:declined;egraph@0.352:declined;egraph@0.492:declined;egraph@8.113:declined;(+93 segments of other stages dropped)	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_40_28_precondition___00.smt2	unknown	0	25129	82	none	q:mbqi-quick	q:egraph	7346	19244	q:egraph	5755	euf:uf-arith-eager>euf:lazy-arith-overbound>euf:uf-arith-lazy>euf:fc-loop>euf:fc-round-solve>euf:round-incremental-arith>dpll-lia:new>dpll-lia:assert-all>dpll-lia:abstract	egraph@0.288:declined;egraph@0.017:declined;egraph@0.017:declined;egraph@0.017:declined;egraph@0.017:declined;egraph@0.014:declined;egraph@0.017:declined;egraph@1.839:declined;egraph@0.799:declined;egraph@8.194:declined;(+144 segments of other stages dropped)	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_47_19_precondition3___00.smt2	unsat	0	108	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	57	75	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_54_16_precondition3___00.smt2	unsat	0	108	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	55	70	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_59_48_precondition___00.smt2	unknown	0	24232	50	none	q:mbqi	fd:bounded-completeness-unsat	10344	24150	na	na	na	egraph@0.145:declined;egraph@2.865:declined;egraph@24.088:declined;(+118 segments of other stages dropped)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_69_36_precondition2___00.smt2	unknown	0	25033	93	none	q:mbqi	q:uf-fmf-probe	9300	17602	q:uf-fmf-probe	7398	euf:uf-arith-eager>euf:lazy-arith-overbound>euf:uf-arith-lazy>euf:fc-loop>euf:fc-round-solve>euf:round-incremental-arith>dpll-lia:new>dpll-lia:assert-all>dpll-lia:abstract	egraph@0.236:declined;egraph@0.016:declined;egraph@0.021:declined;egraph@0.016:declined;egraph@0.016:declined;egraph@0.021:declined;egraph@0.022:declined;egraph@0.021:declined;egraph@0.021:declined;egraph@2.438:declined;(+156 segments of other stages dropped)	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_75_44_precondition___00.smt2	unknown	0	25026	26	none	q:forall-exists-witness	q:uf-fmf-probe	3581	7195	q:uf-fmf-probe	17804	euf:uf-arith-eager>euf:lazy-arith-overbound>euf:uf-arith-lazy>euf:fc-loop>euf:fc-round-solve>euf:round-incremental-arith>dpll-lia:new>dpll-lia:assert-all>dpll-lia:abstract	egraph@0.210:declined;(+31 segments of other stages dropped)	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_83_16_precondition2___00.smt2	unsat	0	108	7	q:mbqi-quick	q:valid-universal-qf	q:mbqi-quick	61	78	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.ads_9_16_precondition2___00.smt2	unknown	0	25025	50	none	q:forall-exists-witness	q:uf-fmf-probe	2650	9009	q:uf-fmf-probe	15990	euf:uf-arith-eager>dpll-lia:new>dpll-lia:assert-all>dpll-lia:abstract	egraph@1.163:declined;egraph@0.060:declined;egraph@0.042:declined;egraph@2.023:declined;egraph@1.829:declined;(+45 segments of other stages dropped)	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
AUFDTLIRA/20200306-Kanig/spark2014bench/N627-026__defaults__with_default.adb_69_22_assert___00.smt2	unsat	0	1809	13	q:egraph	q:mbqi-quick	q:egraph	1524	1703	na	na	na	egraph@1.668:unsat;(+24 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N902-010__a_stack_no_spark_contracts_with_body.adb_25_18_index_check___00.smt2	unsat	0	108	6	q:mbqi-quick	q:forall-exists-witness	q:mbqi-quick	3	6	na	na	na	(+13 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/N917-051__longest_common_prefix__longest_common_prefix.adb_13_35_index_check___00.smt2	unsat	0	108	6	q:mbqi-quick	q:forall-exists-witness	q:mbqi-quick	3	5	na	na	na	(+9 segments of other stages dropped)	none
AUFDTLIRA/20200306-Kanig/spark2014bench/NA06-051__loop__indexbis.ads_5_72_index_check___00.smt2	unsat	0	207	12	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	95	127	na	na	na	(+13 segments of other stages dropped)	none
