index	colours	verdict	solve_s	steps	adds	check	check_s
149	1,3,2,2,2	unsat	0.003	1	1	passed	0.008
150	1,3,2,2,3	unsat	0.003	1	1	passed	0.008
151	1,3,2,2,4	unsat	0.004	1	1	passed	0.008
152	1,3,2,3,1	unsat	0.003	1	1	passed	0.010
153	1,3,2,3,2	unsat	0.003	1	1	passed	0.008
154	1,3,2,3,3	unsat	0.003	1	1	passed	0.014
155	1,3,2,3,4	unsat	0.005	1	1	passed	0.009
156	1,3,2,4,1	unsat	0.003	1	1	passed	0.010
157	1,3,2,4,2	unsat	0.003	1	1	passed	0.008
158	1,3,2,4,3	unsat	0.005	1	1	passed	0.011
159	1,3,2,4,4	unsat	0.003	1	1	passed	0.008
160	1,3,3,1,1	unsat	0.003	1	1	passed	0.008
161	1,3,3,1,2	unsat	0.003	1	1	passed	0.008
162	1,3,3,1,3	unsat	0.003	1	1	passed	0.005
163	1,3,3,1,4	unsat	0.003	1	1	passed	0.009
164	1,3,3,2,1	unsat	0.003	1	1	passed	0.008
165	1,3,3,2,2	unsat	0.003	1	1	passed	0.009
166	1,3,3,2,3	unsat	0.003	1	1	passed	0.006
167	1,3,3,2,4	unsat	0.003	1	1	passed	0.009
168	1,3,3,3,1	unsat	0.003	1	1	passed	0.008
169	1,3,3,3,2	unsat	0.003	1	1	passed	0.009
170	1,3,3,3,3	unsat	0.003	1	1	passed	0.005
171	1,3,3,3,4	unsat	0.003	1	1	passed	0.008
172	1,3,3,4,1	unsat	0.003	1	1	passed	0.008
173	1,3,3,4,2	unsat	0.003	1	1	passed	0.009
174	1,3,3,4,3	unsat	0.003	1	1	passed	0.005
175	1,3,3,4,4	unsat	0.003	1	1	passed	0.008
176	1,3,4,1,1	unsat	0.003	1	1	passed	0.008
177	1,3,4,1,2	unsat	0.003	1	1	passed	0.009
178	1,3,4,1,3	unsat	0.003	1	1	passed	0.009
179	1,3,4,1,4	unsat	0.003	1	1	passed	0.008
180	1,3,4,2,1	unsat	0.003	1	1	passed	0.009
181	1,3,4,2,2	unsat	0.003	1	1	passed	0.008
182	1,3,4,2,3	unsat	0.003	1	1	passed	0.008
183	1,3,4,2,4	unsat	0.003	1	1	passed	0.008
184	1,3,4,3,1	unsat	0.003	1	1	passed	0.008
185	1,3,4,3,2	unsat	0.003	1	1	passed	0.008
186	1,3,4,3,3	unsat	0.003	1	1	passed	0.008
187	1,3,4,3,4	unsat	0.003	1	1	passed	0.008
188	1,3,4,4,1	unsat	0.003	1	1	passed	0.008
189	1,3,4,4,2	unsat	0.003	1	1	passed	0.008
190	1,3,4,4,3	unsat	0.003	1	1	passed	0.008
191	1,3,4,4,4	unsat	0.003	1	1	passed	0.008
192	1,4,1,1,1	unsat	0.003	1	1	passed	0.005
193	1,4,1,1,2	unsat	0.003	1	1	passed	0.005
194	1,4,1,1,3	unsat	0.003	1	1	passed	0.005
195	1,4,1,1,4	unsat	0.003	1	1	passed	0.005
196	1,4,1,2,1	unsat	0.003	1	1	passed	0.005
197	1,4,1,2,2	unsat	0.002	1	1	passed	0.005
198	1,4,1,2,3	unsat	0.003	1	1	passed	0.005
199	1,4,1,2,4	unsat	0.003	1	1	passed	0.005
200	1,4,1,3,1	unsat	0.003	1	1	passed	0.005
201	1,4,1,3,2	unsat	0.003	1	1	passed	0.005
202	1,4,1,3,3	unsat	0.003	1	1	passed	0.006
203	1,4,1,3,4	unsat	0.003	1	1	passed	0.006
204	1,4,1,4,1	unsat	0.003	1	1	passed	0.005
205	1,4,1,4,2	unsat	0.003	1	1	passed	0.006
206	1,4,1,4,3	unsat	0.003	1	1	passed	0.005
207	1,4,1,4,4	unsat	0.003	1	1	passed	0.006
208	1,4,2,1,1	unsat	0.003	1	1	passed	0.006
209	1,4,2,1,2	unsat	0.003	1	1	passed	0.006
210	1,4,2,1,3	unsat	0.003	1	1	passed	0.005
211	1,4,2,1,4	unsat	0.003	1	1	passed	0.005
212	1,4,2,2,1	unsat	0.003	1	1	passed	0.005
213	1,4,2,2,2	unsat	0.003	1	1	passed	0.006
214	1,4,2,2,3	unsat	0.003	1	1	passed	0.005
215	1,4,2,2,4	unsat	0.003	1	1	passed	0.005
216	1,4,2,3,1	unsat	0.003	1	1	passed	0.005
217	1,4,2,3,2	unsat	0.003	1	1	passed	0.005
218	1,4,2,3,3	unsat	0.003	1	1	passed	0.005
219	1,4,2,3,4	unsat	0.003	1	1	passed	0.006
220	1,4,2,4,1	unsat	0.003	1	1	passed	0.006
221	1,4,2,4,2	unsat	0.003	1	1	passed	0.005
222	1,4,2,4,3	unsat	0.003	1	1	passed	0.005
223	1,4,2,4,4	unsat	0.003	1	1	passed	0.005
224	1,4,3,1,1	unsat	0.003	1	1	passed	0.005
225	1,4,3,1,2	unsat	0.003	1	1	passed	0.005
226	1,4,3,1,3	unsat	0.003	1	1	passed	0.005
227	1,4,3,1,4	unsat	0.003	1	1	passed	0.006
228	1,4,3,2,1	unsat	0.003	1	1	passed	0.006
229	1,4,3,2,2	unsat	0.003	1	1	passed	0.005
230	1,4,3,2,3	unsat	0.003	1	1	passed	0.005
231	1,4,3,2,4	unsat	0.003	1	1	passed	0.005
232	1,4,3,3,1	unsat	0.003	1	1	passed	0.006
233	1,4,3,3,2	unsat	0.003	1	1	passed	0.005
234	1,4,3,3,3	unsat	0.003	1	1	passed	0.005
235	1,4,3,3,4	unsat	0.002	1	1	passed	0.005
236	1,4,3,4,1	unsat	0.003	1	1	passed	0.005
237	1,4,3,4,2	unsat	0.003	1	1	passed	0.005
238	1,4,3,4,3	unsat	0.003	1	1	passed	0.005
239	1,4,3,4,4	unsat	0.003	1	1	passed	0.006
240	1,4,4,1,1	unsat	0.003	1	1	passed	0.006
241	1,4,4,1,2	unsat	0.003	1	1	passed	0.005
242	1,4,4,1,3	unsat	0.003	1	1	passed	0.005
243	1,4,4,1,4	unsat	0.003	1	1	passed	0.006
244	1,4,4,2,1	unsat	0.003	1	1	passed	0.006
245	1,4,4,2,2	unsat	0.003	1	1	passed	0.005
246	1,4,4,2,3	unsat	0.003	1	1	passed	0.006
247	1,4,4,2,4	unsat	0.006	1	1	passed	0.006
248	1,4,4,3,1	unsat	0.003	1	1	passed	0.005
249	1,4,4,3,2	unsat	0.003	1	1	passed	0.006
250	1,4,4,3,3	unsat	0.003	1	1	passed	0.005
251	1,4,4,3,4	unsat	0.003	1	1	passed	0.005
252	1,4,4,4,1	unsat	0.003	1	1	passed	0.005
253	1,4,4,4,2	unsat	0.003	1	1	passed	0.005
254	1,4,4,4,3	unsat	0.003	1	1	passed	0.005
255	1,4,4,4,4	unsat	0.003	1	1	passed	0.005
256	2,1,1,1,1	unsat	0.003	1	1	passed	0.006
257	2,1,1,1,2	unsat	0.003	1	1	passed	0.006
258	2,1,1,1,3	unsat	0.003	1	1	passed	0.006
259	2,1,1,1,4	unsat	0.003	1	1	passed	0.006
260	2,1,1,2,1	unsat	0.003	1	1	passed	0.006
261	2,1,1,2,2	unsat	0.003	1	1	passed	0.005
262	2,1,1,2,3	unsat	0.003	1	1	passed	0.005
263	2,1,1,2,4	unsat	0.003	1	1	passed	0.005
264	2,1,1,3,1	unsat	0.003	1	1	passed	0.006
265	2,1,1,3,2	unsat	0.003	1	1	passed	0.006
266	2,1,1,3,3	unsat	0.003	1	1	passed	0.006
267	2,1,1,3,4	unsat	0.003	1	1	passed	0.005
268	2,1,1,4,1	unsat	0.003	1	1	passed	0.005
269	2,1,1,4,2	unsat	0.003	1	1	passed	0.006
270	2,1,1,4,3	unsat	0.003	1	1	passed	0.006
271	2,1,1,4,4	unsat	0.003	1	1	passed	0.006
108	1,2,3,4,1	unsat	136.607	5141833	2585977	deferred	0.000
111	1,2,3,4,4	unsat	111.974	4248345	2141126	deferred	0.000
273	2,1,2,1,2	unsat	44.714	1992265	1005283	deferred	0.000
275	2,1,2,1,4	unsat	0.002	1	1	passed	0.008
276	2,1,2,2,1	unsat	0.002	1	1	passed	0.005
277	2,1,2,2,2	unsat	0.003	1	1	passed	0.006
278	2,1,2,2,3	unsat	0.002	1	1	passed	0.005
279	2,1,2,2,4	unsat	0.002	1	1	passed	0.005
272	2,1,2,1,1	unsat	54.041	2392879	1207239	deferred	0.000
280	2,1,2,3,1	unsat	45.504	2042835	1038713	deferred	0.000
274	2,1,2,1,3	unsat	56.665	2510654	1270328	deferred	0.000
283	2,1,2,3,4	unsat	38.533	1927419	974858	deferred	0.000
284	2,1,2,4,1	unsat	0.003	1	1	passed	0.008
285	2,1,2,4,2	unsat	0.003	1	1	passed	0.008
286	2,1,2,4,3	unsat	0.003	1	1	passed	0.008
287	2,1,2,4,4	unsat	0.003	1	1	passed	0.008
281	2,1,2,3,2	unsat	88.333	3523641	1776166	deferred	0.000
282	2,1,2,3,3	unsat	54.676	2510103	1267800	deferred	0.000
290	2,1,3,1,3	unsat	73.643	3120355	1574231	deferred	0.000
288	2,1,3,1,1	unsat	154.395	5537622	2784290	deferred	0.000
289	2,1,3,1,2	unsat	166.669	5774522	2908315	deferred	0.000
291	2,1,3,1,4	unsat	108.733	4012808	2027731	deferred	0.000
294	2,1,3,2,3	unsat	50.529	2317676	1170209	deferred	0.000
292	2,1,3,2,1	unsat	133.314	4834547	2441715	deferred	0.000
296	2,1,3,3,1	unsat	25.323	1258139	640211	deferred	0.000
297	2,1,3,3,2	unsat	40.033	1890930	954254	deferred	0.000
295	2,1,3,2,4	unsat	120.148	4390770	2209435	deferred	0.000
293	2,1,3,2,2	unsat	201.900	6751525	3396411	deferred	0.000
298	2,1,3,3,3	unsat	23.613	1227107	623535	deferred	0.000
299	2,1,3,3,4	unsat	15.235	859087	440192	deferred	0.000
302	2,1,3,4,3	unsat	31.368	1601592	810523	deferred	0.000
301	2,1,3,4,2	unsat	82.831	3178428	1608417	deferred	0.000
304	2,1,4,1,1	unsat	0.003	1	1	passed	0.008
305	2,1,4,1,2	unsat	0.003	1	1	passed	0.008
306	2,1,4,1,3	unsat	0.003	1	1	passed	0.008
307	2,1,4,1,4	unsat	0.003	1	1	passed	0.008
308	2,1,4,2,1	unsat	0.003	1	1	passed	0.008
309	2,1,4,2,2	unsat	0.003	1	1	passed	0.008
310	2,1,4,2,3	unsat	0.003	1	1	passed	0.008
311	2,1,4,2,4	unsat	0.003	1	1	passed	0.008
312	2,1,4,3,1	unsat	0.003	1	1	passed	0.008
313	2,1,4,3,2	unsat	0.003	1	1	passed	0.008
314	2,1,4,3,3	unsat	0.003	1	1	passed	0.008
315	2,1,4,3,4	unsat	0.003	1	1	passed	0.008
316	2,1,4,4,1	unsat	0.003	1	1	passed	0.008
317	2,1,4,4,2	unsat	0.003	1	1	passed	0.008
318	2,1,4,4,3	unsat	0.003	1	1	passed	0.008
319	2,1,4,4,4	unsat	0.003	1	1	passed	0.008
320	2,2,1,1,1	unsat	0.003	1	1	passed	0.005
321	2,2,1,1,2	unsat	0.003	1	1	passed	0.006
322	2,2,1,1,3	unsat	0.003	1	1	passed	0.006
323	2,2,1,1,4	unsat	0.003	1	1	passed	0.006
324	2,2,1,2,1	unsat	0.003	1	1	passed	0.006
325	2,2,1,2,2	unsat	0.003	1	1	passed	0.006
326	2,2,1,2,3	unsat	0.003	1	1	passed	0.006
327	2,2,1,2,4	unsat	0.003	1	1	passed	0.006
328	2,2,1,3,1	unsat	0.003	1	1	passed	0.005
329	2,2,1,3,2	unsat	0.003	1	1	passed	0.005
330	2,2,1,3,3	unsat	0.003	1	1	passed	0.005
331	2,2,1,3,4	unsat	0.003	1	1	passed	0.006
332	2,2,1,4,1	unsat	0.003	1	1	passed	0.006
333	2,2,1,4,2	unsat	0.003	1	1	passed	0.005
334	2,2,1,4,3	unsat	0.003	1	1	passed	0.006
335	2,2,1,4,4	unsat	0.003	1	1	passed	0.005
303	2,1,3,4,4	unsat	86.887	3448280	1744565	deferred	0.000
337	2,2,2,1,2	unsat	0.003	1	1	passed	0.005
336	2,2,2,1,1	unsat	42.094	1840579	936619	deferred	0.000
339	2,2,2,1,4	unsat	0.003	1	1	passed	0.008
340	2,2,2,2,1	unsat	0.002	1	1	passed	0.005
341	2,2,2,2,2	unsat	0.002	1	1	passed	0.006
342	2,2,2,2,3	unsat	0.003	1	1	passed	0.006
343	2,2,2,2,4	unsat	0.003	1	1	passed	0.005
300	2,1,3,4,1	unsat	152.446	5543930	2790119	deferred	0.000
345	2,2,2,3,2	unsat	0.003	1	1	passed	0.005
344	2,2,2,3,1	unsat	39.572	1864116	945823	deferred	0.000
338	2,2,2,1,3	unsat	59.273	2592772	1311920	deferred	0.000
348	2,2,2,4,1	unsat	0.003	1	1	passed	0.008
349	2,2,2,4,2	unsat	0.002	1	1	passed	0.006
350	2,2,2,4,3	unsat	0.003	1	1	passed	0.008
351	2,2,2,4,4	unsat	0.003	1	1	passed	0.009
346	2,2,2,3,3	unsat	59.627	2663724	1344228	deferred	0.000
347	2,2,2,3,4	unsat	59.757	2674619	1354723	deferred	0.000
354	2,2,3,1,3	unsat	40.950	1865427	945643	deferred	0.000
352	2,2,3,1,1	unsat	137.333	5048834	2550060	deferred	0.000
353	2,2,3,1,2	unsat	161.502	5489527	2764773	deferred	0.000
355	2,2,3,1,4	unsat	121.219	4565862	2305684	deferred	0.000
358	2,2,3,2,3	unsat	55.246	2440826	1238263	deferred	0.000
356	2,2,3,2,1	unsat	132.039	4938280	2493034	deferred	0.000
360	2,2,3,3,1	unsat	21.786	1168808	591218	deferred	0.000
361	2,2,3,3,2	unsat	28.310	1387875	701315	deferred	0.000
362	2,2,3,3,3	unsat	28.227	1372087	698725	deferred	0.000
357	2,2,3,2,2	unsat	170.968	5893746	2964964	deferred	0.000
363	2,2,3,3,4	unsat	19.167	1074200	548319	deferred	0.000
359	2,2,3,2,4	unsat	112.820	4312412	2180125	deferred	0.000
366	2,2,3,4,3	unsat	52.151	2392337	1207469	deferred	0.000
364	2,2,3,4,1	unsat	99.427	3864315	1953135	deferred	0.000
368	2,2,4,1,1	unsat	0.003	1	1	passed	0.008
369	2,2,4,1,2	unsat	0.003	1	1	passed	0.008
370	2,2,4,1,3	unsat	0.003	1	1	passed	0.008
371	2,2,4,1,4	unsat	0.003	1	1	passed	0.008
372	2,2,4,2,1	unsat	0.003	1	1	passed	0.008
373	2,2,4,2,2	unsat	0.003	1	1	passed	0.008
374	2,2,4,2,3	unsat	0.003	1	1	passed	0.008
375	2,2,4,2,4	unsat	0.003	1	1	passed	0.008
376	2,2,4,3,1	unsat	0.003	1	1	passed	0.008
377	2,2,4,3,2	unsat	0.003	1	1	passed	0.008
378	2,2,4,3,3	unsat	0.003	1	1	passed	0.008
379	2,2,4,3,4	unsat	0.003	1	1	passed	0.008
380	2,2,4,4,1	unsat	0.003	1	1	passed	0.008
381	2,2,4,4,2	unsat	0.003	1	1	passed	0.008
382	2,2,4,4,3	unsat	0.003	1	1	passed	0.008
383	2,2,4,4,4	unsat	0.003	1	1	passed	0.008
384	2,3,1,1,1	unsat	0.003	1	1	passed	0.005
385	2,3,1,1,2	unsat	0.003	1	1	passed	0.005
386	2,3,1,1,3	unsat	0.003	1	1	passed	0.006
387	2,3,1,1,4	unsat	0.003	1	1	passed	0.005
388	2,3,1,2,1	unsat	0.003	1	1	passed	0.005
389	2,3,1,2,2	unsat	0.003	1	1	passed	0.006
390	2,3,1,2,3	unsat	0.003	1	1	passed	0.006
391	2,3,1,2,4	unsat	0.003	1	1	passed	0.006
392	2,3,1,3,1	unsat	0.003	1	1	passed	0.005
393	2,3,1,3,2	unsat	0.003	1	1	passed	0.005
394	2,3,1,3,3	unsat	0.003	1	1	passed	0.006
395	2,3,1,3,4	unsat	0.003	1	1	passed	0.006
396	2,3,1,4,1	unsat	0.003	1	1	passed	0.008
397	2,3,1,4,2	unsat	0.003	1	1	passed	0.006
398	2,3,1,4,3	unsat	0.003	1	1	passed	0.006
399	2,3,1,4,4	unsat	0.003	1	1	passed	0.005
365	2,2,3,4,2	unsat	130.475	4825493	2433452	deferred	0.000
367	2,2,3,4,4	unsat	70.456	2796059	1414749	deferred	0.000
400	2,3,2,1,1	unsat	58.427	2521832	1278912	deferred	0.000
402	2,3,2,1,3	unsat	60.941	2669825	1350125	deferred	0.000
404	2,3,2,2,1	unsat	0.002	1	1	passed	0.005
405	2,3,2,2,2	unsat	0.002	1	1	passed	0.005
406	2,3,2,2,3	unsat	0.003	1	1	passed	0.005
407	2,3,2,2,4	unsat	0.003	1	1	passed	0.005
403	2,3,2,1,4	unsat	42.768	1967446	998252	deferred	0.000
401	2,3,2,1,2	unsat	93.512	3619208	1824989	deferred	0.000
408	2,3,2,3,1	unsat	49.471	2291326	1162192	deferred	0.000
409	2,3,2,3,2	unsat	74.007	3089038	1562156	deferred	0.000
410	2,3,2,3,3	unsat	48.463	2175389	1101123	deferred	0.000
411	2,3,2,3,4	unsat	36.652	1805222	918795	deferred	0.000
412	2,3,2,4,1	unsat	31.079	1575374	799360	deferred	0.000
413	2,3,2,4,2	unsat	48.922	2291974	1163543	deferred	0.000
414	2,3,2,4,3	unsat	46.432	2249033	1139127	deferred	0.000
415	2,3,2,4,4	unsat	41.509	2028205	1026191	deferred	0.000
418	2,3,3,1,3	unsat	0.003	1	1	passed	0.005
416	2,3,3,1,1	unsat	54.235	2471377	1248519	deferred	0.000
419	2,3,3,1,4	unsat	37.166	1802015	915590	deferred	0.000
417	2,3,3,1,2	unsat	54.398	2440144	1237520	deferred	0.000
422	2,3,3,2,3	unsat	0.003	1	1	passed	0.006
423	2,3,3,2,4	unsat	46.038	2206530	1115672	deferred	0.000
421	2,3,3,2,2	unsat	53.254	2396665	1212294	deferred	0.000
420	2,3,3,2,1	unsat	65.876	2877246	1456374	deferred	0.000
426	2,3,3,3,3	unsat	0.003	1	1	passed	0.006
424	2,3,3,3,1	unsat	24.855	1286559	654577	deferred	0.000
427	2,3,3,3,4	unsat	11.225	660693	337466	deferred	0.000
425	2,3,3,3,2	unsat	30.524	1489533	758126	deferred	0.000
430	2,3,3,4,3	unsat	0.003	1	1	passed	0.005
428	2,3,3,4,1	unsat	27.060	1428553	726539	deferred	0.000
431	2,3,3,4,4	unsat	29.705	1539351	779018	deferred	0.000
429	2,3,3,4,2	unsat	51.207	2353351	1188604	deferred	0.000
432	2,3,4,1,1	unsat	133.534	4974429	2501450	deferred	0.000
434	2,3,4,1,3	unsat	137.664	5104837	2578215	deferred	0.000
