index	colours	verdict	solve_s	steps	adds	check	check_s
1	1,1,1,1,2	unsat	53.521	2555675	1294531	deferred	0.000
2	1,1,1,1,3	unsat	80.155	2476843	1253551	deferred	0.000
5	1,1,1,2,2	unsat	36.031	2072626	1051395	deferred	0.000
3	1,1,1,1,4	unsat	93.365	2872741	1452895	deferred	0.000
6	1,1,1,2,3	unsat	17.030	854212	434568	deferred	0.000
4	1,1,1,2,1	unsat	98.166	2876601	1455301	deferred	0.000
9	1,1,1,3,2	unsat	16.687	906420	464756	deferred	0.000
7	1,1,1,2,4	unsat	25.112	1635642	829594	deferred	0.000
10	1,1,1,3,3	unsat	54.426	2205524	1112354	deferred	0.000
11	1,1,1,3,4	unsat	45.315	1856823	937961	deferred	0.000
8	1,1,1,3,1	unsat	71.258	2631028	1329480	deferred	0.000
14	1,1,1,4,3	unsat	37.039	1478742	747978	deferred	0.000
13	1,1,1,4,2	unsat	48.998	1924642	972777	deferred	0.000
0	1,1,1,1,1	unsat	211.462	5532441	2782789	deferred	0.000
18	1,1,2,1,3	unsat	1.240	134610	69572	deferred	0.000
15	1,1,1,4,4	unsat	49.954	1997060	1011293	deferred	0.000
12	1,1,1,4,1	unsat	103.962	4182091	2105259	deferred	0.000
19	1,1,2,1,4	unsat	11.380	878456	448130	deferred	0.000
16	1,1,2,1,1	unsat	28.176	1123637	572813	deferred	0.000
22	1,1,2,2,3	unsat	2.663	280241	144061	deferred	0.000
24	1,1,2,3,1	unsat	1.853	199287	104550	deferred	0.000
25	1,1,2,3,2	unsat	2.339	242634	125239	deferred	0.000
20	1,1,2,2,1	unsat	17.524	928651	475297	deferred	0.000
26	1,1,2,3,3	unsat	1.905	210122	109870	deferred	0.000
27	1,1,2,3,4	unsat	1.461	138302	73259	deferred	0.000
28	1,1,2,4,1	unsat	10.522	805567	408988	deferred	0.000
30	1,1,2,4,3	unsat	1.398	167064	87800	deferred	0.000
17	1,1,2,1,2	unsat	43.807	1577967	801545	deferred	0.000
23	1,1,2,2,4	unsat	24.888	1042409	529103	deferred	0.000
21	1,1,2,2,2	unsat	36.808	1606770	816656	deferred	0.000
31	1,1,2,4,4	unsat	12.587	952527	487743	deferred	0.000
33	1,1,3,1,2	unsat	10.937	606199	311375	deferred	0.000
29	1,1,2,4,2	unsat	31.013	1367840	694987	deferred	0.000
36	1,1,3,2,1	unsat	7.909	429142	220973	deferred	0.000
37	1,1,3,2,2	unsat	7.700	512144	263094	deferred	0.000
39	1,1,3,2,4	unsat	3.034	266058	136357	deferred	0.000
38	1,1,3,2,3	unsat	12.101	626549	321776	deferred	0.000
41	1,1,3,3,2	unsat	12.220	647379	333304	deferred	0.000
35	1,1,3,1,4	unsat	37.919	2365907	1200975	deferred	0.000
34	1,1,3,1,3	unsat	40.674	1795847	909692	deferred	0.000
32	1,1,3,1,1	unsat	55.298	2030829	1028479	deferred	0.000
45	1,1,3,4,2	unsat	4.745	295682	153178	deferred	0.000
40	1,1,3,3,1	unsat	46.185	1889624	953473	deferred	0.000
43	1,1,3,3,4	unsat	30.356	1897319	961718	deferred	0.000
44	1,1,3,4,1	unsat	39.996	1704322	866493	deferred	0.000
49	1,1,4,1,2	unsat	19.815	1021516	520399	deferred	0.000
42	1,1,3,3,3	unsat	69.383	2368513	1202217	deferred	0.000
46	1,1,3,4,3	unsat	60.508	2144747	1088813	deferred	0.000
47	1,1,3,4,4	unsat	45.248	1833783	931335	deferred	0.000
48	1,1,4,1,1	unsat	49.653	2824776	1423538	deferred	0.000
54	1,1,4,2,3	unsat	2.243	268206	138214	deferred	0.000
50	1,1,4,1,3	unsat	25.265	1230445	626415	deferred	0.000
52	1,1,4,2,1	unsat	36.914	1420177	718877	deferred	0.000
55	1,1,4,2,4	unsat	26.998	1730912	877152	deferred	0.000
57	1,1,4,3,2	unsat	3.200	218448	112906	deferred	0.000
53	1,1,4,2,2	unsat	43.161	1549911	789606	deferred	0.000
56	1,1,4,3,1	unsat	29.752	1341407	682475	deferred	0.000
58	1,1,4,3,3	unsat	24.842	1602923	812675	deferred	0.000
51	1,1,4,1,4	unsat	70.623	2388198	1203862	deferred	0.000
61	1,1,4,4,2	unsat	40.595	1827123	925059	deferred	0.000
59	1,1,4,3,4	unsat	48.064	1699959	862729	deferred	0.000
62	1,1,4,4,3	unsat	26.279	1702307	865306	deferred	0.000
66	1,2,1,1,3	unsat	6.673	607677	312500	deferred	0.000
60	1,1,4,4,1	unsat	64.616	2252387	1141733	deferred	0.000
67	1,2,1,1,4	unsat	19.061	1343882	684438	deferred	0.000
65	1,2,1,1,2	unsat	49.601	1730175	876281	deferred	0.000
64	1,2,1,1,1	unsat	55.556	2407613	1221665	deferred	0.000
70	1,2,1,2,3	unsat	6.726	367609	190077	deferred	0.000
63	1,1,4,4,4	unsat	79.819	2586230	1305056	deferred	0.000
69	1,2,1,2,2	unsat	32.844	1794123	907544	deferred	0.000
74	1,2,1,3,3	unsat	6.283	425232	217037	deferred	0.000
72	1,2,1,3,1	unsat	12.141	640910	326640	deferred	0.000
75	1,2,1,3,4	unsat	4.134	337768	174726	deferred	0.000
73	1,2,1,3,2	unsat	13.252	661796	337624	deferred	0.000
78	1,2,1,4,3	unsat	3.708	243913	126374	deferred	0.000
68	1,2,1,2,1	unsat	62.732	2182532	1107496	deferred	0.000
71	1,2,1,2,4	unsat	36.989	1725913	872451	deferred	0.000
77	1,2,1,4,2	unsat	42.086	1860860	940910	deferred	0.000
