index	colours	verdict	solve_s	steps	adds	check	check_s
82	1,1,2,2,1,3	unsat	0	1	1	passed	0.069
83	1,1,2,2,1,4	unsat	0	1	1	passed	0.069
84	1,1,2,2,2,1	unsat	0	1	1	passed	0.070
85	1,1,2,2,2,2	unsat	0	1	1	passed	0.065
86	1,1,2,2,2,3	unsat	0	1	1	passed	0.054
87	1,1,2,2,2,4	unsat	0	1	1	passed	0.068
88	1,1,2,2,3,1	unsat	0	1	1	passed	0.055
89	1,1,2,2,3,2	unsat	0	1	1	passed	0.057
90	1,1,2,2,3,3	unsat	0	1	1	passed	0.066
91	1,1,2,2,3,4	unsat	0	1	1	passed	0.067
92	1,1,2,2,4,1	unsat	0	1	1	passed	0.068
93	1,1,2,2,4,2	unsat	0	1	1	passed	0.067
94	1,1,2,2,4,3	unsat	0	1	1	passed	0.068
95	1,1,2,2,4,4	unsat	0	1	1	passed	0.053
96	1,1,2,3,1,1	unsat	0	1	1	passed	0.066
97	1,1,2,3,1,2	unsat	0	1	1	passed	0.067
98	1,1,2,3,1,3	unsat	0	1	1	passed	0.059
99	1,1,2,3,1,4	unsat	0	1	1	passed	0.069
100	1,1,2,3,2,1	unsat	0	1	1	passed	0.067
101	1,1,2,3,2,2	unsat	0	1	1	passed	0.066
102	1,1,2,3,2,3	unsat	0	1	1	passed	0.054
103	1,1,2,3,2,4	unsat	0	1	1	passed	0.067
104	1,1,2,3,3,1	unsat	0	1	1	passed	0.067
105	1,1,2,3,3,2	unsat	0	1	1	passed	0.053
106	1,1,2,3,3,3	unsat	0	1	1	passed	0.067
107	1,1,2,3,3,4	unsat	0	1	1	passed	0.068
108	1,1,2,3,4,1	unsat	0	1	1	passed	0.066
109	1,1,2,3,4,2	unsat	0	1	1	passed	0.067
110	1,1,2,3,4,3	unsat	0	1	1	passed	0.058
111	1,1,2,3,4,4	unsat	0	1	1	passed	0.069
112	1,1,2,4,1,1	unsat	0	1	1	passed	0.062
113	1,1,2,4,1,2	unsat	0	1	1	passed	0.054
114	1,1,2,4,1,3	unsat	0	1	1	passed	0.070
115	1,1,2,4,1,4	unsat	0	1	1	passed	0.067
116	1,1,2,4,2,1	unsat	0	1	1	passed	0.069
117	1,1,2,4,2,2	unsat	0	1	1	passed	0.064
118	1,1,2,4,2,3	unsat	0	1	1	passed	0.066
119	1,1,2,4,2,4	unsat	0	1	1	passed	0.066
120	1,1,2,4,3,1	unsat	0	1	1	passed	0.068
121	1,1,2,4,3,2	unsat	0	1	1	passed	0.061
122	1,1,2,4,3,3	unsat	0	1	1	passed	0.055
123	1,1,2,4,3,4	unsat	0	1	1	passed	0.068
124	1,1,2,4,4,1	unsat	0	1	1	passed	0.068
125	1,1,2,4,4,2	unsat	0	1	1	passed	0.067
126	1,1,2,4,4,3	unsat	0	1	1	passed	0.053
127	1,1,2,4,4,4	unsat	0	1	1	passed	0.067
128	1,1,3,1,1,1	unsat	0	1	1	passed	0.069
129	1,1,3,1,1,2	unsat	0	1	1	passed	0.065
130	1,1,3,1,1,3	unsat	0	1	1	passed	0.069
131	1,1,3,1,1,4	unsat	0	1	1	passed	0.054
132	1,1,3,1,2,1	unsat	0	1	1	passed	0.060
133	1,1,3,1,2,2	unsat	0	1	1	passed	0.054
134	1,1,3,1,2,3	unsat	0	1	1	passed	0.067
135	1,1,3,1,2,4	unsat	0	1	1	passed	0.068
136	1,1,3,1,3,1	unsat	0	1	1	passed	0.062
137	1,1,3,1,3,2	unsat	0	1	1	passed	0.065
138	1,1,3,1,3,3	unsat	0	1	1	passed	0.068
139	1,1,3,1,3,4	unsat	0	1	1	passed	0.068
140	1,1,3,1,4,1	unsat	0	1	1	passed	0.069
141	1,1,3,1,4,2	unsat	0	1	1	passed	0.053
142	1,1,3,1,4,3	unsat	0	1	1	passed	0.070
143	1,1,3,1,4,4	unsat	0	1	1	passed	0.067
144	1,1,3,2,1,1	unsat	0	1	1	passed	0.069
145	1,1,3,2,1,2	unsat	0	1	1	passed	0.067
146	1,1,3,2,1,3	unsat	0	1	1	passed	0.067
147	1,1,3,2,1,4	unsat	0	1	1	passed	0.063
148	1,1,3,2,2,1	unsat	0	1	1	passed	0.066
149	1,1,3,2,2,2	unsat	0	1	1	passed	0.062
150	1,1,3,2,2,3	unsat	0	1	1	passed	0.068
151	1,1,3,2,2,4	unsat	0	1	1	passed	0.054
152	1,1,3,2,3,1	unsat	0	1	1	passed	0.063
153	1,1,3,2,3,2	unsat	0	1	1	passed	0.053
154	1,1,3,2,3,3	unsat	0	1	1	passed	0.067
155	1,1,3,2,3,4	unsat	0	1	1	passed	0.068
156	1,1,3,2,4,1	unsat	0	1	1	passed	0.065
157	1,1,3,2,4,2	unsat	0	1	1	passed	0.068
158	1,1,3,2,4,3	unsat	0	1	1	passed	0.055
159	1,1,3,2,4,4	unsat	0	1	1	passed	0.067
160	1,1,3,3,1,1	unsat	0	1	1	passed	0.067
161	1,1,3,3,1,2	unsat	0	1	1	passed	0.059
162	1,1,3,3,1,3	unsat	0	1	1	passed	0.059
163	1,1,3,3,1,4	unsat	0	1	1	passed	0.067
164	1,1,3,3,2,1	unsat	0	1	1	passed	0.064
165	1,1,3,3,2,2	unsat	0	1	1	passed	0.067
166	1,1,3,3,2,3	unsat	0	1	1	passed	0.066
167	1,1,3,3,2,4	unsat	0	1	1	passed	0.053
168	1,1,3,3,3,1	unsat	0	1	1	passed	0.068
169	1,1,3,3,3,2	unsat	0	1	1	passed	0.068
170	1,1,3,3,3,3	unsat	0	1	1	passed	0.070
171	1,1,3,3,3,4	unsat	0	1	1	passed	0.054
172	1,1,3,3,4,1	unsat	0	1	1	passed	0.048
173	1,1,3,3,4,2	unsat	0	1	1	passed	0.066
174	1,1,3,3,4,3	unsat	0	1	1	passed	0.070
175	1,1,3,3,4,4	unsat	0	1	1	passed	0.065
176	1,1,3,4,1,1	unsat	0	1	1	passed	0.067
177	1,1,3,4,1,2	unsat	0	1	1	passed	0.065
178	1,1,3,4,1,3	unsat	0	1	1	passed	0.064
179	1,1,3,4,1,4	unsat	0	1	1	passed	0.064
180	1,1,3,4,2,1	unsat	0	1	1	passed	0.067
181	1,1,3,4,2,2	unsat	0	1	1	passed	0.067
182	1,1,3,4,2,3	unsat	0	1	1	passed	0.067
183	1,1,3,4,2,4	unsat	0	1	1	passed	0.058
184	1,1,3,4,3,1	unsat	0	1	1	passed	0.063
185	1,1,3,4,3,2	unsat	0	1	1	passed	0.054
186	1,1,3,4,3,3	unsat	0	1	1	passed	0.069
187	1,1,3,4,3,4	unsat	0	1	1	passed	0.068
188	1,1,3,4,4,1	unsat	0	1	1	passed	0.068
189	1,1,3,4,4,2	unsat	0	1	1	passed	0.065
190	1,1,3,4,4,3	unsat	0	1	1	passed	0.054
191	1,1,3,4,4,4	unsat	0	1	1	passed	0.053
192	1,1,4,1,1,1	unsat	0	1	1	passed	0.068
193	1,1,4,1,1,2	unsat	0	1	1	passed	0.066
194	1,1,4,1,1,3	unsat	0	1	1	passed	0.067
195	1,1,4,1,1,4	unsat	0	1	1	passed	0.070
196	1,1,4,1,2,1	unsat	0	1	1	passed	0.068
197	1,1,4,1,2,2	unsat	0	1	1	passed	0.054
198	1,1,4,1,2,3	unsat	0	1	1	passed	0.067
199	1,1,4,1,2,4	unsat	0	1	1	passed	0.067
200	1,1,4,1,3,1	unsat	0	1	1	passed	0.067
201	1,1,4,1,3,2	unsat	0	1	1	passed	0.067
202	1,1,4,1,3,3	unsat	0	1	1	passed	0.066
203	1,1,4,1,3,4	unsat	0	1	1	passed	0.068
204	1,1,4,1,4,1	unsat	0	1	1	passed	0.068
205	1,1,4,1,4,2	unsat	0	1	1	passed	0.059
206	1,1,4,1,4,3	unsat	0	1	1	passed	0.068
207	1,1,4,1,4,4	unsat	0	1	1	passed	0.053
208	1,1,4,2,1,1	unsat	0	1	1	passed	0.054
209	1,1,4,2,1,2	unsat	0	1	1	passed	0.067
210	1,1,4,2,1,3	unsat	0	1	1	passed	0.063
211	1,1,4,2,1,4	unsat	0	1	1	passed	0.067
212	1,1,4,2,2,1	unsat	0	1	1	passed	0.067
213	1,1,4,2,2,2	unsat	0	1	1	passed	0.067
214	1,1,4,2,2,3	unsat	0	1	1	passed	0.067
215	1,1,4,2,2,4	unsat	0	1	1	passed	0.065
216	1,1,4,2,3,1	unsat	0	1	1	passed	0.067
217	1,1,4,2,3,2	unsat	0	1	1	passed	0.064
218	1,1,4,2,3,3	unsat	0	1	1	passed	0.067
219	1,1,4,2,3,4	unsat	0	1	1	passed	0.068
220	1,1,4,2,4,1	unsat	0	1	1	passed	0.067
221	1,1,4,2,4,2	unsat	0	1	1	passed	0.067
222	1,1,4,2,4,3	unsat	0	1	1	passed	0.059
223	1,1,4,2,4,4	unsat	0	1	1	passed	0.066
224	1,1,4,3,1,1	unsat	0	1	1	passed	0.054
225	1,1,4,3,1,2	unsat	0	1	1	passed	0.058
226	1,1,4,3,1,3	unsat	0	1	1	passed	0.054
227	1,1,4,3,1,4	unsat	0	1	1	passed	0.066
228	1,1,4,3,2,1	unsat	0	1	1	passed	0.068
229	1,1,4,3,2,2	unsat	0	1	1	passed	0.069
230	1,1,4,3,2,3	unsat	0	1	1	passed	0.068
231	1,1,4,3,2,4	unsat	0	1	1	passed	0.070
232	1,1,4,3,3,1	unsat	0	1	1	passed	0.054
233	1,1,4,3,3,2	unsat	0	1	1	passed	0.054
234	1,1,4,3,3,3	unsat	0	1	1	passed	0.060
235	1,1,4,3,3,4	unsat	0	1	1	passed	0.067
236	1,1,4,3,4,1	unsat	0	1	1	passed	0.053
237	1,1,4,3,4,2	unsat	0	1	1	passed	0.067
238	1,1,4,3,4,3	unsat	0	1	1	passed	0.068
239	1,1,4,3,4,4	unsat	0	1	1	passed	0.067
240	1,1,4,4,1,1	unsat	0	1	1	passed	0.068
241	1,1,4,4,1,2	unsat	0	1	1	passed	0.069
242	1,1,4,4,1,3	unsat	0	1	1	passed	0.061
243	1,1,4,4,1,4	unsat	0	1	1	passed	0.058
244	1,1,4,4,2,1	unsat	0	1	1	passed	0.066
245	1,1,4,4,2,2	unsat	0	1	1	passed	0.059
246	1,1,4,4,2,3	unsat	0	1	1	passed	0.065
247	1,1,4,4,2,4	unsat	0	1	1	passed	0.054
248	1,1,4,4,3,1	unsat	0	1	1	passed	0.068
249	1,1,4,4,3,2	unsat	0	1	1	passed	0.070
250	1,1,4,4,3,3	unsat	0	1	1	passed	0.070
251	1,1,4,4,3,4	unsat	0	1	1	passed	0.062
252	1,1,4,4,4,1	unsat	0	1	1	passed	0.066
253	1,1,4,4,4,2	unsat	0	1	1	passed	0.059
254	1,1,4,4,4,3	unsat	0	1	1	passed	0.067
255	1,1,4,4,4,4	unsat	0	1	1	passed	0.065
256	1,2,1,1,1,1	unsat	0	1	1	passed	0.068
257	1,2,1,1,1,2	unsat	0	1	1	passed	0.053
258	1,2,1,1,1,3	unsat	0	1	1	passed	0.065
259	1,2,1,1,1,4	unsat	0	1	1	passed	0.055
260	1,2,1,1,2,1	unsat	0	1	1	passed	0.071
261	1,2,1,1,2,2	unsat	0	1	1	passed	0.064
262	1,2,1,1,2,3	unsat	0	1	1	passed	0.058
263	1,2,1,1,2,4	unsat	0	1	1	passed	0.073
264	1,2,1,1,3,1	unsat	0	1	1	passed	0.066
265	1,2,1,1,3,2	unsat	0	1	1	passed	0.062
266	1,2,1,1,3,3	unsat	0	1	1	passed	0.054
267	1,2,1,1,3,4	unsat	0	1	1	passed	0.055
268	1,2,1,1,4,1	unsat	0	1	1	passed	0.068
269	1,2,1,1,4,2	unsat	0	1	1	passed	0.066
270	1,2,1,1,4,3	unsat	0	1	1	passed	0.058
271	1,2,1,1,4,4	unsat	0	1	1	passed	0.059
272	1,2,1,2,1,1	unsat	0	1	1	passed	0.068
273	1,2,1,2,1,2	unsat	0	1071498	1071498	passed	24.793
274	1,2,1,2,1,3	unsat	0	366470	366470	passed	7.167
275	1,2,1,2,1,4	unsat	0	384556	384556	passed	8.923
276	1,2,1,2,2,1	unsat	0	1	1	passed	0.065
277	1,2,1,2,2,2	unsat	0	1	1	passed	0.056
278	1,2,1,2,2,3	unsat	0	1	1	passed	0.067
279	1,2,1,2,2,4	unsat	0	1	1	passed	0.060
280	1,2,1,2,3,1	unsat	0	157283	157283	passed	2.670
281	1,2,1,2,3,2	unsat	0	1144918	1144918	passed	38.352
282	1,2,1,2,3,3	unsat	0	267557	267557	passed	3.830
283	1,2,1,2,3,4	unsat	0	337975	337975	passed	7.435
284	1,2,1,2,4,1	unsat	0	176342	176342	passed	3.010
285	1,2,1,2,4,2	unsat	0	741334	741334	passed	23.635
286	1,2,1,2,4,3	unsat	0	398635	398635	passed	8.733
287	1,2,1,2,4,4	unsat	0	271445	271445	passed	5.864
288	1,2,1,3,1,1	unsat	0	1	1	passed	0.057
289	1,2,1,3,1,2	unsat	0	352367	352367	passed	5.304
290	1,2,1,3,1,3	unsat	0	306246	306246	passed	6.809
291	1,2,1,3,1,4	unsat	0	320635	320635	passed	6.199
292	1,2,1,3,2,1	unsat	0	198744	198744	passed	3.424
293	1,2,1,3,2,2	unsat	0	199076	199076	passed	3.459
294	1,2,1,3,2,3	unsat	0	178713	178713	passed	3.326
295	1,2,1,3,2,4	unsat	0	135538	135538	passed	2.404
296	1,2,1,3,3,1	unsat	0	41289	41289	passed	0.481
297	1,2,1,3,3,2	unsat	0	167432	167432	passed	3.481
298	1,2,1,3,3,3	unsat	0	120249	120249	passed	2.212
299	1,2,1,3,3,4	unsat	0	67142	67142	passed	1.187
300	1,2,1,3,4,1	unsat	0	109970	109970	passed	1.799
301	1,2,1,3,4,2	unsat	0	335366	335366	passed	7.386
302	1,2,1,3,4,3	unsat	0	266444	266444	passed	5.425
303	1,2,1,3,4,4	unsat	0	163742	163742	passed	2.719
304	1,2,1,4,1,1	unsat	0	1	1	passed	0.059
305	1,2,1,4,1,2	unsat	0	283778	283778	passed	6.232
306	1,2,1,4,1,3	unsat	0	134720	134720	passed	2.245
307	1,2,1,4,1,4	unsat	0	294515	294515	passed	4.302
308	1,2,1,4,2,1	unsat	0	146160	146160	passed	2.524
309	1,2,1,4,2,2	unsat	0	175726	175726	passed	2.004
310	1,2,1,4,2,3	unsat	0	167781	167781	passed	1.989
311	1,2,1,4,2,4	unsat	0	231505	231505	passed	4.975
312	1,2,1,4,3,1	unsat	0	136303	136303	passed	2.099
313	1,2,1,4,3,2	unsat	0	281932	281932	passed	5.182
314	1,2,1,4,3,3	unsat	0	125984	125984	passed	1.399
315	1,2,1,4,3,4	unsat	0	268004	268004	passed	5.891
316	1,2,1,4,4,1	unsat	0	37528	37528	passed	0.340
317	1,2,1,4,4,2	unsat	0	241671	241671	passed	4.987
318	1,2,1,4,4,3	unsat	0	31401	31401	passed	0.477
319	1,2,1,4,4,4	unsat	0	101464	101464	passed	1.846
320	1,2,2,1,1,1	unsat	0	1	1	passed	0.039
321	1,2,2,1,1,2	unsat	0	1	1	passed	0.059
322	1,2,2,1,1,3	unsat	0	1	1	passed	0.039
323	1,2,2,1,1,4	unsat	0	1	1	passed	0.059
324	1,2,2,1,2,1	unsat	0	1	1	passed	0.057
325	1,2,2,1,2,2	unsat	0	1	1	passed	0.056
326	1,2,2,1,2,3	unsat	0	1	1	passed	0.054
327	1,2,2,1,2,4	unsat	0	1	1	passed	0.056
328	1,2,2,1,3,1	unsat	0	1	1	passed	0.054
329	1,2,2,1,3,2	unsat	0	1	1	passed	0.055
330	1,2,2,1,3,3	unsat	0	1	1	passed	0.054
331	1,2,2,1,3,4	unsat	0	1	1	passed	0.053
332	1,2,2,1,4,1	unsat	0	1	1	passed	0.057
333	1,2,2,1,4,2	unsat	0	1	1	passed	0.056
334	1,2,2,1,4,3	unsat	0	1	1	passed	0.055
335	1,2,2,1,4,4	unsat	0	1	1	passed	0.057
336	1,2,2,2,1,1	unsat	0	1	1	passed	0.056
337	1,2,2,2,1,2	unsat	0	1	1	passed	0.056
338	1,2,2,2,1,3	unsat	0	167032	167032	passed	2.241
339	1,2,2,2,1,4	unsat	0	167648	167648	passed	3.260
340	1,2,2,2,2,1	unsat	0	1	1	passed	0.057
341	1,2,2,2,2,2	unsat	0	1	1	passed	0.057
342	1,2,2,2,2,3	unsat	0	1	1	passed	0.058
343	1,2,2,2,2,4	unsat	0	1	1	passed	0.057
344	1,2,2,2,3,1	unsat	0	1	1	passed	0.055
345	1,2,2,2,3,2	unsat	0	1	1	passed	0.056
346	1,2,2,2,3,3	unsat	0	77837	77837	passed	1.012
347	1,2,2,2,3,4	unsat	0	127657	127657	passed	2.256
348	1,2,2,2,4,1	unsat	0	1	1	passed	0.053
349	1,2,2,2,4,2	unsat	0	1	1	passed	0.053
350	1,2,2,2,4,3	unsat	0	84882	84882	passed	1.309
351	1,2,2,2,4,4	unsat	0	73372	73372	passed	0.764
352	1,2,2,3,1,1	unsat	0	1	1	passed	0.049
353	1,2,2,3,1,2	unsat	0	221949	221949	passed	4.024
354	1,2,2,3,1,3	unsat	0	198130	198130	passed	4.014
355	1,2,2,3,1,4	unsat	0	197885	197885	passed	3.248
356	1,2,2,3,2,1	unsat	0	1	1	passed	0.049
357	1,2,2,3,2,2	unsat	0	206581	206581	passed	2.915
358	1,2,2,3,2,3	unsat	0	186868	186868	passed	2.349
359	1,2,2,3,2,4	unsat	0	166026	166026	passed	2.849
360	1,2,2,3,3,1	unsat	0	1	1	passed	0.055
361	1,2,2,3,3,2	unsat	0	59779	59779	passed	0.927
362	1,2,2,3,3,3	unsat	0	53415	53415	passed	0.786
363	1,2,2,3,3,4	unsat	0	32473	32473	passed	0.466
364	1,2,2,3,4,1	unsat	0	1	1	passed	0.041
365	1,2,2,3,4,2	unsat	0	157884	157884	passed	3.099
366	1,2,2,3,4,3	unsat	0	209363	209363	passed	4.268
367	1,2,2,3,4,4	unsat	0	87604	87604	passed	0.866
368	1,2,2,4,1,1	unsat	0	1	1	passed	0.052
369	1,2,2,4,1,2	unsat	0	268309	268309	passed	5.380
370	1,2,2,4,1,3	unsat	0	143886	143886	passed	2.438
371	1,2,2,4,1,4	unsat	0	206682	206682	passed	4.026
372	1,2,2,4,2,1	unsat	0	1	1	passed	0.053
373	1,2,2,4,2,2	unsat	0	186843	186843	passed	2.248
374	1,2,2,4,2,3	unsat	0	103911	103911	passed	1.669
375	1,2,2,4,2,4	unsat	0	177372	177372	passed	3.437
376	1,2,2,4,3,1	unsat	0	1	1	passed	0.053
377	1,2,2,4,3,2	unsat	0	242328	242328	passed	5.175
378	1,2,2,4,3,3	unsat	0	87321	87321	passed	1.429
379	1,2,2,4,3,4	unsat	0	185779	185779	passed	2.207
380	1,2,2,4,4,1	unsat	0	1	1	passed	0.041
381	1,2,2,4,4,2	unsat	0	52348	52348	passed	0.727
382	1,2,2,4,4,3	unsat	0	20143	20143	passed	0.295
383	1,2,2,4,4,4	unsat	0	53731	53731	passed	0.844
384	1,2,3,1,1,1	unsat	0	1	1	passed	0.055
385	1,2,3,1,1,2	unsat	0	1	1	passed	0.052
386	1,2,3,1,1,3	unsat	0	1	1	passed	0.055
387	1,2,3,1,1,4	unsat	0	1	1	passed	0.056
388	1,2,3,1,2,1	unsat	0	1	1	passed	0.056
389	1,2,3,1,2,2	unsat	0	1	1	passed	0.055
390	1,2,3,1,2,3	unsat	0	1	1	passed	0.056
391	1,2,3,1,2,4	unsat	0	1	1	passed	0.056
392	1,2,3,1,3,1	unsat	0	1	1	passed	0.054
393	1,2,3,1,3,2	unsat	0	1	1	passed	0.056
394	1,2,3,1,3,3	unsat	0	1	1	passed	0.056
395	1,2,3,1,3,4	unsat	0	1	1	passed	0.053
396	1,2,3,1,4,1	unsat	0	1	1	passed	0.056
397	1,2,3,1,4,2	unsat	0	1	1	passed	0.057
398	1,2,3,1,4,3	unsat	0	1	1	passed	0.054
399	1,2,3,1,4,4	unsat	0	1	1	passed	0.054
400	1,2,3,2,1,1	unsat	0	1	1	passed	0.053
401	1,2,3,2,1,2	unsat	0	1571621	1571621	passed	72.531
402	1,2,3,2,1,3	unsat	0	296802	296802	passed	6.828
403	1,2,3,2,1,4	unsat	0	351527	351527	passed	5.578
404	1,2,3,2,2,1	unsat	0	1	1	passed	0.055
405	1,2,3,2,2,2	unsat	0	1	1	passed	0.056
406	1,2,3,2,2,3	unsat	0	1	1	passed	0.053
407	1,2,3,2,2,4	unsat	0	1	1	passed	0.058
408	1,2,3,2,3,1	unsat	0	126837	126837	passed	2.073
409	1,2,3,2,3,2	unsat	0	1094526	1094526	passed	33.265
410	1,2,3,2,3,3	unsat	0	321709	321709	passed	7.185
411	1,2,3,2,3,4	unsat	0	352878	352878	passed	8.125
412	1,2,3,2,4,1	unsat	0	136445	136445	passed	2.350
413	1,2,3,2,4,2	unsat	0	1140732	1140732	passed	42.326
414	1,2,3,2,4,3	unsat	0	309493	309493	passed	6.864
415	1,2,3,2,4,4	unsat	0	284803	284803	passed	4.703
416	1,2,3,3,1,1	unsat	0	1	1	passed	0.056
417	1,2,3,3,1,2	unsat	0	323572	323572	passed	7.542
418	1,2,3,3,1,3	unsat	0	1	1	passed	0.048
419	1,2,3,3,1,4	unsat	0	119253	119253	passed	2.107
420	1,2,3,3,2,1	unsat	0	73574	73574	passed	1.038
421	1,2,3,3,2,2	unsat	0	96262	96262	passed	1.395
422	1,2,3,3,2,3	unsat	0	1	1	passed	0.057
423	1,2,3,3,2,4	unsat	0	78873	78873	passed	0.781
424	1,2,3,3,3,1	unsat	0	36974	36974	passed	0.500
425	1,2,3,3,3,2	unsat	0	173954	173954	passed	3.446
426	1,2,3,3,3,3	unsat	0	1	1	passed	0.054
427	1,2,3,3,3,4	unsat	0	61085	61085	passed	0.628
428	1,2,3,3,4,1	unsat	0	66414	66414	passed	0.962
429	1,2,3,3,4,2	unsat	0	243582	243582	passed	5.079
430	1,2,3,3,4,3	unsat	0	1	1	passed	0.053
431	1,2,3,3,4,4	unsat	0	80323	80323	passed	1.276
432	1,2,3,4,1,1	unsat	0	1	1	passed	0.053
433	1,2,3,4,1,2	unsat	0	430978	430978	passed	7.123
434	1,2,3,4,1,3	unsat	0	307509	307509	passed	6.049
435	1,2,3,4,1,4	unsat	0	319901	319901	passed	7.551
436	1,2,3,4,2,1	unsat	0	166487	166487	passed	2.942
437	1,2,3,4,2,2	unsat	0	174053	174053	passed	3.401
438	1,2,3,4,2,3	unsat	0	155871	155871	passed	2.544
439	1,2,3,4,2,4	unsat	0	223115	223115	passed	4.997
440	1,2,3,4,3,1	unsat	0	173504	173504	passed	2.946
441	1,2,3,4,3,2	unsat	0	355206	355206	passed	8.543
