file	base	base_s	base_giveup	new	new_s	new_giveup	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/RB05-005__unsound__main.adb_13_74_main.adb_22_4_range_check___00.smt2	unknown	0.41	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown	10.22	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/RC12-029__pointer_subtype__constr_ty.adb_8_26_range_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/RM_Examples__stacks_1.ads_14_19_postcondition___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/RM_MS__attributes_of_unconstrained_out_parameter_in_precondition__p.ads_10_19_postcondition___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown	10.52	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/RM_MS__other_proof_types_and_functions__stack_functional_spec.ads_58_21_postcondition___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (AD	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and 	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S108-006__text_io_warnings__text_io_warnings.adb_26_38_overflow_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S117-008__pointer__formal_vectors.adb_101_33_use_formal_vectors.ads_10_4_loop_invariant_preserv___00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable, a constructor application, nor another unint	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S117-008__pointer__formal_vectors.adb_118_8_use_formal_vectors.ads_10_4_predicate_check___00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S117-008__pointer__formal_vectors.adb_146_8_use_formal_vectors.ads_10_4_null_pointer_dereference___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S117-008__pointer__formal_vectors.adb_182_35_use_formal_vectors.ads_10_4_null_pointer_dereference___01.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable, a constructor application, nor another unint	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S117-008__pointer__formal_vectors.adb_54_14_use_formal_vectors.ads_10_4_predicate_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype field sort with no expansion variable (native datatype solving expands Bool/BitVec/Int/Real, uninterpreted sorts, and a	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype field sort with no expansion variable (native datatype solving expands Bool/BitVec/Int/Real, uninterpreted sorts, and a	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S212-028__update__generic_ring_buffer.adb_78_13_tester.adb_9_4_predicate_check___00.smt2	unknown	2.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	2.01	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S322-028__for_in_termination__bounded_table.adb_37_21_repro_main.adb_9_4_index_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S415-012__ex_pledge__pledge_constraints.adb_22_37_discriminant_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S531-010__loop_frame_condition__do_loops.adb_131_19_index_check___00.smt2	unknown	0.31	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype field sort with no expansion variable (native datatype solving expands Bool/BitVec/Int/Real, uninterpreted sorts, and a	unknown	0.31	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype field sort with no expansion variable (native datatype solving expands Bool/BitVec/Int/Real, uninterpreted sorts, and a	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S531-010__loop_frame_condition__do_loops.adb_47_13_index_check___00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype field sort with no expansion variable (native datatype solving expands Bool/BitVec/Int/Real, uninterpreted sorts, and a	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype field sort with no expansion variable (native datatype solving expands Bool/BitVec/Int/Real, uninterpreted sorts, and a	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S531-010__loop_frame_condition__do_loops.adb_82_26_null_pointer_dereference___00.smt2	unknown	0.31	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype field sort with no expansion variable (native datatype solving expands Bool/BitVec/Int/Real, uninterpreted sorts, and a	unknown	0.31	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype field sort with no expansion variable (native datatype solving expands Bool/BitVec/Int/Real, uninterpreted sorts, and a	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/S702-024__record_attributes_in_allocators__test_constrained.adb_45_22_assert___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype field sort with no expansion variable (native datatype solving expands Bool/BitVec/Int/Real, uninterpreted sorts, and a	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype field sort with no expansion variable (native datatype solving expands Bool/BitVec/Int/Real, uninterpreted sorts, and a	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/SB07-003__crash__a-cfdlli.ads_610_49_database.adb_10_4_overflow_check___00.smt2	unknown	0.71	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #2559 has sort (Uninterpreted 4) that the pure-Rust BV backend cannot bit-blast	unknown	0.81	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #2559 has sort (Uninterpreted 4) that the pure-Rust BV backend cannot bit-blast	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/adacore_u__communication.adb_41_32_overflow_check___00.smt2	unknown	9.32	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	9.32	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/adacore_u__p.adb_99_42_overflow_check___00.smt2	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/adacore_u__p_max_array.adb_56_25_index_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/adacore_u__ring_buffer.adb_27_60_overflow_check___00.smt2	unsat	0.81	none	unsat	0.81	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/adacore_u__stack.adb_42_18_index_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/evoting__evoting.adb_229_13_loop_invariant_preserv___00.smt2	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/ghc_sort__ghc_sort.adb_105_33_loop_invariant_preserv___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	0.81	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/ghc_sort__ghc_sort.adb_159_25_null_pointer_dereference___00.smt2	unknown	0.31	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (AD	unknown	0.31	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and 	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/ghc_sort__ghc_sort.adb_25_35_index_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/ghc_sort__ghc_sort.adb_51_24_range_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown	11.12	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/ghc_sort__ghc_sort.adb_85_22_overflow_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/ghc_sort__ghc_sort.ads_33_52_overflow_check___00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	0.21	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/longest_common_prefix__lcp.adb_21_30_loop_invariant_init___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/n_queens__queen.ads_53_44_index_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/patience__patience.adb_16_13_loop_invariant_init___00.smt2	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cardindex")])])	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cardindex")])])	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/patience__patience.adb_86_45_index_check___00.smt2	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cardindex")])])	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cardindex")])])	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/patience__patience.ads_92_45_index_check___00.smt2	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cardindex")])])	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cardindex")])])	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/prime_numbers__prime_and_coprime_numbers.ads_100_27_test_prime_and_coprime_numbers.adb_6_4_index_check___00.smt2	unsat	0.31	none	unsat	0.31	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__array_aggregates__array_aggregates.adb_309_22_assert___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__array_applications__why_0df1aa_array_applications-T-defqtvc__00.smt2	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__arrays__arrays.adb_161_16_index_check___00.smt2	unknown	0.91	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown	0.91	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__arrays_of_records__arrays_of_records.adb_264_22_postcondition___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype constructor survives read-over-construct elimination (only `is`/`select` over free datatype variables are supported) (A	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: a datatype constructor survives read-over-construct elimination (only `is`/`select` over free datatype variables are supported) (A	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__simple_arrays__simple_arrays.adb_101_22_postcondition___00.smt2	unknown	5.51	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	5.51	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__simple_arrays__simple_arrays.adb_674_22_assert___00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/sparksmt__lexer__lexer.adb_433_13_loop_invariant_init___00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/sparksmt__lexer_termination__lexer.adb_514_13_loop_invariant_preserv___00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/string_search__string_search.adb_48_94_overflow_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/string_search__string_search.adb_90_64_range_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/tagged_stacks__stacks.adb_17_19_index_check___00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/tetris__tetris_flow.adb_59_63_index_check___00.smt2	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cell")])])	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cell")])])	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/tetris__tetris_initial.ads_133_57_index_check___00.smt2	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cell")])])	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cell")])])	unsat
