run	index	choices	verdict	solve_s	steps	adds	check	check_s
b1	614741	2,1,1,1,4,1,1,1,1,1	unsat	0.028	1	1	passed	0.454
b1	614742	2,1,1,1,4,1,1,1,1,2	unsat	13.519	279378	144082	passed	7.962
b1	614743	2,1,1,1,4,1,1,1,1,3	unsat	1.918	57656	30411	passed	1.633
b1	614744	2,1,1,1,4,1,1,1,1,4	unsat	3.995	118641	62615	passed	2.767
b1	698009	2,2,2,2,1,2,2,1,2,1	unsat	19.163	308058	159082	passed	12.989
b1	698010	2,2,2,2,1,2,2,1,2,2	unsat	0.024	1	1	passed	0.504
b1	698011	2,2,2,2,1,2,2,1,2,3	unsat	1.931	59979	32677	passed	1.766
b1	698012	2,2,2,2,1,2,2,1,2,4	unsat	1.774	46505	24853	passed	1.535
b1	698026	2,2,2,2,1,2,2,2,2,2	unsat	0.026	1	1	passed	0.456
b1	698027	2,2,2,2,1,2,2,2,2,3	unsat	12.489	278750	143443	passed	9.613
b1	698028	2,2,2,2,1,2,2,2,2,4	unsat	22.602	376455	192741	passed	13.568
b1	698033	2,2,2,2,1,2,2,2,4,1	unsat	17.147	292544	149925	passed	12.421
b1	698034	2,2,2,2,1,2,2,2,4,2	unsat	0.023	1	1	passed	0.491
b1	698035	2,2,2,2,1,2,2,2,4,3	unsat	2.480	71189	37684	passed	2.069
b1	698036	2,2,2,2,1,2,2,2,4,4	unsat	6.528	143361	74139	passed	4.856
b1	698537	2,2,2,2,1,4,2,2,2,1	unsat	7.742	154225	80257	passed	5.376
b1	698538	2,2,2,2,1,4,2,2,2,2	unsat	0.022	1	1	passed	0.496
b1	698539	2,2,2,2,1,4,2,2,2,3	unsat	1.278	35841	19276	passed	1.254
b1	698540	2,2,2,2,1,4,2,2,2,4	unsat	1.892	47446	25787	passed	1.600
b1	698569	2,2,2,2,1,4,2,4,2,1	unsat	11.465	189122	99660	passed	7.742
b1	698570	2,2,2,2,1,4,2,4,2,2	unsat	0.024	1	1	passed	0.447
b1	698571	2,2,2,2,1,4,2,4,2,3	unsat	0.205	6097	3977	passed	0.651
b1	698572	2,2,2,2,1,4,2,4,2,4	unsat	0.547	14767	8356	passed	0.832
b1	700005	2,2,2,2,3,2,1,2,1,1	unsat	0.646	15184	8745	passed	0.924
b1	700006	2,2,2,2,3,2,1,2,1,2	unsat	0.024	1	1	passed	0.461
b1	700007	2,2,2,2,3,2,1,2,1,3	unsat	17.273	294026	151435	passed	12.850
b1	700008	2,2,2,2,3,2,1,2,1,4	unsat	0.305	8627	5229	passed	0.626
b1	700009	2,2,2,2,3,2,1,2,2,1	unsat	1.466	33190	18939	passed	1.403
b1	700010	2,2,2,2,3,2,1,2,2,2	unsat	0.027	1	1	passed	0.470
b1	700011	2,2,2,2,3,2,1,2,2,3	unsat	13.017	231519	120528	passed	9.175
b1	700012	2,2,2,2,3,2,1,2,2,4	unsat	1.011	31543	17333	passed	0.953
b1	700057	2,2,2,2,3,2,2,1,2,1	unsat	8.374	185599	96537	passed	6.073
b1	700058	2,2,2,2,3,2,2,1,2,2	unsat	0.026	1	1	passed	0.458
b1	700059	2,2,2,2,3,2,2,1,2,3	unsat	18.785	293197	150846	passed	12.724
b1	700060	2,2,2,2,3,2,2,1,2,4	unsat	0.839	30765	16527	passed	1.051
b1	700069	2,2,2,2,3,2,2,2,1,1	unsat	5.302	102671	54726	passed	3.289
b1	700070	2,2,2,2,3,2,2,2,1,2	unsat	0.029	1	1	passed	0.462
b1	700072	2,2,2,2,3,2,2,2,1,4	unsat	1.121	32945	18737	passed	1.182
b1	700073	2,2,2,2,3,2,2,2,2,1	unsat	11.141	217565	112315	passed	8.166
b1	700074	2,2,2,2,3,2,2,2,2,2	unsat	0.026	1	1	passed	0.468
b1	700076	2,2,2,2,3,2,2,2,2,4	unsat	3.721	87429	46950	passed	2.901
b1	700081	2,2,2,2,3,2,2,2,4,1	unsat	2.809	71915	38340	passed	2.195
b1	700082	2,2,2,2,3,2,2,2,4,2	unsat	0.025	1	1	passed	0.464
b1	700083	2,2,2,2,3,2,2,2,4,3	unsat	11.070	205095	105485	passed	8.775
b1	700084	2,2,2,2,3,2,2,2,4,4	unsat	3.684	85236	44681	passed	2.944
b1	700105	2,2,2,2,3,2,2,4,2,1	unsat	0.840	23523	13476	passed	1.015
b1	700106	2,2,2,2,3,2,2,4,2,2	unsat	0.026	1	1	passed	0.508
b1	700107	2,2,2,2,3,2,2,4,2,3	unsat	12.995	243635	126211	passed	8.990
b1	700108	2,2,2,2,3,2,2,4,2,4	unsat	1.677	42121	23069	passed	1.507
b1	700137	2,2,2,2,3,2,3,2,2,1	unsat	5.048	125733	65420	passed	4.035
b1	700138	2,2,2,2,3,2,3,2,2,2	unsat	0.024	1	1	passed	0.497
b1	700139	2,2,2,2,3,2,3,2,2,3	unsat	4.751	111728	59868	passed	3.568
b1	700140	2,2,2,2,3,2,3,2,2,4	unsat	2.371	58061	30774	passed	1.899
b1	701033	2,2,2,2,4,2,1,2,2,1	unsat	1.600	37274	20643	passed	1.524
b1	701034	2,2,2,2,4,2,1,2,2,2	unsat	0.025	1	1	passed	0.524
b1	701035	2,2,2,2,4,2,1,2,2,3	unsat	2.132	58815	31399	passed	1.816
b1	701036	2,2,2,2,4,2,1,2,2,4	unsat	16.379	283718	148287	passed	11.223
b1	701097	2,2,2,2,4,2,2,2,2,1	unsat	11.302	216762	111337	passed	5.358
b1	701098	2,2,2,2,4,2,2,2,2,2	unsat	0.023	1	1	passed	0.514
b1	701099	2,2,2,2,4,2,2,2,2,3	unsat	4.994	116490	60442	passed	3.466
b1	701101	2,2,2,2,4,2,2,2,3,1	unsat	2.733	71287	37671	passed	2.189
b1	701102	2,2,2,2,4,2,2,2,3,2	unsat	0.026	1	1	passed	0.501
b1	701103	2,2,2,2,4,2,2,2,3,3	unsat	2.556	64210	33708	passed	2.064
b1	701117	2,2,2,2,4,2,2,3,3,1	unsat	0.470	16321	9883	passed	0.785
b1	701118	2,2,2,2,4,2,2,3,3,2	unsat	0.022	1	1	passed	0.490
b1	701119	2,2,2,2,4,2,2,3,3,3	unsat	1.153	26810	14709	passed	1.104
b1	701161	2,2,2,2,4,2,3,2,2,1	unsat	1.232	45921	24339	passed	1.394
b1	701162	2,2,2,2,4,2,3,2,2,2	unsat	0.022	1	1	passed	0.509
b1	701163	2,2,2,2,4,2,3,2,2,3	unsat	1.145	26471	14374	passed	1.116
b1	701164	2,2,2,2,4,2,3,2,2,4	unsat	20.630	325088	168959	passed	14.346
b1	701353	2,2,2,2,4,3,2,2,2,1	unsat	1.939	59551	32297	passed	1.755
b1	701354	2,2,2,2,4,3,2,2,2,2	unsat	0.025	1	1	passed	0.486
b1	701355	2,2,2,2,4,3,2,2,2,3	unsat	4.506	108324	56332	passed	3.623
b3	701356	2,2,2,2,4,3,2,2,2,4	unsat	11.545	189373	99988	passed	7.035
b3	701369	2,2,2,2,4,3,2,3,2,1	unsat	0.144	6611	4476	passed	0.373
b3	701370	2,2,2,2,4,3,2,3,2,2	unsat	0.027	1	1	passed	0.296
b3	701371	2,2,2,2,4,3,2,3,2,3	unsat	0.227	9325	5906	passed	0.418
b3	701372	2,2,2,2,4,3,2,3,2,4	unsat	3.349	119734	63396	passed	1.788
b1	705197	2,2,2,3,4,2,2,2,3,1	unsat	0.166	5416	3315	passed	0.608
b1	705198	2,2,2,3,4,2,2,2,3,2	unsat	0.022	1	1	passed	0.514
b1	705199	2,2,2,3,4,2,2,2,3,3	unsat	2.805	64230	33875	passed	2.240
b1	705200	2,2,2,3,4,2,2,2,3,4	unsat	23.723	349710	181376	passed	14.361
b1	705209	2,2,2,3,4,2,2,3,2,1	unsat	0.210	8293	4888	passed	0.628
b1	705210	2,2,2,3,4,2,2,3,2,2	unsat	0.025	1	1	passed	0.507
b1	705211	2,2,2,3,4,2,2,3,2,3	unsat	0.682	16160	9736	passed	0.961
b1	705213	2,2,2,3,4,2,2,3,3,1	unsat	0.152	4070	3087	passed	0.602
b1	705214	2,2,2,3,4,2,2,3,3,2	unsat	0.023	1	1	passed	0.508
b1	705215	2,2,2,3,4,2,2,3,3,3	unsat	0.629	12387	7552	passed	0.814
b1	705216	2,2,2,3,4,2,2,3,3,4	unsat	2.694	47188	25458	passed	2.015
b1	706217	2,2,2,4,1,2,2,2,2,1	unsat	8.462	167995	88948	passed	6.027
b1	706218	2,2,2,4,1,2,2,2,2,2	unsat	0.025	1	1	passed	0.489
b1	706219	2,2,2,4,1,2,2,2,2,3	unsat	1.124	37641	21076	passed	1.248
b1	706220	2,2,2,4,1,2,2,2,2,4	unsat	1.939	48261	26573	passed	1.580
b1	708265	2,2,2,4,3,2,2,2,2,1	unsat	1.874	54553	30169	passed	1.692
b1	708266	2,2,2,4,3,2,2,2,2,2	unsat	0.022	1	1	passed	0.534
b1	708267	2,2,2,4,3,2,2,2,2,3	unsat	15.998	256812	133515	passed	11.448
b1	708268	2,2,2,4,3,2,2,2,2,4	unsat	1.731	41729	22725	passed	1.511
b3	716473	2,2,3,2,3,2,2,3,2,1	unsat	0.975	32327	18078	passed	0.941
b3	716474	2,2,3,2,3,2,2,3,2,2	unsat	0.022	1	1	passed	0.442
b3	716475	2,2,3,2,3,2,2,3,2,3	unsat	3.467	79988	43062	passed	2.308
b3	716476	2,2,3,2,3,2,2,3,2,4	unsat	2.048	60016	32712	passed	1.719
b3	717481	2,2,3,2,4,2,2,2,2,1	unsat	1.591	53131	28715	passed	1.273
b3	717482	2,2,3,2,4,2,2,2,2,2	unsat	0.026	1	1	passed	0.312
b3	717483	2,2,3,2,4,2,2,2,2,3	unsat	0.761	41160	22094	passed	0.733
b3	732841	2,2,4,2,3,2,2,2,2,1	unsat	1.411	40943	21929	passed	1.369
b3	732842	2,2,4,2,3,2,2,2,2,2	unsat	0.025	1	1	passed	0.506
b3	732843	2,2,4,2,3,2,2,2,2,3	unsat	21.654	338318	175293	passed	15.137
b3	732844	2,2,4,2,3,2,2,2,2,4	unsat	1.465	37086	20503	passed	1.359
b3	766633	2,3,2,2,4,2,2,2,2,1	unsat	1.130	37186	20610	passed	1.289
b3	766634	2,3,2,2,4,2,2,2,2,2	unsat	0.024	1	1	passed	0.527
b3	766635	2,3,2,2,4,2,2,2,2,3	unsat	0.023	1	1	passed	0.511
b3	766636	2,3,2,2,4,2,2,2,2,4	unsat	17.757	308960	159954	passed	13.687
b3	766637	2,3,2,2,4,2,2,2,3,1	unsat	0.265	8945	5530	passed	0.625
b3	766638	2,3,2,2,4,2,2,2,3,2	unsat	0.165	2994	2022	passed	0.631
b3	766639	2,3,2,2,4,2,2,2,3,3	unsat	0.027	1	1	passed	0.497
b3	766640	2,3,2,2,4,2,2,2,3,4	unsat	5.119	93999	49659	passed	3.478
b3	766697	2,3,2,2,4,2,3,2,2,1	unsat	0.258	11340	6535	passed	0.618
b3	766698	2,3,2,2,4,2,3,2,2,2	unsat	0.023	1	1	passed	0.544
b3	766699	2,3,2,2,4,2,3,2,2,3	unsat	0.022	1	1	passed	0.531
b3	766701	2,3,2,2,4,2,3,2,3,1	unsat	0.171	6504	4382	passed	0.609
b3	766702	2,3,2,2,4,2,3,2,3,2	unsat	0.647	20063	11893	passed	0.910
b3	766703	2,3,2,2,4,2,3,2,3,3	unsat	0.027	1	1	passed	0.454
b3	766704	2,3,2,2,4,2,3,2,3,4	unsat	4.450	73382	39808	passed	2.827
b3	831153	2,4,2,2,3,2,2,2,4,1	unsat	0.491	18813	10662	passed	0.839
b3	831154	2,4,2,2,3,2,2,2,4,2	unsat	0.257	6071	3945	passed	0.671
b3	831155	2,4,2,2,3,2,2,2,4,3	unsat	12.618	185719	96362	passed	7.032
b3	831156	2,4,2,2,3,2,2,2,4,4	unsat	0.027	1	1	passed	0.515
b3	831273	2,4,2,2,3,2,4,2,2,1	unsat	0.127	3164	2190	passed	0.582
b3	831274	2,4,2,2,3,2,4,2,2,2	unsat	0.024	1	1	passed	0.529
b3	831275	2,4,2,2,3,2,4,2,2,3	unsat	11.969	220155	115204	passed	8.244
b3	831276	2,4,2,2,3,2,4,2,2,4	unsat	0.022	1	1	passed	0.516
b3	831665	2,4,2,2,3,4,2,2,4,1	unsat	0.401	18722	10593	passed	0.743
b3	831666	2,4,2,2,3,4,2,2,4,2	unsat	0.393	11534	6701	passed	0.758
b3	831667	2,4,2,2,3,4,2,2,4,3	unsat	3.309	58669	31320	passed	2.326
b3	831668	2,4,2,2,3,4,2,2,4,4	unsat	0.024	1	1	passed	0.460
b3	840017	2,4,2,4,3,4,4,4,4,1	unsat	1.441	48789	27101	passed	1.434
b3	840018	2,4,2,4,3,4,4,4,4,2	unsat	4.119	116716	60774	passed	3.196
b3	840019	2,4,2,4,3,4,4,4,4,3	unsat	4.490	88352	47645	passed	3.319
b3	840020	2,4,2,4,3,4,4,4,4,4	unsat	0.025	1	1	passed	0.457
b1	870610	2,4,4,4,1,4,2,4,4,2	unsat	3.205	78805	41744	passed	2.407
b1	870611	2,4,4,4,1,4,2,4,4,3	unsat	0.937	26576	14486	passed	0.989
b1	870612	2,4,4,4,1,4,2,4,4,4	unsat	0.023	1	1	passed	0.520
b1	870705	2,4,4,4,1,4,4,2,4,1	unsat	10.553	177011	92929	passed	6.757
b1	870706	2,4,4,4,1,4,4,2,4,2	unsat	2.426	64998	34633	passed	2.086
b1	870707	2,4,4,4,1,4,4,2,4,3	unsat	0.199	8780	5391	passed	0.652
b1	870708	2,4,4,4,1,4,4,2,4,4	unsat	0.023	1	1	passed	0.500
b1	870737	2,4,4,4,1,4,4,4,4,1	unsat	8.191	177495	93391	passed	5.524
b1	870738	2,4,4,4,1,4,4,4,4,2	unsat	6.323	137328	72656	passed	4.146
b1	870739	2,4,4,4,1,4,4,4,4,3	unsat	1.538	46544	24854	passed	1.357
b1	870740	2,4,4,4,1,4,4,4,4,4	unsat	0.023	1	1	passed	0.481
b1	872737	2,4,4,4,3,4,4,1,4,1	unsat	0.467	15163	8735	passed	0.802
b1	872738	2,4,4,4,3,4,4,1,4,2	unsat	2.203	78758	41766	passed	2.079
b1	872739	2,4,4,4,3,4,4,1,4,3	unsat	3.361	117429	61272	passed	2.929
b1	872740	2,4,4,4,3,4,4,1,4,4	unsat	0.026	1	1	passed	0.505
b1	872777	2,4,4,4,3,4,4,4,2,1	unsat	0.755	19813	11661	passed	0.957
b1	872778	2,4,4,4,3,4,4,4,2,2	unsat	0.022	1	1	passed	0.496
b1	872779	2,4,4,4,3,4,4,4,2,3	unsat	15.726	266169	136628	passed	4.044
b1	872780	2,4,4,4,3,4,4,4,2,4	unsat	0.023	1	1	passed	0.519
b1	872785	2,4,4,4,3,4,4,4,4,1	unsat	1.622	47627	25957	passed	1.414
b1	872786	2,4,4,4,3,4,4,4,4,2	unsat	3.777	100064	52186	passed	2.814
b1	872787	2,4,4,4,3,4,4,4,4,3	unsat	11.945	210301	110225	passed	8.187
b1	872788	2,4,4,4,3,4,4,4,4,4	unsat	0.025	1	1	passed	0.519
b4	915965	3,1,3,3,2,1,3,3,3,1	unsat	0.017	1	1	passed	0.376
b4	915967	3,1,3,3,2,1,3,3,3,3	unsat	0.017	1	1	passed	0.374
b4	915968	3,1,3,3,2,1,3,3,3,4	unsat	0.598	31349	17118	passed	0.716
b4	916349	3,1,3,3,2,3,1,3,3,1	unsat	0.019	1	1	passed	0.297
b4	916351	3,1,3,3,2,3,1,3,3,3	unsat	0.013	1	1	passed	0.281
b4	916352	3,1,3,3,2,3,1,3,3,4	unsat	0.061	1669	1669	passed	0.337
b4	916477	3,1,3,3,2,3,3,3,3,1	unsat	0.012	1	1	passed	0.324
da	916479	3,1,3,3,2,3,3,3,3,3	unsat	0.025	1	1	passed	0.530
db	916480	3,1,3,3,2,3,3,3,3,4	unsat	1.281	40702	21700	passed	1.698
b4	918525	3,1,3,3,4,3,3,3,3,1	unsat	0.012	1	1	passed	0.283
b4	918526	3,1,3,3,4,3,3,3,3,2	unsat	3.044	52908	28588	passed	2.906
b4	918527	3,1,3,3,4,3,3,3,3,3	unsat	0.012	1	1	passed	0.282
b4	918528	3,1,3,3,4,3,3,3,3,4	unsat	12.810	362875	185389	passed	9.272
db	980985	3,2,3,3,1,3,3,3,2,1	unsat	9.720	232708	121587	passed	5.379
db	980986	3,2,3,3,1,3,3,3,2,2	unsat	0.028	1	1	passed	0.459
db	980987	3,2,3,3,1,3,3,3,2,3	unsat	0.230	8962	5558	passed	0.424
db	980988	3,2,3,3,1,3,3,3,2,4	unsat	0.243	9659	6243	passed	0.411
da	984061	3,2,3,3,4,3,3,3,3,1	unsat	0.592	37179	20588	passed	0.604
da	984062	3,2,3,3,4,3,3,3,3,2	unsat	0.026	1	1	passed	0.299
da	984063	3,2,3,3,4,3,3,3,3,3	unsat	0.023	1	1	passed	0.302
da	984064	3,2,3,3,4,3,3,3,3,4	unsat	4.668	220906	115287	passed	3.236
b4	1013757	3,3,1,3,1,3,3,3,3,1	unsat	11.300	177016	92971	passed	4.573
b4	1013758	3,3,1,3,1,3,3,3,3,2	unsat	4.156	152946	78987	passed	3.026
b4	1013759	3,3,1,3,1,3,3,3,3,3	unsat	0.012	1	1	passed	0.295
b4	1013760	3,3,1,3,1,3,3,3,3,4	unsat	1.830	73126	39424	passed	1.433
b4	1014741	3,3,1,3,2,3,3,1,1,1	unsat	1.358	12541	7711	passed	1.397
b4	1014742	3,3,1,3,2,3,3,1,1,2	unsat	6.511	185675	96776	passed	4.042
b4	1014743	3,3,1,3,2,3,3,1,1,3	unsat	0.015	1	1	passed	0.518
b4	1014744	3,3,1,3,2,3,3,1,1,4	unsat	0.196	3285	2300	passed	0.618
b4	1014773	3,3,1,3,2,3,3,3,1,1	unsat	1.498	42655	23545	passed	1.917
b4	1014775	3,3,1,3,2,3,3,3,1,3	unsat	0.032	1	1	passed	0.830
b4	1014776	3,3,1,3,2,3,3,3,1,4	unsat	0.588	23034	12998	passed	0.627
b4	1014781	3,3,1,3,2,3,3,3,3,1	unsat	4.817	94750	50587	passed	1.756
b4	1014783	3,3,1,3,2,3,3,3,3,3	unsat	0.013	1	1	passed	0.602
b4	1014784	3,3,1,3,2,3,3,3,3,4	unsat	1.397	57801	30488	passed	1.924
b4	1016701	3,3,1,3,4,3,1,3,3,1	unsat	4.499	85220	44709	passed	2.412
b4	1016702	3,3,1,3,4,3,1,3,3,2	unsat	0.305	6611	4497	passed	1.073
b4	1016703	3,3,1,3,4,3,1,3,3,3	unsat	0.014	1	1	passed	0.307
b4	1016829	3,3,1,3,4,3,3,3,3,1	unsat	3.088	93724	49714	passed	2.057
b4	1016830	3,3,1,3,4,3,3,3,3,2	unsat	1.362	46788	25182	passed	0.995
b4	1016831	3,3,1,3,4,3,3,3,3,3	unsat	0.051	1	1	passed	0.971
b4	1016832	3,3,1,3,4,3,3,3,3,4	unsat	19.605	283062	146866	passed	13.013
b4	1030141	3,3,2,3,1,3,3,3,3,1	unsat	15.118	232093	120849	passed	8.618
b4	1030142	3,3,2,3,1,3,3,3,3,2	unsat	3.433	81113	44091	passed	1.636
b4	1030143	3,3,2,3,1,3,3,3,3,3	unsat	0.013	1	1	passed	0.282
b4	1030144	3,3,2,3,1,3,3,3,3,4	unsat	2.092	95643	51576	passed	1.764
b4	1033213	3,3,2,3,4,3,3,3,3,1	unsat	1.503	60509	33209	passed	1.277
b4	1033214	3,3,2,3,4,3,3,3,3,2	unsat	1.259	47256	25616	passed	1.001
b4	1033215	3,3,2,3,4,3,3,3,3,3	unsat	0.036	1	1	passed	0.779
c3	1038333	3,3,3,1,1,3,3,3,3,1	unsat	4.820	173372	89690	passed	3.252
c3	1038334	3,3,3,1,1,3,3,3,3,2	unsat	5.355	174235	90433	passed	4.659
c3	1038335	3,3,3,1,1,3,3,3,3,3	unsat	0.014	1	1	passed	0.297
c3	1038336	3,3,3,1,1,3,3,3,3,4	unsat	1.748	66660	36250	passed	1.351
c3	1039325	3,3,3,1,2,3,3,1,3,1	unsat	1.412	58747	31328	passed	1.180
c3	1039326	3,3,3,1,2,3,3,1,3,2	unsat	15.724	339871	176988	passed	11.056
c3	1039327	3,3,3,1,2,3,3,1,3,3	unsat	0.013	1	1	passed	0.299
c3	1039328	3,3,3,1,2,3,3,1,3,4	unsat	0.140	8208	4815	passed	0.380
c3	1041373	3,3,3,1,4,3,3,1,3,1	unsat	1.287	47733	26095	passed	1.002
c3	1041374	3,3,3,1,4,3,3,1,3,2	unsat	0.150	8309	4916	passed	0.383
c3	1041375	3,3,3,1,4,3,3,1,3,3	unsat	0.013	1	1	passed	0.305
c3	1041376	3,3,3,1,4,3,3,1,3,4	unsat	7.381	221100	115503	passed	4.624
c3	1042413	3,3,3,2,1,3,3,2,3,1	unsat	2.567	88544	47866	passed	1.815
c3	1042414	3,3,3,2,1,3,3,2,3,2	unsat	3.867	138642	73899	passed	2.512
c3	1042415	3,3,3,2,1,3,3,2,3,3	unsat	0.019	1	1	passed	0.323
c3	1042416	3,3,3,2,1,3,3,2,3,4	unsat	0.162	8959	5561	passed	0.416
c3	1045485	3,3,3,2,4,3,3,2,3,1	unsat	0.972	23978	13992	passed	1.654
c3	1045486	3,3,3,2,4,3,3,2,3,2	unsat	2.513	53350	28920	passed	3.145
c3	1045487	3,3,3,2,4,3,3,2,3,3	unsat	0.012	1	1	passed	0.279
c3	1045501	3,3,3,2,4,3,3,3,3,1	unsat	1.887	38088	21518	passed	1.810
c3	1045502	3,3,3,2,4,3,3,3,3,2	unsat	3.890	59122	31753	passed	1.926
c3	1045503	3,3,3,2,4,3,3,3,3,3	unsat	0.038	1	1	passed	0.898
c3	1046269	3,3,3,3,1,2,3,3,3,1	unsat	8.693	265337	135970	passed	6.141
c3	1046270	3,3,3,3,1,2,3,3,3,2	unsat	1.863	71408	37786	passed	1.352
c3	1046271	3,3,3,3,1,2,3,3,3,3	unsat	0.013	1	1	passed	0.287
c3	1046272	3,3,3,3,1,2,3,3,3,4	unsat	1.131	37110	20533	passed	0.810
c3	1046397	3,3,3,3,1,3,1,3,3,1	unsat	3.458	109270	57322	passed	2.683
c3	1046398	3,3,3,3,1,3,1,3,3,2	unsat	4.929	183941	94753	passed	3.561
c3	1046399	3,3,3,3,1,3,1,3,3,3	unsat	0.015	1	1	passed	0.302
c3	1046400	3,3,3,3,1,3,1,3,3,4	unsat	5.221	178249	94176	passed	3.557
c3	1046462	3,3,3,3,1,3,2,3,3,2	unsat	1.450	48958	27262	passed	1.133
c3	1046463	3,3,3,3,1,3,2,3,3,3	unsat	0.013	1	1	passed	0.291
c3	1046464	3,3,3,3,1,3,2,3,3,4	unsat	2.833	116507	60560	passed	2.044
c3	1046494	3,3,3,3,1,3,3,1,3,2	unsat	1.511	58656	31325	passed	1.101
c3	1046495	3,3,3,3,1,3,3,1,3,3	unsat	0.013	1	1	passed	0.286
c3	1046496	3,3,3,3,1,3,3,1,3,4	unsat	4.923	187858	98764	passed	3.753
c3	1046497	3,3,3,3,1,3,3,1,4,1	unsat	3.515	120451	64474	passed	2.297
c3	1046498	3,3,3,3,1,3,3,1,4,2	unsat	0.237	12220	7369	passed	0.439
c3	1046499	3,3,3,3,1,3,3,1,4,3	unsat	0.013	1	1	passed	0.292
c3	1046500	3,3,3,3,1,3,3,1,4,4	unsat	3.151	102463	54524	passed	2.563
c3	1046510	3,3,3,3,1,3,3,2,3,2	unsat	1.536	59435	32117	passed	1.197
c3	1046511	3,3,3,3,1,3,3,2,3,3	unsat	0.016	1	1	passed	0.296
c3	1046512	3,3,3,3,1,3,3,2,3,4	unsat	1.417	71600	38068	passed	1.149
c3	1046526	3,3,3,3,1,3,3,3,3,2	unsat	8.691	294353	152540	passed	5.936
c3	1046527	3,3,3,3,1,3,3,3,3,3	unsat	0.012	1	1	passed	0.286
c3	1046528	3,3,3,3,1,3,3,3,3,4	unsat	7.757	241685	124652	passed	5.617
c3	1046529	3,3,3,3,1,3,3,3,4,1	unsat	9.399	257754	134645	passed	5.684
c3	1046530	3,3,3,3,1,3,3,3,4,2	unsat	2.331	103630	55602	passed	1.879
c3	1046531	3,3,3,3,1,3,3,3,4,3	unsat	0.013	1	1	passed	0.293
c3	1046532	3,3,3,3,1,3,3,3,4,4	unsat	4.620	163573	85317	passed	3.170
c3	1046542	3,3,3,3,1,3,3,4,3,2	unsat	0.693	30688	16474	passed	0.739
c3	1046543	3,3,3,3,1,3,3,4,3,3	unsat	0.012	1	1	passed	0.280
c3	1046544	3,3,3,3,1,3,3,4,3,4	unsat	3.173	119558	63485	passed	2.651
c3	1046546	3,3,3,3,1,3,3,4,4,2	unsat	0.159	6557	4432	passed	0.378
c3	1046547	3,3,3,3,1,3,3,4,4,3	unsat	0.017	1	1	passed	0.368
c3	1046548	3,3,3,3,1,3,3,4,4,4	unsat	2.545	73288	39612	passed	1.465
c3	1046589	3,3,3,3,1,3,4,3,3,1	unsat	9.951	280003	144110	passed	6.303
c3	1046590	3,3,3,3,1,3,4,3,3,2	unsat	1.788	72963	39341	passed	1.396
c3	1046591	3,3,3,3,1,3,4,3,3,3	unsat	0.014	1	1	passed	0.309
c3	1046592	3,3,3,3,1,3,4,3,3,4	unsat	2.141	72108	38352	passed	1.604
c3	1046605	3,3,3,3,1,3,4,4,3,1	unsat	10.186	294247	151922	passed	6.857
c3	1046606	3,3,3,3,1,3,4,4,3,2	unsat	0.373	12193	7352	passed	0.598
c3	1046607	3,3,3,3,1,3,4,4,3,3	unsat	0.013	1	1	passed	0.297
c3	1046608	3,3,3,3,1,3,4,4,3,4	unsat	0.970	26625	14522	passed	0.918
c3	1046782	3,3,3,3,1,4,3,3,3,2	unsat	0.991	47646	26030	passed	0.943
c3	1046783	3,3,3,3,1,4,3,3,3,3	unsat	0.012	1	1	passed	0.280
c3	1046784	3,3,3,3,1,4,3,3,3,4	unsat	10.929	360821	184365	passed	8.130
c3	1046797	3,3,3,3,1,4,3,4,3,1	unsat	8.391	217973	112210	passed	5.475
c3	1046798	3,3,3,3,1,4,3,4,3,2	unsat	0.180	9281	5867	passed	0.395
c3	1046799	3,3,3,3,1,4,3,4,3,3	unsat	0.012	1	1	passed	0.283
c3	1046800	3,3,3,3,1,4,3,4,3,4	unsat	1.664	59192	31830	passed	1.250
c3	1046909	3,3,3,3,2,1,1,3,3,1	unsat	0.505	9381	5955	passed	0.445
c3	1046911	3,3,3,3,2,1,1,3,3,3	unsat	0.012	1	1	passed	0.289
c3	1046912	3,3,3,3,2,1,1,3,3,4	unsat	0.589	16157	9717	passed	1.002
c3	1047029	3,3,3,3,2,1,3,3,1,1	unsat	1.322	31176	16987	passed	1.515
c3	1047030	3,3,3,3,2,1,3,3,1,2	unsat	20.582	365596	188330	passed	14.116
c3	1047031	3,3,3,3,2,1,3,3,1,3	unsat	0.013	1	1	passed	0.322
c3	1047032	3,3,3,3,2,1,3,3,1,4	unsat	0.164	8908	5513	passed	0.402
c3	1047037	3,3,3,3,2,1,3,3,3,1	unsat	3.032	60786	33470	passed	2.270
c3	1047038	3,3,3,3,2,1,3,3,3,2	unsat	13.098	293194	150674	passed	7.293
c3	1047039	3,3,3,3,2,1,3,3,3,3	unsat	0.014	1	1	passed	0.316
c3	1047040	3,3,3,3,2,1,3,3,3,4	unsat	1.259	53089	28795	passed	1.115
c3	1047389	3,3,3,3,2,3,1,1,3,1	unsat	1.223	19764	11566	passed	1.274
c3	1047390	3,3,3,3,2,3,1,1,3,2	unsat	4.529	135255	70340	passed	2.575
c3	1047391	3,3,3,3,2,3,1,1,3,3	unsat	0.012	1	1	passed	0.297
c3	1047392	3,3,3,3,2,3,1,1,3,4	unsat	0.141	6719	4592	passed	0.381
c3	1047413	3,3,3,3,2,3,1,3,1,1	unsat	0.737	15690	9265	passed	1.032
