file	arm	verdict	rc	wall_ms	attempts	decided_by	bound_by	bound_ms	total_ms	giveup	lever_refused
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.5.prop1_ab_reg_max.smt2	a4096	sat	0	610	9	ufbv-online-cdclt	ufbv-online-cdclt	432	508	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.5.prop1_ab_reg_max.smt2	a8192	sat	0	512	9	ufbv-online-cdclt	ufbv-online-cdclt	428	473	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.5.prop1_ab_reg_max.smt2	n32768	sat	0	510	9	ufbv-online-cdclt	ufbv-online-cdclt	424	467	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.5.prop1_ab_reg_max.smt2	n65536	sat	0	512	9	ufbv-online-cdclt	ufbv-online-cdclt	411	469	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.5.prop1_ab_reg_max.smt2	n262144	sat	0	511	9	ufbv-online-cdclt	ufbv-online-cdclt	398	446	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.5.prop1_ab_reg_max.smt2	bothmid	sat	0	511	9	ufbv-online-cdclt	ufbv-online-cdclt	400	444	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.5.prop1_ab_reg_max.smt2	bothmax	sat	0	513	9	ufbv-online-cdclt	ufbv-online-cdclt	408	450	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.5.prop1_ab_reg_max.smt2	base	sat	0	511	9	ufbv-online-cdclt	ufbv-online-cdclt	430	485	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.5.prop1_ab_reg_max.smt2	a2048	sat	0	512	9	ufbv-online-cdclt	ufbv-online-cdclt	424	467	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_bridge.1.prop1_ab_reg_max.smt2	bothmax	unsat	0	1112	5	ufbv-online-cdclt	dl-online	792	1065	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_bridge.1.prop1_ab_reg_max.smt2	base	unsat	0	1012	5	ufbv-online-cdclt	dl-online	701	966	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_bridge.1.prop1_ab_reg_max.smt2	a2048	unsat	0	1012	5	ufbv-online-cdclt	dl-online	706	970	none	no
