file	arm	verdict	rc	wall_ms	attempts	decided_by	bound_by	bound_ms	total_ms	giveup	lever_refused
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	n65536	unknown	0	810	14	none	dl-online	675	716	give-up kind=ResourceLimit detail=online UFBV has 1987 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	n262144	unknown	0	911	14	none	dl-online	771	816	give-up kind=ResourceLimit detail=online UFBV has 1987 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	bothmid	unsat	0	5515	5	ufbv-online-cdclt	ufbv-online-cdclt	4518	5454	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	bothmax	unsat	0	5214	5	ufbv-online-cdclt	ufbv-online-cdclt	4191	5149	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	base	unknown	0	811	14	none	dl-online	748	786	give-up kind=ResourceLimit detail=online UFBV has 1987 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	a2048	unsat	0	4816	5	ufbv-online-cdclt	ufbv-online-cdclt	4022	4771	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	a4096	unsat	0	4815	5	ufbv-online-cdclt	ufbv-online-cdclt	3963	4706	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	a8192	unsat	0	4314	5	ufbv-online-cdclt	ufbv-online-cdclt	3439	4206	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	n32768	unknown	0	810	14	none	dl-online	749	783	give-up kind=ResourceLimit detail=online UFBV has 1987 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	a4096	unsat	0	1511	5	ufbv-online-cdclt	ufbv-online-cdclt	716	1430	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	a8192	unsat	0	1512	5	ufbv-online-cdclt	ufbv-online-cdclt	730	1421	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	n32768	unsat	0	1413	5	ufbv-online-cdclt	dl-online	699	1385	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	n65536	unsat	0	1411	5	ufbv-online-cdclt	ufbv-online-cdclt	694	1377	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	n262144	unsat	0	1411	5	ufbv-online-cdclt	dl-online	659	1318	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	bothmid	unsat	0	1412	5	ufbv-online-cdclt	ufbv-online-cdclt	655	1297	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	bothmax	unsat	0	1412	5	ufbv-online-cdclt	ufbv-online-cdclt	669	1322	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	base	unsat	0	1413	5	ufbv-online-cdclt	ufbv-online-cdclt	695	1383	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	a2048	unsat	0	1512	5	ufbv-online-cdclt	ufbv-online-cdclt	702	1395	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cyclic_scheduler.3.prop1_ab_cti_max.smt2	bothmax	sat	0	912	4	qf-bv	dl-online	777	829	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cyclic_scheduler.3.prop1_ab_cti_max.smt2	base	sat	0	912	4	qf-bv	dl-online	795	848	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cyclic_scheduler.3.prop1_ab_cti_max.smt2	a2048	sat	0	911	4	qf-bv	dl-online	788	830	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cyclic_scheduler.3.prop1_ab_cti_max.smt2	a4096	sat	0	811	4	qf-bv	dl-online	703	748	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cyclic_scheduler.3.prop1_ab_cti_max.smt2	a8192	sat	0	911	4	qf-bv	dl-online	809	855	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cyclic_scheduler.3.prop1_ab_cti_max.smt2	n32768	sat	0	911	4	qf-bv	dl-online	820	863	none	no
