file	arm	verdict	rc	wall_ms	attempts	decided_by	bound_by	bound_ms	total_ms	giveup	lever_refused
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.1.prop1_ab_cti_max.smt2	n32768	unknown	0	1511	18	ufbv-online-cdclt	ufbv-online-cdclt	691	1413	give-up kind=ResourceLimit detail=online UFBV has 1499 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.1.prop1_ab_cti_max.smt2	n65536	unknown	0	1511	18	ufbv-online-cdclt	dl-online	723	1468	give-up kind=ResourceLimit detail=online UFBV has 1499 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.1.prop1_ab_cti_max.smt2	n262144	unknown	0	1612	18	ufbv-online-cdclt	dl-online	753	1500	give-up kind=ResourceLimit detail=online UFBV has 1499 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.1.prop1_ab_cti_max.smt2	bothmid	sat	0	7716	9	ufbv-online-cdclt	ufbv-online-cdclt	6140	7673	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.1.prop1_ab_cti_max.smt2	bothmax	sat	0	7217	9	ufbv-online-cdclt	ufbv-online-cdclt	5697	7106	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.1.prop1_ab_cti_max.smt2	base	unknown	0	1513	18	ufbv-online-cdclt	ufbv-online-cdclt	725	1448	give-up kind=ResourceLimit detail=online UFBV has 1499 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.1.prop1_ab_cti_max.smt2	a2048	sat	0	6917	9	ufbv-online-cdclt	ufbv-online-cdclt	5478	6861	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.1.prop1_ab_cti_max.smt2	a4096	sat	0	7116	9	ufbv-online-cdclt	ufbv-online-cdclt	5631	7033	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.1.prop1_ab_cti_max.smt2	a8192	sat	0	7116	9	ufbv-online-cdclt	ufbv-online-cdclt	5720	7081	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.6.prop1_ab_cti_max.smt2	a2048	sat	0	7318	9	ufbv-online-cdclt	ufbv-online-cdclt	5446	7211	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.6.prop1_ab_cti_max.smt2	a4096	sat	0	7215	9	ufbv-online-cdclt	ufbv-online-cdclt	5404	7127	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.6.prop1_ab_cti_max.smt2	a8192	sat	0	7316	9	ufbv-online-cdclt	ufbv-online-cdclt	5461	7248	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.6.prop1_ab_cti_max.smt2	n32768	unknown	0	1813	18	ufbv-online-cdclt	ufbv-online-cdclt	1026	1742	give-up kind=ResourceLimit detail=online UFBV has 1689 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.6.prop1_ab_cti_max.smt2	n65536	unknown	0	1813	18	ufbv-online-cdclt	ufbv-online-cdclt	1032	1716	give-up kind=ResourceLimit detail=online UFBV has 1689 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.6.prop1_ab_cti_max.smt2	n262144	unknown	0	1912	18	ufbv-online-cdclt	ufbv-online-cdclt	1065	1843	give-up kind=ResourceLimit detail=online UFBV has 1689 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.6.prop1_ab_cti_max.smt2	bothmid	sat	0	7814	9	ufbv-online-cdclt	ufbv-online-cdclt	6026	7787	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.6.prop1_ab_cti_max.smt2	bothmax	sat	0	7616	9	ufbv-online-cdclt	ufbv-online-cdclt	5712	7501	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.6.prop1_ab_cti_max.smt2	base	unknown	0	1811	18	ufbv-online-cdclt	ufbv-online-cdclt	1007	1715	give-up kind=ResourceLimit detail=online UFBV has 1689 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.6.prop1_ab_reg_max.smt2	bothmid	unsat	0	9820	5	ufbv-online-cdclt	ufbv-online-cdclt	8975	9732	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.6.prop1_ab_reg_max.smt2	bothmax	unsat	0	9619	5	ufbv-online-cdclt	ufbv-online-cdclt	8804	9510	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.6.prop1_ab_reg_max.smt2	base	unknown	0	710	14	none	dl-online	623	648	give-up kind=ResourceLimit detail=online UFBV has 1466 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.6.prop1_ab_reg_max.smt2	a2048	unsat	0	9217	5	ufbv-online-cdclt	ufbv-online-cdclt	8471	9121	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.6.prop1_ab_reg_max.smt2	a4096	unsat	0	9118	5	ufbv-online-cdclt	ufbv-online-cdclt	8435	9087	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.6.prop1_ab_reg_max.smt2	a8192	unsat	0	8918	5	ufbv-online-cdclt	ufbv-online-cdclt	8193	8834	none	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.6.prop1_ab_reg_max.smt2	n32768	unknown	0	711	14	none	dl-online	607	632	give-up kind=ResourceLimit detail=online UFBV has 1466 semantic atoms, exceeding the cap of 1024	no
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.6.prop1_ab_reg_max.smt2	n65536	unknown	0	711	14	none	dl-online	611	636	give-up kind=ResourceLimit detail=online UFBV has 1466 semantic atoms, exceeding the cap of 1024	no
