file	arm	probe_base	probe_arm	verdict_base	verdict_arm	atoms_arm
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/TM/p7-driverlogNumeric_s8.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-27.base.cvc.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	1874
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-39.base.cvc.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	2702
