file	arm	probe_base	probe_arm	verdict_base	verdict_arm	atoms_arm
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_0.lp.smt2	8192	admission-screen	took	unknown	unknown	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	6974
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/fixnet-5000.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	4225
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-33.base.cvc.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	2288
