file	arm	probe_base	probe_arm	verdict_base	verdict_arm	atoms_arm
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_strcmp_ground.i_4_2_2.bpl_11.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	7546
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	8192	admission-screen	NONE	unknown	none	NONE
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/danoint-266.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	3596
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-31.base.cvc.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	2150
