file	arm	probe_base	probe_arm	verdict_base	verdict_arm	atoms_arm
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_init5_ground.i_3_2_2.bpl_7.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	8192	admission-screen	took	unknown	unknown	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/latendresse/ecoliFBAyicesTest-3875-4.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	5411
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-29.base.cvc.smt2	8192	admission-screen	model-did-not-replay	unknown	unknown	2012
