level	file	threshold_mult	admitted_at_level	source_arm	verdict	ms	exit_status	peak_rss_kb	decided_by
2	QF_RDL/scheduling/abz7_600.smt2	6	False	shipped	unknown	24130	0	167996	none
4	QF_RDL/scheduling/abz7_600.smt2	6	False	shipped	unknown	24130	0	167996	none
16	QF_RDL/scheduling/abz7_600.smt2	6	True	65536	unknown	24132	0	229384	none
off	QF_RDL/scheduling/abz7_600.smt2	6	True	65536	unknown	24132	0	229384	none
2	QF_RDL/scheduling/abz7_667.smt2	6	False	shipped	unknown	24129	0	165908	none
4	QF_RDL/scheduling/abz7_667.smt2	6	False	shipped	unknown	24129	0	165908	none
16	QF_RDL/scheduling/abz7_667.smt2	6	True	65536	unknown	24130	0	229580	none
off	QF_RDL/scheduling/abz7_667.smt2	6	True	65536	unknown	24130	0	229580	none
2	QF_RDL/scheduling/abz7_670.smt2	6	False	shipped	unknown	24129	0	162532	none
4	QF_RDL/scheduling/abz7_670.smt2	6	False	shipped	unknown	24129	0	162532	none
16	QF_RDL/scheduling/abz7_670.smt2	6	True	65536	unknown	24130	0	229292	none
off	QF_RDL/scheduling/abz7_670.smt2	6	True	65536	unknown	24130	0	229292	none
2	QF_RDL/scheduling/abz7_691.smt2	6	False	shipped	unknown	24131	0	156996	none
4	QF_RDL/scheduling/abz7_691.smt2	6	False	shipped	unknown	24131	0	156996	none
16	QF_RDL/scheduling/abz7_691.smt2	6	True	65536	unknown	24131	0	229324	none
off	QF_RDL/scheduling/abz7_691.smt2	6	True	65536	unknown	24131	0	229324	none
2	QF_RDL/scheduling/abz7_700.smt2	6	False	shipped	unknown	24131	0	148700	none
4	QF_RDL/scheduling/abz7_700.smt2	6	False	shipped	unknown	24131	0	148700	none
16	QF_RDL/scheduling/abz7_700.smt2	6	True	65536	unknown	24131	0	229348	none
off	QF_RDL/scheduling/abz7_700.smt2	6	True	65536	unknown	24131	0	229348	none
2	QF_RDL/scheduling/abz7_800.smt2	1	True	shipped	sat	3412	0	44500	dl-online
4	QF_RDL/scheduling/abz7_800.smt2	1	True	shipped	sat	3412	0	44500	dl-online
16	QF_RDL/scheduling/abz7_800.smt2	1	True	shipped	sat	3412	0	44500	dl-online
off	QF_RDL/scheduling/abz7_800.smt2	1	True	shipped	sat	3412	0	44500	dl-online
2	QF_RDL/scheduling/orb01_1000.smt2	1	True	shipped	unknown	24031	0	44348	none
4	QF_RDL/scheduling/orb01_1000.smt2	1	True	shipped	unknown	24031	0	44348	none
16	QF_RDL/scheduling/orb01_1000.smt2	1	True	shipped	unknown	24031	0	44348	none
off	QF_RDL/scheduling/orb01_1000.smt2	1	True	shipped	unknown	24031	0	44348	none
2	QF_RDL/scheduling/orb01_1059.smt2	1	True	shipped	unknown	24029	0	40112	none
4	QF_RDL/scheduling/orb01_1059.smt2	1	True	shipped	unknown	24029	0	40112	none
16	QF_RDL/scheduling/orb01_1059.smt2	1	True	shipped	unknown	24029	0	40112	none
off	QF_RDL/scheduling/orb01_1059.smt2	1	True	shipped	unknown	24029	0	40112	none
2	QF_RDL/scheduling/orb01_1100.smt2	1	True	shipped	unknown	24031	0	35832	none
4	QF_RDL/scheduling/orb01_1100.smt2	1	True	shipped	unknown	24031	0	35832	none
16	QF_RDL/scheduling/orb01_1100.smt2	1	True	shipped	unknown	24031	0	35832	none
off	QF_RDL/scheduling/orb01_1100.smt2	1	True	shipped	unknown	24031	0	35832	none
2	QF_RDL/scheduling/orb01_1200.smt2	1	True	shipped	sat	509	0	20736	dl-online
4	QF_RDL/scheduling/orb01_1200.smt2	1	True	shipped	sat	509	0	20736	dl-online
16	QF_RDL/scheduling/orb01_1200.smt2	1	True	shipped	sat	509	0	20736	dl-online
off	QF_RDL/scheduling/orb01_1200.smt2	1	True	shipped	sat	509	0	20736	dl-online
2	QF_RDL/scheduling/orb01_900.smt2	1	True	shipped	unsat	5112	0	27696	dl-online
4	QF_RDL/scheduling/orb01_900.smt2	1	True	shipped	unsat	5112	0	27696	dl-online
16	QF_RDL/scheduling/orb01_900.smt2	1	True	shipped	unsat	5112	0	27696	dl-online
off	QF_RDL/scheduling/orb01_900.smt2	1	True	shipped	unsat	5112	0	27696	dl-online
2	QF_RDL/scheduling/orb02_1000.smt2	1	True	shipped	sat	809	0	20932	dl-online
4	QF_RDL/scheduling/orb02_1000.smt2	1	True	shipped	sat	809	0	20932	dl-online
16	QF_RDL/scheduling/orb02_1000.smt2	1	True	shipped	sat	809	0	20932	dl-online
off	QF_RDL/scheduling/orb02_1000.smt2	1	True	shipped	sat	809	0	20932	dl-online
2	QF_RDL/scheduling/orb02_700.smt2	1	True	shipped	unsat	108	0	18344	dl-online
4	QF_RDL/scheduling/orb02_700.smt2	1	True	shipped	unsat	108	0	18344	dl-online
16	QF_RDL/scheduling/orb02_700.smt2	1	True	shipped	unsat	108	0	18344	dl-online
off	QF_RDL/scheduling/orb02_700.smt2	1	True	shipped	unsat	108	0	18344	dl-online
2	QF_RDL/scheduling/orb02_800.smt2	1	True	shipped	unsat	209	0	19340	dl-online
4	QF_RDL/scheduling/orb02_800.smt2	1	True	shipped	unsat	209	0	19340	dl-online
16	QF_RDL/scheduling/orb02_800.smt2	1	True	shipped	unsat	209	0	19340	dl-online
off	QF_RDL/scheduling/orb02_800.smt2	1	True	shipped	unsat	209	0	19340	dl-online
2	QF_RDL/scheduling/orb02_888.smt2	1	True	shipped	sat	5313	0	28456	dl-online
4	QF_RDL/scheduling/orb02_888.smt2	1	True	shipped	sat	5313	0	28456	dl-online
16	QF_RDL/scheduling/orb02_888.smt2	1	True	shipped	sat	5313	0	28456	dl-online
off	QF_RDL/scheduling/orb02_888.smt2	1	True	shipped	sat	5313	0	28456	dl-online
2	QF_RDL/scheduling/orb02_900.smt2	1	True	shipped	sat	1009	0	21560	dl-online
4	QF_RDL/scheduling/orb02_900.smt2	1	True	shipped	sat	1009	0	21560	dl-online
16	QF_RDL/scheduling/orb02_900.smt2	1	True	shipped	sat	1009	0	21560	dl-online
off	QF_RDL/scheduling/orb02_900.smt2	1	True	shipped	sat	1009	0	21560	dl-online
2	QF_RDL/scheduling/orb03_1005.smt2	1	True	shipped	unknown	24028	0	51216	none
4	QF_RDL/scheduling/orb03_1005.smt2	1	True	shipped	unknown	24028	0	51216	none
16	QF_RDL/scheduling/orb03_1005.smt2	1	True	shipped	unknown	24028	0	51216	none
off	QF_RDL/scheduling/orb03_1005.smt2	1	True	shipped	unknown	24028	0	51216	none
2	QF_RDL/scheduling/orb03_1100.smt2	1	True	shipped	sat	10417	0	33040	dl-online
4	QF_RDL/scheduling/orb03_1100.smt2	1	True	shipped	sat	10417	0	33040	dl-online
16	QF_RDL/scheduling/orb03_1100.smt2	1	True	shipped	sat	10417	0	33040	dl-online
off	QF_RDL/scheduling/orb03_1100.smt2	1	True	shipped	sat	10417	0	33040	dl-online
2	QF_RDL/scheduling/orb03_1200.smt2	1	True	shipped	sat	308	0	19948	dl-online
4	QF_RDL/scheduling/orb03_1200.smt2	1	True	shipped	sat	308	0	19948	dl-online
16	QF_RDL/scheduling/orb03_1200.smt2	1	True	shipped	sat	308	0	19948	dl-online
off	QF_RDL/scheduling/orb03_1200.smt2	1	True	shipped	sat	308	0	19948	dl-online
2	QF_RDL/scheduling/orb03_850.smt2	1	True	shipped	unsat	1110	0	20628	dl-online
4	QF_RDL/scheduling/orb03_850.smt2	1	True	shipped	unsat	1110	0	20628	dl-online
16	QF_RDL/scheduling/orb03_850.smt2	1	True	shipped	unsat	1110	0	20628	dl-online
off	QF_RDL/scheduling/orb03_850.smt2	1	True	shipped	unsat	1110	0	20628	dl-online
2	QF_RDL/scheduling/orb03_950.smt2	1	True	shipped	unknown	24030	0	57900	none
4	QF_RDL/scheduling/orb03_950.smt2	1	True	shipped	unknown	24030	0	57900	none
16	QF_RDL/scheduling/orb03_950.smt2	1	True	shipped	unknown	24030	0	57900	none
off	QF_RDL/scheduling/orb03_950.smt2	1	True	shipped	unknown	24030	0	57900	none
2	QF_RDL/scheduling/orb04_1005.smt2	1	True	shipped	unknown	24029	0	64252	none
4	QF_RDL/scheduling/orb04_1005.smt2	1	True	shipped	unknown	24029	0	64252	none
16	QF_RDL/scheduling/orb04_1005.smt2	1	True	shipped	unknown	24029	0	64252	none
off	QF_RDL/scheduling/orb04_1005.smt2	1	True	shipped	unknown	24029	0	64252	none
2	QF_RDL/scheduling/orb04_1100.smt2	1	True	shipped	sat	307	0	20528	dl-online
4	QF_RDL/scheduling/orb04_1100.smt2	1	True	shipped	sat	307	0	20528	dl-online
16	QF_RDL/scheduling/orb04_1100.smt2	1	True	shipped	sat	307	0	20528	dl-online
off	QF_RDL/scheduling/orb04_1100.smt2	1	True	shipped	sat	307	0	20528	dl-online
2	QF_RDL/scheduling/orb04_1200.smt2	1	True	shipped	sat	108	0	20332	dl-online
4	QF_RDL/scheduling/orb04_1200.smt2	1	True	shipped	sat	108	0	20332	dl-online
16	QF_RDL/scheduling/orb04_1200.smt2	1	True	shipped	sat	108	0	20332	dl-online
off	QF_RDL/scheduling/orb04_1200.smt2	1	True	shipped	sat	108	0	20332	dl-online
2	QF_RDL/scheduling/orb04_850.smt2	1	True	shipped	unsat	208	0	18980	dl-online
4	QF_RDL/scheduling/orb04_850.smt2	1	True	shipped	unsat	208	0	18980	dl-online
16	QF_RDL/scheduling/orb04_850.smt2	1	True	shipped	unsat	208	0	18980	dl-online
off	QF_RDL/scheduling/orb04_850.smt2	1	True	shipped	unsat	208	0	18980	dl-online
2	QF_RDL/scheduling/orb04_950.smt2	1	True	shipped	unsat	5313	0	34140	dl-online
4	QF_RDL/scheduling/orb04_950.smt2	1	True	shipped	unsat	5313	0	34140	dl-online
16	QF_RDL/scheduling/orb04_950.smt2	1	True	shipped	unsat	5313	0	34140	dl-online
off	QF_RDL/scheduling/orb04_950.smt2	1	True	shipped	unsat	5313	0	34140	dl-online
2	QF_RDL/scheduling/orb05_1000.smt2	1	True	shipped	sat	508	0	20408	dl-online
4	QF_RDL/scheduling/orb05_1000.smt2	1	True	shipped	sat	508	0	20408	dl-online
16	QF_RDL/scheduling/orb05_1000.smt2	1	True	shipped	sat	508	0	20408	dl-online
off	QF_RDL/scheduling/orb05_1000.smt2	1	True	shipped	sat	508	0	20408	dl-online
2	QF_RDL/scheduling/orb05_700.smt2	1	True	shipped	unsat	108	0	18372	dl-online
4	QF_RDL/scheduling/orb05_700.smt2	1	True	shipped	unsat	108	0	18372	dl-online
16	QF_RDL/scheduling/orb05_700.smt2	1	True	shipped	unsat	108	0	18372	dl-online
off	QF_RDL/scheduling/orb05_700.smt2	1	True	shipped	unsat	108	0	18372	dl-online
2	QF_RDL/scheduling/orb05_800.smt2	1	True	shipped	unsat	809	0	20128	dl-online
4	QF_RDL/scheduling/orb05_800.smt2	1	True	shipped	unsat	809	0	20128	dl-online
16	QF_RDL/scheduling/orb05_800.smt2	1	True	shipped	unsat	809	0	20128	dl-online
off	QF_RDL/scheduling/orb05_800.smt2	1	True	shipped	unsat	809	0	20128	dl-online
2	QF_RDL/scheduling/orb05_887.smt2	1	True	shipped	sat	13220	0	36212	dl-online
4	QF_RDL/scheduling/orb05_887.smt2	1	True	shipped	sat	13220	0	36212	dl-online
16	QF_RDL/scheduling/orb05_887.smt2	1	True	shipped	sat	13220	0	36212	dl-online
off	QF_RDL/scheduling/orb05_887.smt2	1	True	shipped	sat	13220	0	36212	dl-online
2	QF_RDL/scheduling/orb05_900.smt2	1	True	shipped	sat	10317	0	32428	dl-online
4	QF_RDL/scheduling/orb05_900.smt2	1	True	shipped	sat	10317	0	32428	dl-online
16	QF_RDL/scheduling/orb05_900.smt2	1	True	shipped	sat	10317	0	32428	dl-online
off	QF_RDL/scheduling/orb05_900.smt2	1	True	shipped	sat	10317	0	32428	dl-online
2	QF_RDL/scheduling/orb06_1000.smt2	1	True	shipped	unknown	24032	0	44040	none
4	QF_RDL/scheduling/orb06_1000.smt2	1	True	shipped	unknown	24032	0	44040	none
16	QF_RDL/scheduling/orb06_1000.smt2	1	True	shipped	unknown	24032	0	44040	none
off	QF_RDL/scheduling/orb06_1000.smt2	1	True	shipped	unknown	24032	0	44040	none
2	QF_RDL/scheduling/orb06_1010.smt2	1	True	shipped	unknown	24031	0	39896	none
4	QF_RDL/scheduling/orb06_1010.smt2	1	True	shipped	unknown	24031	0	39896	none
16	QF_RDL/scheduling/orb06_1010.smt2	1	True	shipped	unknown	24031	0	39896	none
off	QF_RDL/scheduling/orb06_1010.smt2	1	True	shipped	unknown	24031	0	39896	none
2	QF_RDL/scheduling/orb06_1100.smt2	1	True	shipped	sat	1408	0	21388	dl-online
4	QF_RDL/scheduling/orb06_1100.smt2	1	True	shipped	sat	1408	0	21388	dl-online
16	QF_RDL/scheduling/orb06_1100.smt2	1	True	shipped	sat	1408	0	21388	dl-online
off	QF_RDL/scheduling/orb06_1100.smt2	1	True	shipped	sat	1408	0	21388	dl-online
2	QF_RDL/scheduling/orb06_1200.smt2	1	True	shipped	sat	1009	0	20556	dl-online
4	QF_RDL/scheduling/orb06_1200.smt2	1	True	shipped	sat	1009	0	20556	dl-online
16	QF_RDL/scheduling/orb06_1200.smt2	1	True	shipped	sat	1009	0	20556	dl-online
off	QF_RDL/scheduling/orb06_1200.smt2	1	True	shipped	sat	1009	0	20556	dl-online
2	QF_RDL/scheduling/orb06_900.smt2	1	True	shipped	unsat	15921	0	42524	dl-online
4	QF_RDL/scheduling/orb06_900.smt2	1	True	shipped	unsat	15921	0	42524	dl-online
16	QF_RDL/scheduling/orb06_900.smt2	1	True	shipped	unsat	15921	0	42524	dl-online
off	QF_RDL/scheduling/orb06_900.smt2	1	True	shipped	unsat	15921	0	42524	dl-online
2	QF_RDL/scheduling/orb07_250.smt2	1	True	shipped	unsat	107	0	17848	dl-online
4	QF_RDL/scheduling/orb07_250.smt2	1	True	shipped	unsat	107	0	17848	dl-online
16	QF_RDL/scheduling/orb07_250.smt2	1	True	shipped	unsat	107	0	17848	dl-online
off	QF_RDL/scheduling/orb07_250.smt2	1	True	shipped	unsat	107	0	17848	dl-online
2	QF_RDL/scheduling/orb07_330.smt2	1	True	shipped	unsat	108	0	18836	dl-online
4	QF_RDL/scheduling/orb07_330.smt2	1	True	shipped	unsat	108	0	18836	dl-online
16	QF_RDL/scheduling/orb07_330.smt2	1	True	shipped	unsat	108	0	18836	dl-online
off	QF_RDL/scheduling/orb07_330.smt2	1	True	shipped	unsat	108	0	18836	dl-online
2	QF_RDL/scheduling/orb07_397.smt2	1	True	shipped	sat	5314	0	27408	dl-online
4	QF_RDL/scheduling/orb07_397.smt2	1	True	shipped	sat	5314	0	27408	dl-online
16	QF_RDL/scheduling/orb07_397.smt2	1	True	shipped	sat	5314	0	27408	dl-online
off	QF_RDL/scheduling/orb07_397.smt2	1	True	shipped	sat	5314	0	27408	dl-online
2	QF_RDL/scheduling/orb07_430.smt2	1	True	shipped	sat	1310	0	21048	dl-online
4	QF_RDL/scheduling/orb07_430.smt2	1	True	shipped	sat	1310	0	21048	dl-online
16	QF_RDL/scheduling/orb07_430.smt2	1	True	shipped	sat	1310	0	21048	dl-online
off	QF_RDL/scheduling/orb07_430.smt2	1	True	shipped	sat	1310	0	21048	dl-online
2	QF_RDL/scheduling/orb07_550.smt2	1	True	shipped	sat	208	0	20552	dl-online
4	QF_RDL/scheduling/orb07_550.smt2	1	True	shipped	sat	208	0	20552	dl-online
16	QF_RDL/scheduling/orb07_550.smt2	1	True	shipped	sat	208	0	20552	dl-online
off	QF_RDL/scheduling/orb07_550.smt2	1	True	shipped	sat	208	0	20552	dl-online
2	QF_RDL/scheduling/orb08_1000.smt2	1	True	shipped	sat	309	0	20012	dl-online
4	QF_RDL/scheduling/orb08_1000.smt2	1	True	shipped	sat	309	0	20012	dl-online
16	QF_RDL/scheduling/orb08_1000.smt2	1	True	shipped	sat	309	0	20012	dl-online
off	QF_RDL/scheduling/orb08_1000.smt2	1	True	shipped	sat	309	0	20012	dl-online
2	QF_RDL/scheduling/orb08_700.smt2	1	True	shipped	unsat	109	0	18900	dl-online
4	QF_RDL/scheduling/orb08_700.smt2	1	True	shipped	unsat	109	0	18900	dl-online
16	QF_RDL/scheduling/orb08_700.smt2	1	True	shipped	unsat	109	0	18900	dl-online
off	QF_RDL/scheduling/orb08_700.smt2	1	True	shipped	unsat	109	0	18900	dl-online
2	QF_RDL/scheduling/orb08_830.smt2	1	True	shipped	unsat	3311	0	28788	dl-online
4	QF_RDL/scheduling/orb08_830.smt2	1	True	shipped	unsat	3311	0	28788	dl-online
16	QF_RDL/scheduling/orb08_830.smt2	1	True	shipped	unsat	3311	0	28788	dl-online
off	QF_RDL/scheduling/orb08_830.smt2	1	True	shipped	unsat	3311	0	28788	dl-online
2	QF_RDL/scheduling/orb08_888.smt2	1	True	shipped	unsat	13221	0	58728	dl-online
4	QF_RDL/scheduling/orb08_888.smt2	1	True	shipped	unsat	13221	0	58728	dl-online
16	QF_RDL/scheduling/orb08_888.smt2	1	True	shipped	unsat	13221	0	58728	dl-online
off	QF_RDL/scheduling/orb08_888.smt2	1	True	shipped	unsat	13221	0	58728	dl-online
2	QF_RDL/scheduling/orb08_930.smt2	1	True	shipped	sat	6915	0	33460	dl-online
4	QF_RDL/scheduling/orb08_930.smt2	1	True	shipped	sat	6915	0	33460	dl-online
16	QF_RDL/scheduling/orb08_930.smt2	1	True	shipped	sat	6915	0	33460	dl-online
off	QF_RDL/scheduling/orb08_930.smt2	1	True	shipped	sat	6915	0	33460	dl-online
2	QF_RDL/scheduling/orb09_1000.smt2	1	True	shipped	sat	209	0	20860	dl-online
4	QF_RDL/scheduling/orb09_1000.smt2	1	True	shipped	sat	209	0	20860	dl-online
16	QF_RDL/scheduling/orb09_1000.smt2	1	True	shipped	sat	209	0	20860	dl-online
off	QF_RDL/scheduling/orb09_1000.smt2	1	True	shipped	sat	209	0	20860	dl-online
2	QF_RDL/scheduling/orb09_1100.smt2	1	True	shipped	sat	209	0	20008	dl-online
4	QF_RDL/scheduling/orb09_1100.smt2	1	True	shipped	sat	209	0	20008	dl-online
16	QF_RDL/scheduling/orb09_1100.smt2	1	True	shipped	sat	209	0	20008	dl-online
off	QF_RDL/scheduling/orb09_1100.smt2	1	True	shipped	sat	209	0	20008	dl-online
2	QF_RDL/scheduling/orb09_800.smt2	1	True	shipped	unsat	109	0	18388	dl-online
4	QF_RDL/scheduling/orb09_800.smt2	1	True	shipped	unsat	109	0	18388	dl-online
16	QF_RDL/scheduling/orb09_800.smt2	1	True	shipped	unsat	109	0	18388	dl-online
off	QF_RDL/scheduling/orb09_800.smt2	1	True	shipped	unsat	109	0	18388	dl-online
2	QF_RDL/scheduling/orb09_900.smt2	1	True	shipped	unsat	1911	0	26612	dl-online
4	QF_RDL/scheduling/orb09_900.smt2	1	True	shipped	unsat	1911	0	26612	dl-online
16	QF_RDL/scheduling/orb09_900.smt2	1	True	shipped	unsat	1911	0	26612	dl-online
off	QF_RDL/scheduling/orb09_900.smt2	1	True	shipped	unsat	1911	0	26612	dl-online
2	QF_RDL/scheduling/orb09_934.smt2	1	True	shipped	unknown	24035	0	59268	none
4	QF_RDL/scheduling/orb09_934.smt2	1	True	shipped	unknown	24035	0	59268	none
16	QF_RDL/scheduling/orb09_934.smt2	1	True	shipped	unknown	24035	0	59268	none
off	QF_RDL/scheduling/orb09_934.smt2	1	True	shipped	unknown	24035	0	59268	none
2	QF_RDL/scheduling/orb10_1000.smt2	1	True	shipped	sat	210	0	20392	dl-online
4	QF_RDL/scheduling/orb10_1000.smt2	1	True	shipped	sat	210	0	20392	dl-online
16	QF_RDL/scheduling/orb10_1000.smt2	1	True	shipped	sat	210	0	20392	dl-online
off	QF_RDL/scheduling/orb10_1000.smt2	1	True	shipped	sat	210	0	20392	dl-online
2	QF_RDL/scheduling/orb10_1100.smt2	1	True	shipped	sat	210	0	20364	dl-online
4	QF_RDL/scheduling/orb10_1100.smt2	1	True	shipped	sat	210	0	20364	dl-online
16	QF_RDL/scheduling/orb10_1100.smt2	1	True	shipped	sat	210	0	20364	dl-online
off	QF_RDL/scheduling/orb10_1100.smt2	1	True	shipped	sat	210	0	20364	dl-online
2	QF_RDL/scheduling/orb10_800.smt2	1	True	shipped	unsat	110	0	18976	dl-online
4	QF_RDL/scheduling/orb10_800.smt2	1	True	shipped	unsat	110	0	18976	dl-online
16	QF_RDL/scheduling/orb10_800.smt2	1	True	shipped	unsat	110	0	18976	dl-online
off	QF_RDL/scheduling/orb10_800.smt2	1	True	shipped	unsat	110	0	18976	dl-online
2	QF_RDL/scheduling/orb10_900.smt2	1	True	shipped	unsat	3612	0	25832	dl-online
4	QF_RDL/scheduling/orb10_900.smt2	1	True	shipped	unsat	3612	0	25832	dl-online
16	QF_RDL/scheduling/orb10_900.smt2	1	True	shipped	unsat	3612	0	25832	dl-online
off	QF_RDL/scheduling/orb10_900.smt2	1	True	shipped	unsat	3612	0	25832	dl-online
2	QF_RDL/scheduling/orb10_944.smt2	1	True	shipped	sat	1010	0	21508	dl-online
4	QF_RDL/scheduling/orb10_944.smt2	1	True	shipped	sat	1010	0	21508	dl-online
16	QF_RDL/scheduling/orb10_944.smt2	1	True	shipped	sat	1010	0	21508	dl-online
off	QF_RDL/scheduling/orb10_944.smt2	1	True	shipped	sat	1010	0	21508	dl-online
2	QF_RDL/scheduling/swv11_2900.smt2	25	False	shipped	unknown	24736	0	295356	none
4	QF_RDL/scheduling/swv11_2900.smt2	25	False	shipped	unknown	24736	0	295356	none
16	QF_RDL/scheduling/swv11_2900.smt2	25	False	shipped	unknown	24736	0	295356	none
off	QF_RDL/scheduling/swv11_2900.smt2	25	True	65536	unknown	24131	0	130004	none
2	QF_RDL/scheduling/swv11_2983.smt2	25	False	shipped	unknown	24535	0	313920	none
4	QF_RDL/scheduling/swv11_2983.smt2	25	False	shipped	unknown	24535	0	313920	none
16	QF_RDL/scheduling/swv11_2983.smt2	25	False	shipped	unknown	24535	0	313920	none
off	QF_RDL/scheduling/swv11_2983.smt2	25	True	65536	unknown	24131	0	136236	none
2	QF_RDL/scheduling/swv11_2988.smt2	25	False	shipped	unknown	24527	0	315692	none
4	QF_RDL/scheduling/swv11_2988.smt2	25	False	shipped	unknown	24527	0	315692	none
16	QF_RDL/scheduling/swv11_2988.smt2	25	False	shipped	unknown	24527	0	315692	none
off	QF_RDL/scheduling/swv11_2988.smt2	25	True	65536	unknown	24225	0	196496	none
2	QF_RDL/scheduling/swv11_2992.smt2	25	False	shipped	unknown	24731	0	317668	none
4	QF_RDL/scheduling/swv11_2992.smt2	25	False	shipped	unknown	24731	0	317668	none
16	QF_RDL/scheduling/swv11_2992.smt2	25	False	shipped	unknown	24731	0	317668	none
off	QF_RDL/scheduling/swv11_2992.smt2	25	True	65536	unknown	24230	0	164612	none
2	QF_RDL/scheduling/swv11_3050.smt2	25	False	shipped	unknown	24231	0	314576	none
4	QF_RDL/scheduling/swv11_3050.smt2	25	False	shipped	unknown	24231	0	314576	none
16	QF_RDL/scheduling/swv11_3050.smt2	25	False	shipped	unknown	24231	0	314576	none
off	QF_RDL/scheduling/swv11_3050.smt2	25	True	65536	unknown	24231	0	157396	none
2	QF_RDL/scheduling/swv12_2900.smt2	25	False	shipped	unknown	24129	0	326896	none
4	QF_RDL/scheduling/swv12_2900.smt2	25	False	shipped	unknown	24129	0	326896	none
16	QF_RDL/scheduling/swv12_2900.smt2	25	False	shipped	unknown	24129	0	326896	none
off	QF_RDL/scheduling/swv12_2900.smt2	25	True	65536	unknown	24131	0	157364	none
2	QF_RDL/scheduling/swv12_2972.smt2	25	False	shipped	unknown	24731	0	326888	none
4	QF_RDL/scheduling/swv12_2972.smt2	25	False	shipped	unknown	24731	0	326888	none
16	QF_RDL/scheduling/swv12_2972.smt2	25	False	shipped	unknown	24731	0	326888	none
off	QF_RDL/scheduling/swv12_2972.smt2	25	True	65536	unknown	24132	0	160152	none
2	QF_RDL/scheduling/swv12_2990.smt2	25	False	shipped	unknown	24230	0	331872	none
4	QF_RDL/scheduling/swv12_2990.smt2	25	False	shipped	unknown	24230	0	331872	none
16	QF_RDL/scheduling/swv12_2990.smt2	25	False	shipped	unknown	24230	0	331872	none
off	QF_RDL/scheduling/swv12_2990.smt2	25	True	65536	unknown	24130	0	130840	none
2	QF_RDL/scheduling/swv12_3004.smt2	25	False	shipped	unknown	24530	0	326364	none
4	QF_RDL/scheduling/swv12_3004.smt2	25	False	shipped	unknown	24530	0	326364	none
16	QF_RDL/scheduling/swv12_3004.smt2	25	False	shipped	unknown	24530	0	326364	none
off	QF_RDL/scheduling/swv12_3004.smt2	25	True	65536	unknown	24131	0	132688	none
2	QF_RDL/scheduling/swv12_3050.smt2	25	False	shipped	unknown	24228	0	336648	none
4	QF_RDL/scheduling/swv12_3050.smt2	25	False	shipped	unknown	24228	0	336648	none
16	QF_RDL/scheduling/swv12_3050.smt2	25	False	shipped	unknown	24228	0	336648	none
off	QF_RDL/scheduling/swv12_3050.smt2	25	True	65536	unknown	24131	0	166096	none
2	QF_RDL/scheduling/swv13_3000.smt2	25	False	shipped	unknown	24230	0	336816	none
4	QF_RDL/scheduling/swv13_3000.smt2	25	False	shipped	unknown	24230	0	336816	none
16	QF_RDL/scheduling/swv13_3000.smt2	25	False	shipped	unknown	24230	0	336816	none
off	QF_RDL/scheduling/swv13_3000.smt2	25	True	65536	unknown	24130	0	155848	none
2	QF_RDL/scheduling/swv13_3104.smt2	25	False	shipped	unknown	25131	0	338088	none
4	QF_RDL/scheduling/swv13_3104.smt2	25	False	shipped	unknown	25131	0	338088	none
16	QF_RDL/scheduling/swv13_3104.smt2	25	False	shipped	unknown	25131	0	338088	none
off	QF_RDL/scheduling/swv13_3104.smt2	25	True	65536	unknown	24231	0	196720	none
2	QF_RDL/scheduling/swv13_3150.smt2	25	False	shipped	unknown	24532	0	333668	none
4	QF_RDL/scheduling/swv13_3150.smt2	25	False	shipped	unknown	24532	0	333668	none
16	QF_RDL/scheduling/swv13_3150.smt2	25	False	shipped	unknown	24532	0	333668	none
off	QF_RDL/scheduling/swv13_3150.smt2	25	True	65536	unknown	24231	0	172528	none
2	QF_RDL/scheduling/swv13_3200.smt2	25	False	shipped	unknown	24230	0	342284	none
4	QF_RDL/scheduling/swv13_3200.smt2	25	False	shipped	unknown	24230	0	342284	none
16	QF_RDL/scheduling/swv13_3200.smt2	25	False	shipped	unknown	24230	0	342284	none
off	QF_RDL/scheduling/swv13_3200.smt2	25	True	65536	unknown	24232	0	192992	none
2	QF_RDL/scheduling/swv14_2800.smt2	25	False	shipped	unknown	24230	0	283944	none
4	QF_RDL/scheduling/swv14_2800.smt2	25	False	shipped	unknown	24230	0	283944	none
16	QF_RDL/scheduling/swv14_2800.smt2	25	False	shipped	unknown	24230	0	283944	none
off	QF_RDL/scheduling/swv14_2800.smt2	25	True	65536	unknown	24132	0	130332	none
2	QF_RDL/scheduling/swv14_2885.smt2	25	False	shipped	unknown	24230	0	287568	none
4	QF_RDL/scheduling/swv14_2885.smt2	25	False	shipped	unknown	24230	0	287568	none
16	QF_RDL/scheduling/swv14_2885.smt2	25	False	shipped	unknown	24230	0	287568	none
off	QF_RDL/scheduling/swv14_2885.smt2	25	True	65536	unknown	24132	0	136816	none
2	QF_RDL/scheduling/swv14_2895.smt2	25	False	shipped	unknown	24229	0	285524	none
4	QF_RDL/scheduling/swv14_2895.smt2	25	False	shipped	unknown	24229	0	285524	none
16	QF_RDL/scheduling/swv14_2895.smt2	25	False	shipped	unknown	24229	0	285524	none
off	QF_RDL/scheduling/swv14_2895.smt2	25	True	65536	unknown	24230	0	278092	none
2	QF_RDL/scheduling/swv14_2905.smt2	25	False	shipped	unknown	24296	0	286496	none
