file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	deepest	qtrace	giveup
AUFLIA/20170829-Rodin/smt1002232729905089644.smt2	unsat	0	206	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	161	179	na	na	na	(+19 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt1032124330408667615.smt2	unsat	0	106	6	q:mbqi-quick	q:forall-exists-witness	q:mbqi-quick	0	1	na	na	na	(+9 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt1067115465308413335.smt2	unsat	0	106	6	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	13	14	na	na	na	(+14 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt1091711852231921911.smt2	unknown	0	3511	19	none	q:mbqi	fd:bounded-completeness-unsat	1574	3462	na	na	na	egraph@1.772:declined;(+129 segments of other stages dropped)	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt1136788158000591388.smt2	sat	0	108	5	q:uf-fmf-probe	q:uf-fmf-probe	q:uf-fmf-probe	1	2	na	na	na	(+4 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt1187674192038390930.smt2	unsat	0	708	6	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	578	587	na	na	na	(+14 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt1231654042192635708.smt2	unknown	0	13319	19	none	q:mbqi	fd:bounded-completeness-unsat	10297	13213	na	na	na	egraph@2.906:declined;(+218 segments of other stages dropped)	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 36 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt1266019975548548376.smt2	unknown	0	1007	19	none	q:egraph	fd:bounded-completeness-unsat	375	931	na	na	na	egraph@0.632:declined;(+164 segments of other stages dropped)	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #173 has sort (Uninterpreted 1) that the pure-Rust BV backend cannot bit-blast
AUFLIA/20170829-Rodin/smt1311284198475742442.smt2	unsat	0	4210	8	q:mbqi	q:mbqi	q:mbqi	2279	4088	na	na	na	egraph@1.808:declined;(+224 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt1355243903664952549.smt2	unsat	0	4711	8	q:mbqi	q:mbqi	q:mbqi	2720	4637	na	na	na	egraph@1.914:declined;(+102 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt1401701765209513818.smt2	unsat	0	107	6	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	19	21	na	na	na	(+19 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt1450100185779015749.smt2	unknown	0	7012	19	none	q:mbqi	fd:bounded-completeness-unsat	2576	6972	na	na	na	egraph@3.751:declined;(+184 segments of other stages dropped)	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 20 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt1481896474875423539.smt2	unknown	0	24229	18	none	q:uf-fmf-probe	fd:bounded-completeness-unsat	12097	24121	na	na	na	egraph@13.887:declined;(+216 segments of other stages dropped)	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 12 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt1514353444141411009.smt2	unknown	0	14620	19	none	q:mbqi	fd:bounded-completeness-unsat	7246	14440	na	na	na	egraph@7.096:declined;(+72 segments of other stages dropped)	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt1573867544468288275.smt2	unsat	0	207	6	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	94	97	na	na	na	(+14 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt1631959920870685887.smt2	sat	0	108	5	q:uf-fmf-probe	q:forall-exists-witness	q:uf-fmf-probe	0	1	na	na	na	(+4 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt166962401924695243.smt2	unknown	0	2409	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1165	2372	na	na	na	egraph@1.207:declined;(+296 segments of other stages dropped)	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt1698635312226909992.smt2	unknown	0	25033	7	none	q:mbqi-quick	q:egraph	2051	2129	q:egraph	22870	euf:uf-arith-eager>euf:lazy-arith-overbound>euf:uf-arith-lazy>euf:fc-loop>euf:fc-round-solve>euf:round-incremental-arith>dpll-lia:new>dpll-lia:assert-all>dpll-lia:abstract	egraph@2.128:declined;(+79 segments of other stages dropped)	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
AUFLIA/20170829-Rodin/smt1729704176254333878.smt2	unsat	0	108	2	q:ground-subset	q:ground-subset	q:ground-subset	0	1	na	na	na	na	none
AUFLIA/20170829-Rodin/smt1771627171023737362.smt2	unsat	0	107	6	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	1	3	na	na	na	(+14 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt180530979292279200.smt2	unsat	0	108	2	q:ground-subset	fd:parse	q:ground-subset	0	1	na	na	na	na	none
AUFLIA/20170829-Rodin/smt1843139230315038241.smt2	unknown	0	22324	19	none	q:egraph	fd:bounded-completeness-unsat	18918	22287	na	na	na	egraph@20.497:declined;(+71 segments of other stages dropped)	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFLIA/20170829-Rodin/smt1884909837291707695.smt2	unsat	0	107	6	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	4	6	na	na	na	(+8 segments of other stages dropped)	none
AUFLIA/20170829-Rodin/smt1922106165112082235.smt2	unsat	0	808	6	q:mbqi-quick	q:mbqi-quick	q:mbqi-quick	696	703	na	na	na	(+14 segments of other stages dropped)	none
