file	axeyum	ax_s	ax_k	z3	z3_s	z3_k	cvc5	cvc5_s	cvc5_k	status
NRA/20220222-cut-three-circles/cut-out-1.smt2	unknown	1.41	ok	unknown	24.03	ok	unknown	26.22	rc134	unknown
NRA/keymaera/Ecoli-chemotaxis-node8285.smt2	unknown	24.03	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/bouncing-ball-inv-node6574.smt2	unsat	4.61	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/bouncing-ball-simple-node5587.smt2	unknown	24.03	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/dccs-example-node3897.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/dynamic_reaction_to_static_bounds.proof-node829.smt2	unknown	22.93	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-onelane.proof-node13822.smt2	unsat	3.81	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-onelane.proof-node17872.smt2	unsat	0.51	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-onelane.proof-node22337.smt2	unsat	0.31	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-onelane.proof-node29257.smt2	unsat	0.51	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-onelane.proof-node34036.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-onelane.proof-node3891.smt2	unknown	24.13	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-onelane.proof-node43329.smt2	unsat	3.61	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-onelane.proof-node4813.smt2	unsat	0.21	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-onelane.proof-node5338.smt2	unsat	2.71	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-onelane.proof-node6824.smt2	unsat	3.31	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-simple.proof-node102986.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-simple.proof-node107314.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-simple.proof-node110474.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-simple.proof-node11441.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-simple.proof-node118762.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-simple.proof-node122931.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-simple.proof-node126205.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-simple.proof-node130991.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
NRA/keymaera/intersection-example-simple.proof-node1348.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
