file	axeyum	ax_s	ax_k	z3	z3_s	z3_k	cvc5	cvc5_s	cvc5_k	status
AUFLIA/20170829-Rodin/smt1002232729905089644.smt2	unsat	0.31	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1032124330408667615.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1067115465308413335.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1091711852231921911.smt2	unknown	4.81	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1136788158000591388.smt2	sat	0.11	ok	sat	0.11	ok	unknown	0.11	ok	sat
AUFLIA/20170829-Rodin/smt1187674192038390930.smt2	unsat	0.51	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1231654042192635708.smt2	unknown	6.31	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1266019975548548376.smt2	unknown	1.21	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1311284198475742442.smt2	unsat	5.51	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1355243903664952549.smt2	unknown	6.42	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1401701765209513818.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1450100185779015749.smt2	unknown	10.61	ok	unknown	24.23	ok	unknown	26.20	rc134	unknown
AUFLIA/20170829-Rodin/smt1481896474875423539.smt2	unknown	24.22	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1514353444141411009.smt2	unknown	17.52	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1573867544468288275.smt2	unsat	0.21	ok	unsat	0.21	ok	unsat	0.11	ok	unsat
AUFLIA/20170829-Rodin/smt1631959920870685887.smt2	sat	0.11	ok	sat	0.11	ok	unknown	0.11	ok	sat
