ts	host	load1	foreign_pins
23:55:39	s5	2.07 0 
23:55:39	s6	2.36 0 
23:55:39	s7	2.50 0 
23:56:09	s5	2.69 0 
23:56:09	s6	2.91 0 
23:56:10	s7	3.19 0 
23:56:40	s5	3.14 0 
23:56:40	s6	2.95 0 
23:56:40	s7	3.37 0 
23:57:10	s5	3.24 0 
23:57:10	s6	2.97 0 
23:57:11	s7	3.62 0 
23:57:41	s5	3.47 0 
23:57:41	s6	2.98 0 
23:57:41	s7	3.49 0 
23:58:11	s5	3.68 0 
23:58:12	s6	2.99 0 
23:58:12	s7	3.36 0 
23:58:42	s5	3.81 0 
23:58:42	s6	2.92 0 
23:58:42	s7	3.22 0 
23:59:13	s5	3.88 0 
23:59:13	s6	2.89 0 
23:59:13	s7	3.20 0 
23:59:43	s5	4.04 0 
23:59:43	s6	2.93 0 
23:59:43	s7	3.11 0 
00:00:14	s5	3.63 0 
00:00:14	s6	3.15 0 
00:00:14	s7	3.00 0 
00:00:44	s5	3.28 0 
00:00:44	s6	3.09 0 
00:00:45	s7	2.87 0 
00:01:15	s5	3.17 0 
00:01:15	s6	2.65 0 
00:01:15	s7	2.86 0 
00:01:45	s5	3.04 0 
00:01:46	s6	2.54 0 
00:01:46	s7	2.97 0 
00:02:16	s5	3.02 0 
00:02:16	s6	2.32 0 
00:02:16	s7	2.90 0 
00:02:46	s5	2.96 0 
00:02:47	s6	2.20 0 
00:02:47	s7	3.00 0 
00:03:17	s5	2.98 0 
00:03:17	s6	2.12 0 
00:03:17	s7	3.00 0 
00:03:48	s5	3.05 0 
00:03:48	s6	2.00 0 
00:03:48	s7	3.00 0 
00:04:18	s5	3.10 0 
00:04:18	s6	2.00 0 
00:04:19	s7	2.94 0 
00:04:49	s5	3.06 0 
00:04:49	s6	2.16 0 
00:04:49	s7	2.76 0 
00:05:19	s5	2.95 0 
00:05:19	s6	2.18 0 
00:05:20	s7	2.52 0 
00:05:50	s5	2.63 0 
00:05:50	s6	2.11 0 
00:05:50	s7	2.38 0 
00:06:20	s5	2.30 0 
00:06:21	s6	2.06 0 
00:06:21	s7	2.30 0 
00:06:51	s5	1.99 0 
00:06:51	s6	2.22 0 
00:06:51	s7	2.23 0 
00:07:22	s5	2.39 0 
00:07:22	s6	2.14 0 
00:07:22	s7	2.20 0 
00:07:52	s5	2.63 0 
00:07:52	s6	2.08 0 
00:07:52	s7	2.12 0 
00:08:23	s5	2.86 0 
00:08:23	s6	2.10 0 
00:08:23	s7	2.13 0 
00:08:53	s5	2.46 0 
00:08:53	s6	2.06 0 
00:08:54	s7	2.09 0 
00:09:24	s5	2.39 0 
00:09:24	s6	2.19 0 
00:09:24	s7	2.06 0 
00:09:54	s5	1.93 0 
00:09:54	s6	2.11 0 
00:09:55	s7	2.03 0 
00:10:25	s5	1.56 0 
00:10:25	s6	2.07 0 
00:10:25	s7	2.08 0 
00:10:55	s5	1.34 0 
00:10:56	s6	2.04 0 
00:10:56	s7	2.06 0 
00:11:26	s5	1.20 0 
00:11:26	s6	2.16 0 
00:11:26	s7	2.09 0 
00:11:57	s5	0.73 0 
00:11:57	s6	2.10 0 
00:11:57	s7	1.99 0 
00:12:27	s5	0.84 0 
00:12:27	s6	2.74 0 
00:12:28	s7	2.68 0 
00:12:58	s5	0.90 0 
00:12:58	s6	3.24 0 
00:12:58	s7	3.20 0 
00:13:28	s5	0.94 0 
00:13:28	s6	3.54 0 
00:13:29	s7	3.55 0 
00:13:59	s5	0.97 0 
00:13:59	s6	3.99 0 
00:13:59	s7	3.73 0 
00:14:29	s5	0.98 0 
00:14:30	s6	4.00 0 
00:14:30	s7	4.00 0 
00:15:00	s5	0.99 0 
00:15:00	s6	3.93 0 
00:15:00	s7	4.07 0 
00:15:30	s5	1.00 0 
00:15:31	s6	3.90 0 
00:15:31	s7	4.09 0 
00:16:01	s5	1.73 0 
00:16:01	s6	3.94 0 
00:16:01	s7	4.12 0 
00:16:32	s5	2.18 0 
00:16:32	s6	3.96 0 
00:16:32	s7	4.02 0 
00:17:02	s5	2.50 0 
00:17:02	s6	3.98 0 
00:17:03	s7	4.01 0 
00:17:33	s5	2.85 0 
00:17:33	s6	4.04 0 
00:17:33	s7	4.06 0 
00:18:03	s5	2.97 0 
00:18:03	s6	4.03 0 
00:18:04	s7	3.97 0 
00:18:34	s5	2.90 0 
00:18:34	s6	4.09 0 
00:18:34	s7	3.98 0 
00:19:04	s5	2.56 0 
00:19:05	s6	3.99 0 
00:19:05	s7	4.01 0 
00:19:35	s5	2.34 0 
00:19:35	s6	3.99 0 
00:19:35	s7	3.66 0 
00:20:06	s5	2.20 0 
00:20:06	s6	4.00 0 
00:20:06	s7	3.40 0 
00:20:36	s5	2.12 0 
00:20:36	s6	4.13 0 
00:20:36	s7	3.18 0 
00:21:07	s5	2.07 0 
00:21:07	s6	4.01 0 
00:21:07	s7	3.11 0 
00:21:37	s5	2.10 0 
00:21:37	s6	4.00 0 
00:21:38	s7	3.29 0 
00:22:08	s5	2.06 0 
00:22:08	s6	4.00 0 
00:22:08	s7	3.17 0 
00:22:38	s5	2.03 0 
00:22:38	s6	3.94 0 
00:22:39	s7	2.94 0 
00:23:09	s5	2.02 0 
00:23:09	s6	3.85 0 
00:23:09	s7	3.04 0 
00:23:39	s5	2.01 0 
00:23:40	s6	3.92 0 
00:23:40	s7	3.11 0 
00:24:10	s5	2.69 0 
00:24:10	s6	3.81 0 
00:24:10	s7	3.45 0 
00:24:41	s5	3.21 0 
00:24:41	s6	3.89 0 
00:24:41	s7	3.73 0 
00:25:11	s5	3.45 0 
00:25:11	s6	3.93 0 
00:25:11	s7	3.65 0 
00:25:42	s5	3.67 0 
00:25:42	s6	3.96 0 
00:25:42	s7	3.74 0 
00:26:12	s5	3.80 0 
00:26:12	s6	3.98 0 
00:26:13	s7	3.56 0 
00:26:43	s5	3.96 0 
00:26:43	s6	3.79 0 
00:26:43	s7	3.18 0 
00:27:13	s5	4.03 0 
00:27:13	s6	3.40 0 
00:27:14	s7	2.66 0 
00:27:44	s5	3.67 0 
00:27:44	s6	2.69 0 
00:27:44	s7	2.42 0 
00:28:14	s5	3.37 0 
00:28:15	s6	3.25 0 
00:28:15	s7	3.06 0 
00:28:45	s5	3.23 0 
00:28:45	s6	3.80 0 
00:28:45	s7	3.25 0 
00:29:16	s5	3.14 0 
00:29:16	s6	4.28 0 
00:29:16	s7	3.43 0 
00:29:46	s5	3.08 0 
00:29:46	s6	4.22 0 
00:29:46	s7	3.38 0 
00:30:17	s5	3.19 0 
00:30:17	s6	4.06 0 
00:30:17	s7	3.63 0 
00:30:47	s5	3.11 0 
00:30:47	s6	4.03 0 
00:30:48	s7	3.70 0 
00:31:18	s5	2.67 0 
00:31:18	s6	4.02 0 
00:31:18	s7	3.83 0 
00:31:48	s5	2.07 0 
00:31:49	s6	3.94 0 
00:31:49	s7	3.91 0 
00:32:19	s5	1.64 0 
00:32:19	s6	3.97 0 
00:32:19	s7	4.01 0 
00:32:49	s5	1.42 0 
00:32:50	s6	3.93 0 
00:32:50	s7	4.01 0 
00:33:20	s5	1.25 0 
00:33:20	s6	3.91 0 
00:33:20	s7	3.87 0 
00:33:51	s5	1.15 0 
00:33:51	s6	3.95 0 
00:33:51	s7	3.92 0 
00:34:21	s5	1.09 0 
00:34:21	s6	3.97 0 
00:34:21	s7	3.96 0 
00:34:52	s5	1.11 0 
00:34:52	s6	3.55 0 
00:34:52	s7	3.69 0 
00:35:22	s5	1.06 0 
00:35:22	s6	2.94 0 
00:35:23	s7	2.95 0 
00:35:53	s5	1.04 0 
00:35:53	s6	2.36 0 
00:35:53	s7	2.51 0 
00:36:23	s5	1.13 0 
00:36:23	s6	1.82 0 
00:36:24	s7	2.28 0 
00:36:54	s5	1.08 0 
00:36:54	s6	1.50 0 
00:36:54	s7	2.10 0 
00:37:24	s5	1.04 0 
00:37:25	s6	1.28 0 
00:37:25	s7	2.06 0 
00:37:55	s5	1.02 0 
00:37:55	s6	1.24 0 
00:37:55	s7	2.04 0 
00:38:25	s5	1.01 0 
00:38:26	s6	1.22 0 
00:38:26	s7	1.94 0 
00:38:56	s5	1.01 0 
00:38:56	s6	1.19 0 
00:38:56	s7	1.96 0 
00:39:27	s5	1.00 0 
00:39:27	s6	1.11 0 
00:39:27	s7	2.04 0 
00:39:57	s5	1.00 0 
00:39:57	s6	1.07 0 
00:39:57	s7	2.02 0 
00:40:28	s5	1.00 0 
00:40:28	s6	1.04 0 
00:40:28	s7	2.00 0 
00:40:58	s5	1.07 0 
00:40:58	s6	1.02 0 
00:40:59	s7	1.98 0 
00:41:29	s5	1.04 0 
00:41:29	s6	1.02 0 
00:41:29	s7	2.04 0 
00:41:59	s5	1.81 0 
00:41:59	s6	1.54 0 
00:42:00	s7	2.03 0 
00:42:30	s5	2.42 0 
00:42:30	s6	2.29 0 
00:42:30	s7	2.52 0 
00:43:00	s5	2.73 0 
00:43:01	s6	2.96 0 
00:43:01	s7	3.02 0 
00:43:31	s5	2.89 0 
00:43:31	s6	3.43 0 
00:43:31	s7	2.87 0 
00:44:01	s5	2.93 0 
00:44:02	s6	3.88 0 
00:44:02	s7	2.93 0 
00:44:32	s5	3.03 0 
00:44:32	s6	3.86 0 
00:44:32	s7	3.11 0 
00:45:03	s5	2.94 0 
00:45:03	s6	3.84 0 
00:45:03	s7	3.07 0 
00:45:33	s5	2.57 0 
00:45:33	s6	3.82 0 
00:45:33	s7	3.04 0 
00:46:04	s5	2.40 0 
00:46:04	s6	3.81 0 
00:46:04	s7	2.74 0 
00:46:34	s5	2.24 0 
00:46:34	s6	3.83 0 
00:46:35	s7	2.52 0 
00:47:05	s5	2.13 0 
00:47:05	s6	3.90 0 
00:47:05	s7	2.38 0 
00:47:36	s5	2.08 0 
00:47:36	s6	3.94 0 
00:47:36	s7	2.23 0 
00:48:06	s5	2.05 0 
00:48:06	s6	3.90 0 
00:48:07	s7	2.14 0 
00:48:37	s5	2.03 0 
00:48:37	s6	4.02 0 
00:48:37	s7	2.14 0 
00:49:07	s5	2.13 0 
00:49:08	s6	3.89 0 
00:49:08	s7	2.09 0 
00:49:38	s5	2.00 0 
00:49:38	s6	3.93 0 
00:49:39	s7	2.05 0 
00:50:09	s5	2.00 0 
00:50:09	s6	3.96 0 
00:50:09	s7	2.95 0 
00:50:39	s5	2.08 0 
00:50:40	s6	3.93 0 
00:50:40	s7	3.30 0 
00:51:10	s5	2.13 0 
00:51:10	s6	3.96 0 
00:51:11	s7	3.57 0 
00:51:41	s5	2.13 0 
00:51:41	s6	3.85 0 
00:51:41	s7	3.59 0 
00:52:11	s5	2.08 0 
00:52:12	s6	3.86 0 
00:52:12	s7	3.41 0 
00:52:42	s5	2.10 0 
00:52:42	s6	4.02 0 
00:52:42	s7	2.92 0 
00:53:13	s5	2.06 0 
00:53:13	s6	4.03 0 
00:53:13	s7	2.47 0 
00:53:43	s5	2.04 0 
00:53:44	s6	4.07 0 
00:53:44	s7	2.39 0 
00:54:14	s5	2.02 0 
00:54:14	s6	3.70 0 
00:54:14	s7	2.31 0 
00:54:45	s5	1.23 0 
00:54:45	s6	3.33 0 
00:54:45	s7	2.26 0 
00:55:15	s5	0.74 0 
00:55:15	s6	3.20 0 
00:55:16	s7	2.16 0 
00:55:46	s5	0.45 0 
00:55:46	s6	3.01 0 
00:55:46	s7	2.09 0 
00:56:17	s5	0.27 0 
00:56:17	s6	3.09 0 
00:56:17	s7	2.11 0 
00:56:47	s5	0.16 0 
00:56:47	s6	2.82 0 
00:56:48	s7	2.00 0 
