file	axeyum	ax_s	ax_k	z3	z3_s	z3_k	cvc5	cvc5_s	cvc5_k	status
LRA/2010-Monniaux-QE/mjollnir1/formula_001.smt2	unknown	0.11	ok	unsat	0.21	ok	unknown	26.21	rc134	unknown
LRA/2010-Monniaux-QE/mjollnir1/formula_013.smt2	unknown	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir1/formula_026.smt2	unknown	0.11	ok	unsat	0.11	ok	unsat	0.41	ok	unsat
LRA/2010-Monniaux-QE/mjollnir1/formula_038.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
LRA/2010-Monniaux-QE/mjollnir1/formula_050.smt2	unknown	0.11	ok	unsat	0.11	ok	unknown	26.21	rc134	unsat
LRA/2010-Monniaux-QE/mjollnir1/formula_062.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
LRA/2010-Monniaux-QE/mjollnir1/formula_075.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
LRA/2010-Monniaux-QE/mjollnir1/formula_087.smt2	unknown	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
LRA/2010-Monniaux-QE/mjollnir1/formula_099.smt2	unknown	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
LRA/2010-Monniaux-QE/mjollnir1/formula_111.smt2	unknown	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir1/formula_124.smt2	unknown	0.11	ok	sat	0.11	ok	unknown	26.21	rc134	sat
LRA/2010-Monniaux-QE/mjollnir1/formula_136.smt2	unknown	0.11	ok	unsat	0.11	ok	unknown	26.61	rc134	unsat
LRA/2010-Monniaux-QE/mjollnir1/formula_148.smt2	unknown	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir1/formula_160.smt2	unknown	0.11	ok	sat	0.11	ok	sat	0.41	ok	sat
LRA/2010-Monniaux-QE/mjollnir1/formula_173.smt2	unknown	0.11	ok	sat	0.31	ok	unknown	26.21	rc134	unknown
LRA/2010-Monniaux-QE/mjollnir1/formula_185.smt2	unknown	0.11	ok	sat	0.11	ok	unknown	26.51	rc134	sat
LRA/2010-Monniaux-QE/mjollnir1/formula_197.smt2	unknown	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
LRA/2010-Monniaux-QE/mjollnir1/formula_209.smt2	unknown	0.11	ok	sat	0.11	ok	unknown	26.71	rc134	sat
LRA/2010-Monniaux-QE/mjollnir1/formula_222.smt2	unknown	0.11	ok	unsat	0.21	ok	unknown	26.21	rc134	unknown
LRA/2010-Monniaux-QE/mjollnir1/formula_234.smt2	unknown	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir1/formula_246.smt2	unknown	0.11	ok	unsat	0.31	ok	unknown	26.21	rc134	unknown
LRA/2010-Monniaux-QE/mjollnir1/formula_258.smt2	unknown	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir1/formula_271.smt2	unknown	0.11	ok	unsat	0.11	ok	unknown	26.21	rc134	unsat
LRA/2010-Monniaux-QE/mjollnir1/formula_283.smt2	unknown	0.11	ok	sat	0.11	ok	unknown	26.22	rc134	sat
LRA/2010-Monniaux-QE/mjollnir1/formula_295.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
LRA/2010-Monniaux-QE/mjollnir2/formula_007.smt2	unknown	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_020.smt2	unknown	0.11	ok	sat	10.32	ok	unknown	26.20	rc134	unknown
LRA/2010-Monniaux-QE/mjollnir2/formula_032.smt2	unknown	0.11	ok	unsat	0.11	ok	unknown	26.21	rc134	unsat
LRA/2010-Monniaux-QE/mjollnir2/formula_044.smt2	unknown	0.11	ok	unsat	0.61	ok	unknown	26.20	rc134	unknown
LRA/2010-Monniaux-QE/mjollnir2/formula_056.smt2	unknown	0.11	ok	sat	1.01	ok	unknown	26.21	rc134	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_069.smt2	unknown	0.11	ok	sat	0.11	ok	unknown	26.21	rc134	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_081.smt2	unknown	0.11	ok	unsat	2.71	ok	unknown	26.20	rc134	unsat
LRA/2010-Monniaux-QE/mjollnir2/formula_093.smt2	unknown	0.11	ok	sat	1.51	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_105.smt2	unknown	0.11	ok	unknown	24.02	ok	unknown	26.20	rc134	unknown
LRA/2010-Monniaux-QE/mjollnir2/formula_118.smt2	unknown	0.11	ok	sat	1.41	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_130.smt2	unknown	0.11	ok	sat	0.61	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_142.smt2	unknown	0.11	ok	sat	0.41	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_154.smt2	unknown	0.11	ok	sat	0.81	ok	unknown	26.21	rc134	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_167.smt2	unknown	0.11	ok	sat	6.41	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_179.smt2	unknown	0.11	ok	unsat	0.31	ok	unsat	0.11	ok	unsat
LRA/2010-Monniaux-QE/mjollnir2/formula_191.smt2	unknown	0.11	ok	sat	1.11	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_203.smt2	unknown	0.11	ok	sat	0.41	ok	unknown	26.21	rc134	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_216.smt2	unknown	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_228.smt2	unknown	0.11	ok	sat	0.41	ok	unknown	26.21	rc134	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_240.smt2	unknown	0.11	ok	unsat	3.21	ok	unknown	26.21	rc134	unknown
LRA/2010-Monniaux-QE/mjollnir2/formula_252.smt2	unknown	0.11	ok	sat	1.51	ok	sat	0.11	ok	sat
LRA/2010-Monniaux-QE/mjollnir2/formula_265.smt2	unknown	0.11	ok	unknown	24.03	ok	unknown	26.21	rc134	unknown
