file	axeyum	ax_s	ax_k	z3	z3_s	z3_k	cvc5	cvc5_s	cvc5_k	status
UFLIA/20230314-Jaroslav-Bendik-Certora/52759_b3ecd2335fd16ec2eee2_9_UFLIA.smt2	unknown	8.42	ok	sat	13.92	ok	unknown	5.62	ok	unknown
UFLIA/boogie/AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2	unknown	24.13	ok	unsat	0.11	ok	unsat	0.21	ok	unsat
UFLIA/boogie/Arrays_Q3-noinfer.smt2	unknown	24.13	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
UFLIA/boogie/AssignToRepField_AssignToRepField.N.smt2	unknown	24.13	ok	unsat	0.11	ok	unsat	0.21	ok	unsat
UFLIA/boogie/Bag2_Bag.Add_System.Int32.smt2	unknown	24.13	ok	unknown	24.13	ok	unknown	0.31	ok	unknown
UFLIA/boogie/BasicMethodology_SubClass..ctor.smt2	unknown	24.23	ok	unsat	0.51	ok	unsat	3.71	ok	unsat
UFLIA/boogie/Cast_Cast.R_System.Object_System.Int32.smt2	unknown	24.13	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
UFLIA/boogie/Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2	unknown	24.43	ok	unsat	0.21	ok	unsat	0.11	ok	unsat
UFLIA/boogie/DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2	unknown	22.22	ok	unsat	0.11	ok	unsat	0.41	ok	unsat
UFLIA/boogie/Ensures_Q-noinfer_8.smt2	unknown	24.13	ok	unknown	24.03	ok	unknown	0.11	ok	unknown
UFLIA/boogie/ExposeVersion_D..ctor-level_2.smt2	unknown	24.13	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
UFLIA/boogie/FormulaTerm_plus-noinfer_2.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
UFLIA/boogie/Interval_Cell.Shift_System.Int32.smt2	unknown	24.13	ok	unsat	0.11	ok	unsat	0.21	ok	unsat
UFLIA/boogie/LocalExpose_T.V1.smt2	unknown	25.04	ok	unknown	24.03	ok	unknown	26.21	rc134	unknown
UFLIA/boogie/MultipleErrors_P-showErrorTrace-vc_local_1.smt2	unknown	24.13	ok	unknown	24.04	ok	unknown	0.11	ok	unknown
UFLIA/boogie/Passification_good1-noinfer.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
