file	verdict	wall_ms	detail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/bindag/x2015_09_10_16_53_56_537_1094926.smt_in.smt2	unknown	15421	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_57_47_544_1522663.smt_in.smt2	unknown	26733	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_00_37_157_1687977.smt_in.smt2	unknown	8115	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_04_05_259_1960786.smt_in.smt2	unknown	14422	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_42_195_2416479.smt_in.smt2	unknown	24534	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_10_47_003_2500061.smt_in.smt2	unknown	14521	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_20_02_499_2906170.smt_in.smt2	unknown	25734	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_stream/x2015_09_10_17_25_01_009_1227491.smt_in.smt2	unknown	21231	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_46_58_732_1021788.smt_in.smt2	unknown	24439	unknown kind=ResourceLimit detail: quantified solve time budget exhausted after e-matching 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_53_37_371_1432776.smt_in.smt2	unknown	18526	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/parallel/x2015_09_10_16_57_14_271_1048482.smt_in.smt2	unknown	22732	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_49_54_437_992499.smt_in.smt2	unknown	6014	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_51_44_982_1071529.smt_in.smt2	unknown	16725	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/grasshopper/instantiated/dl_remove_postcondition_of_dl_remove_50_4.smt2	unknown	24133	unknown kind=ResourceLimit detail: quantified solve time budget exhausted after e-matching 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/grasshopper/uninstantiated/dl_copy_invariant_19_2.smt2	unknown	24330	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/grasshopper/uninstantiated/dl_remove_loop_invariant_35_5.smt2	unknown	7714	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Arrow_Order/smtlib.663965.smt2	unknown	30038	unknown kind=Incomplete detail: instantiation is satisfiable; the universal may still be violated outside the instantiated terms 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Arrow_Order/uf.704291.smt2	unknown	26034	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Arrow_Order/uf.813308.smt2	unknown	24131	unknown kind=ResourceLimit detail: quantified solve time budget exhausted after e-matching 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Arrow_Order/uf.850780.smt2	unknown	26131	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/FFT/uf.573210.smt2	unknown	24127	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/FFT/uf.863296.smt2	unknown	24040	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1065126.smt2	unknown	24141	unknown kind=ResourceLimit detail: quantified solve time budget exhausted after e-matching 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1158058.smt2	unknown	24439	unknown kind=ResourceLimit detail: quantified solve time budget exhausted after e-matching 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1198393.smt2	unknown	24128	unknown kind=ResourceLimit detail: quantified solve time budget exhausted after e-matching 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Fundamental_Theorem_Algebra/uf.974621.smt2	unknown	28233	unknown kind=ResourceLimit detail: quantified solve time budget exhausted after e-matching 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Hoare/smtlib.1116374.smt2	unknown	24133	unknown kind=Incomplete detail: instantiation is satisfiable; the universal may still be violated outside the instantiated terms 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Hoare/uf.834137.smt2	unknown	5512	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Hoare/uf.966336.smt2	unknown	24134	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/NS_Shared/smtlib.678332.smt2	unknown	5026	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/TypeSafe/smtlib.1098821.smt2	unknown	24241	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/TypeSafe/uf.1008626.smt2	unknown	26533	unknown kind=Incomplete detail: query has quantifiers instantiation does not reach (nested, existential, or non-top-level) 
