file	L2S0_1	L2S0_2	L2S0_3	L2S3_1	L2S3_2	L2S3_3	L3S0_1	L3S0_2	L3S0_3	L3S3_1	L3S3_2	L3S3_3	L2S0	L2S3	L3S0	L3S3
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__n-21.t2__p3984_terminationG_0.smt2	unsat/0/10713	unsat/0/10810	unsat/0/10810	unsat/0/10809	unsat/0/10811	unsat/0/10813	unsat/0/9310	unsat/0/9310	unsat/0/9311	unsat/0/9312	unsat/0/9310	unsat/0/9310	DECIDED	DECIDED	DECIDED	DECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/305.smt2	sat/0/7409	sat/0/7410	sat/0/7410	sat/0/7409	sat/0/7410	sat/0/7410	sat/0/9911	sat/0/9913	sat/0/9909	sat/0/9910	sat/0/9911	sat/0/9913	DECIDED	DECIDED	DECIDED	DECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/39.smt2	sat/0/7912	sat/0/7912	sat/0/7913	sat/0/7809	sat/0/7910	sat/0/7913	unknown/0/24221	unknown/0/24223	unknown/0/24219	unknown/0/24119	unknown/0/24127	unknown/0/24220	DECIDED	DECIDED	UNDECIDED	UNDECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/combined/f2_rw160.smt2	unsat/0/607	unsat/0/606	unsat/0/606	unsat/0/607	unsat/0/606	unsat/0/606	unsat/0/606	unsat/0/606	unsat/0/606	unsat/0/606	unsat/0/606	unsat/0/606	DECIDED	DECIDED	DECIDED	DECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/combined/t3_rw96.smt2	unsat/0/1007	unsat/0/1007	unsat/0/1007	unsat/0/1007	unsat/0/1006	unsat/0/1007	unsat/0/1006	unsat/0/1007	unsat/0/1007	unsat/0/1007	unsat/0/1006	unsat/0/1006	DECIDED	DECIDED	DECIDED	DECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/full/f2_rw120.smt2	unsat/0/106	unsat/0/106	unsat/0/106	unsat/0/106	unsat/0/106	unsat/0/106	unsat/0/106	unsat/0/106	unsat/0/106	unsat/0/107	unsat/0/106	unsat/0/106	DECIDED	DECIDED	DECIDED	DECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/full/t3_rw25.smt2	unsat/0/10312	unsat/0/10713	unknown/0/14014	unsat/0/5210	unsat/0/5209	unsat/0/5208	unknown/0/14014	unknown/0/14013	unknown/0/14015	unsat/0/5909	unsat/0/5609	unsat/0/5608	MIXED	DECIDED	UNDECIDED	DECIDED
