file	A1	A2	A3	B1	B2	B3	verdict
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__n-21.t2__p3984_terminationG_0.smt2	unsat/0	unsat/0	unsat/0	unknown/0	unknown/0	unknown/0	STABLE-LOSS
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/305.smt2	unknown/0	unknown/0	unknown/0	sat/0	sat/0	sat/0	STABLE-GAIN
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/39.smt2	unknown/0	unknown/0	unknown/0	sat/0	sat/0	unknown/0	UNSTABLE
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/combined/f2_rw160.smt2	unknown/0	unknown/0	unknown/0	unsat/0	unsat/0	unsat/0	STABLE-GAIN
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/combined/t3_rw96.smt2	unknown/0	unknown/0	unknown/0	unsat/0	unsat/0	unsat/0	STABLE-GAIN
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/full/f2_rw120.smt2	unknown/0	unknown/0	unknown/0	unsat/0	unsat/0	unsat/0	STABLE-GAIN
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/full/t3_rw25.smt2	unknown/0	unknown/0	unknown/0	unsat/0	unsat/0	unsat/0	STABLE-GAIN
