file	L0S0_1	L0S0_2	L0S0_3	L1S0_1	L1S0_2	L1S0_3	L0S3_1	L0S3_2	L0S3_3	L1S3_1	L1S3_2	L1S3_3	L0S0	L1S0	L0S3	L1S3
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__n-21.t2__p3984_terminationG_0.smt2	unknown/0/24114	unknown/0/24122	unknown/0/24121	unknown/0/24125	unknown/0/24120	unknown/0/24121	unknown/0/24126	unknown/0/24122	unsat/0/9310	unknown/0/24222	unknown/0/24124	unknown/0/24121	UNDECIDED	UNDECIDED	MIXED	UNDECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/305.smt2	unknown/0/24116	unknown/0/24120	unknown/0/24118	sat/0/7310	sat/0/7312	sat/0/7309	unknown/0/24119	unknown/0/24116	unknown/0/24120	sat/0/7309	sat/0/7309	sat/0/7510	UNDECIDED	DECIDED	UNDECIDED	DECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/39.smt2	unknown/0/24126	unknown/0/24125	unknown/0/24221	sat/0/10613	sat/0/10611	sat/0/10513	unknown/0/24124	unknown/0/24223	unknown/0/24126	sat/0/10611	sat/0/10613	sat/0/10513	UNDECIDED	DECIDED	UNDECIDED	DECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/combined/f2_rw160.smt2	unknown/0/24123	unknown/0/24222	unknown/0/24218	unsat/0/607	unsat/0/607	unsat/0/606	unknown/0/24223	unknown/0/24624	unknown/0/24518	unsat/0/606	unsat/0/606	unsat/0/707	UNDECIDED	DECIDED	UNDECIDED	DECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/combined/t3_rw96.smt2	unknown/0/24319	unknown/0/24422	unknown/0/24325	unsat/0/1106	unsat/0/1007	unsat/0/1007	unknown/0/24422	unknown/0/24422	unknown/0/24420	unsat/0/1006	unsat/0/1007	unsat/0/1007	UNDECIDED	DECIDED	UNDECIDED	DECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/full/f2_rw120.smt2	unknown/0/14016	unknown/0/14016	unknown/0/14015	unsat/0/106	unsat/0/106	unsat/0/106	unknown/0/14114	unknown/0/14114	unknown/0/14014	unsat/0/107	unsat/0/106	unsat/0/106	UNDECIDED	DECIDED	UNDECIDED	DECIDED
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFNIA/2019-Preiner/full/t3_rw25.smt2	unknown/0/14012	unknown/0/14014	unknown/0/14014	unknown/0/14012	unknown/0/14013	unknown/0/14013	unknown/0/14013	unknown/0/14017	unknown/0/14015	unsat/0/5509	unsat/0/5510	unsat/0/5508	UNDECIDED	UNDECIDED	UNDECIDED	DECIDED
