file	order	a_verdict	a_s	a_rc	a_giveup	b_verdict	b_s	b_rc	b_giveup
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/convert/convert-jpg2gif-query-1143.smt2	ab	sat	8.7	0	none	sat	8.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/convert/convert-jpg2gif-query-1214.smt2	ba	unsat	0.2	0	none	unsat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/dillig/20-30.smt2	ab	sat	20.5	0	none	sat	13.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/dillig/30-34.smt2	ba	sat	1.1	0	none	sat	1.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/dillig/40-30.smt2	ab	sat	15.6	0	none	sat	23.6	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/mathsat/FISCHER6-4-fair.smt2	ba	unsat	0.7	0	none	unsat	0.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/pb2010/normalized-j606_1-unsat.smt2	ab	unsat	0.3	0	none	unsat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/prime-cone/prime_cone_unsat_20.smt2	ba	unsat	0.2	0	none	unsat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/slacks/25-12.slack.smt2	ab	sat	4.4	0	none	sat	4.5	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/slacks/35-11.slack.smt2	ba	sat	8.9	0	none	sat	6.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/slacks/40-8.slack.smt2	ab	sat	10.5	0	none	sat	10.5	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E7E27.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_9.smt2	ba	unsat	2.7	0	none	unsat	2.8	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/ball_count_1d_plain.04.seq_lazy_global_9.smt2	ab	unsat	1.4	0	none	unsat	1.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_9.smt2	ba	unsat	2.7	0	none	unsat	2.8	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_9.smt2	ab	unsat	7.2	0	none	unsat	6.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/ball_count_2d_hill.10.seq_lazy_linear_enc_lemmas_global_9.smt2	ba	unsat	6.1	0	none	unsat	8.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/ball_count_2d_hill_simple.03.seq_lazy_global_9.smt2	ab	unsat	1.7	0	none	unsat	1.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/ball_count_2d_hill_simple.05.seq_lazy_linear_enc_lemmas_global_9.smt2	ba	unsat	2.7	0	none	unsat	3.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/ball_count_2d_plain.02.seq_lazy_global_9.smt2	ab	unsat	1.7	0	none	unsat	1.5	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_9.smt2	ba	unsat	3.5	0	none	unsat	3.9	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/ball_count_2d_slope.01.seq_lazy_linear_enc_global_9.smt2	ab	unsat	3.3	0	none	unsat	4.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/ball_count_2d_slope.05.seq_lazy_lemmas_global_9.smt2	ba	unsat	8.1	0	none	unsat	8.9	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/CONVOI2/CONVOI2-chunk-0028.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0025.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0103.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/Chua/2/VC1/U/Chua-2-VC1-U-chunk-0070.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/asin/8/vars4/asin-8-vars4-chunk-0049.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0224.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0121.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0425.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0174.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0588.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0081.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0011.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0285.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/sin/344/3/sin-344-3-chunk-0018.smt2	ba	sat	6.1	0	none	sat	6.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/sin/problem/10/sin-problem-10-3-chunk-0028.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0070.smt2	ba	sat	0.6	0	none	sat	0.6	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0160.smt2	ab	unknown	24.1	0	kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	unknown	24.1	0	kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/sqrt/problem/sqrt-problem-Melquiond2-chunk-0063.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking01.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking05.smt2	ba	sat	0.2	0	none	sat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking09.smt2	ab	sat	0.5	0	none	sat	0.5	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking13.smt2	ba	sat	0.9	0	none	sat	0.9	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking17.smt2	ab	sat	1.6	0	none	sat	1.6	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking21.smt2	ba	sat	2.3	0	none	sat	2.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-depth-4.smt2	ab	sat	3.3	0	none	sat	3.9	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-width-3.smt2	ba	sat	1.1	0	none	sat	1.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-05.smt2	ab	sat	0.2	0	none	sat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-09.smt2	ba	sat	0.4	0	none	sat	0.5	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-40.smt2	ab	sat	1.4	0	none	sat	1.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-90.smt2	ba	sat	5.7	0	none	sat	4.5	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer3-mutex-11.smt2	ab	unsat	0.7	0	none	unsat	0.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer3-mutex-15.smt2	ba	unsat	1.6	0	none	unsat	1.8	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer3-mutex-19.smt2	ab	unsat	3.4	0	none	unsat	4.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer3-mutex-4.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer3-mutex-8.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer6-mutex-11.smt2	ba	unsat	4.9	0	none	unsat	5.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer6-mutex-15.smt2	ab	unsat	16.9	0	none	unsat	13.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer6-mutex-19.smt2	ba	unknown	24.2	0	kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	unknown	24.2	0	kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer6-mutex-4.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer6-mutex-8.smt2	ba	unsat	1.0	0	none	unsat	1.0	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer9-mutex-11.smt2	ab	unsat	13.0	0	none	unsat	17.6	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer9-mutex-4.smt2	ba	unsat	0.2	0	none	unsat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer9-mutex-8.smt2	ab	unsat	1.4	0	none	unsat	0.8	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/abz5_1234.smt2	ba	sat	5.7	0	none	sat	5.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/abz6_1100.smt2	ab	sat	0.3	0	none	sat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/abz7_500.smt2	ba	unsat	6.8	0	none	unsat	7.6	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb02_1000.smt2	ab	sat	1.4	0	none	sat	1.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb02_900.smt2	ba	sat	1.7	0	none	sat	1.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb04_1100.smt2	ab	sat	0.5	0	none	sat	0.6	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb05_1000.smt2	ba	sat	0.8	0	none	sat	0.8	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb05_900.smt2	ab	unknown	24.0	0	kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Incomplete] online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	sat	11.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb07_250.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb07_550.smt2	ab	sat	0.2	0	none	sat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb08_888.smt2	ba	unsat	11.9	0	none	unsat	13.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb09_800.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb10_800.smt2	ba	unsat	0.2	0	none	unsat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2015-Norn/HammingDistance/norn-benchmark-402.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/11458.corecstrs.readable.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/14746.corecstrs.readable.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/2854.corecstrs.readable.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/5122.corecstrs.readable.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/8062.corecstrs.readable.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/new.33227.corecstrs.readable.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/unsat/big/22110.corecstrs.readable.smt2	ab	unsat	0.3	0	none	unsat	0.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/unsat/small/25335.corecstrs.readable.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/unsat/small/30903.corecstrs.readable.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-td/httplib2/httplib2-entry-disposition/4539fadfb1209165a954a544a05bc56639f113d24703a008c646838d.smt2	ba	sat	0.6	0	none	sat	0.6	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-td/httplib2/httplib2-entry-disposition/ade85bd160b0d459b768cedd94bc656acd5eef0e438b73ade363269a.smt2	ab	sat	0.7	0	none	sat	0.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-z3/httplib2/httplib2-entry-disposition/06cb442f5deb35a5d8d6f9c91636908d643a811d4da4d8979c2ce21a.smt2	ba	sat	0.4	0	none	sat	0.5	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-z3/httplib2/httplib2-entry-disposition/598961dd37999d0e41e4039f4be9eecd640e2f08e95f5ccc95aba542.smt2	ab	sat	0.9	0	none	sat	0.9	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-z3/httplib2/httplib2-entry-disposition/aa8a76a8c8a6c8167647eb0dc902c6252248a7d47af8a36eab4e44d7.smt2	ba	sat	0.5	0	none	sat	0.6	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-z3/httplib2/httplib2-entry-disposition/f7fd96bb23243f991f055e10848332847f1871cce68fc676e89de7fa.smt2	ab	sat	0.6	0	none	sat	0.6	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-z3/pymongo/pymongo-mongoclient/8a7514bb8c5384f604116f6d3bda0b65f67e13f2970e830a4b105930.smt2	ba	unsat	0.4	0	none	unsat	0.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-zz/httplib2/httplib2-entry-disposition/0ebdc8e6e12599cb7d7a20aca37cc4ad3567f668f7c3c9de4d11bb7d.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-zz/httplib2/httplib2-entry-disposition/3ab99205fb43437813f1b0792dc037c825e18dc7dbbfd72769a661db.smt2	ba	sat	24.2	0	none	sat	24.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-zz/httplib2/httplib2-entry-disposition/65362313b565e39b261ca6969155b6dab4aaded0ab943a4f32e11f3c.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-zz/httplib2/httplib2-entry-disposition/918b4a5a3c8d4573d6b7ed99e517c7cf1499a0506237b3f58f788167.smt2	ba	sat	0.4	0	none	sat	0.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-zz/httplib2/httplib2-entry-disposition/bbdf29885fa497e31811b5a017526c7fe23b987d277dd91800b693de.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-zz/httplib2/httplib2-entry-disposition/e9c31a7a14ee970fdaa7949b7439a77871d89e3f5b0c34fca6504062.smt2	ba	sat	2.3	0	none	sat	3.8	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-zz/pymongo/pymongo-mongoclient/2982bc61e5adedbf088b093baca939987c5bcd853da2cffab329a51d.smt2	ab	sat	0.2	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-Leetcode/minCut/d5b4eb02b18d19ffaeebfb28cc663e6bc15658a2bcfc16689f2edbe0.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-Leetcode/validPalindrome/37cf9ead15474a8cc8203d22f528fe55cf756a2a53b8637f31c3a2bc.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-full_str_int/py-conbyte_cvc4/leetcode_int-restoreIpAddresses/6369.smt2	ba	unsat	0.6	0	none	unsat	0.6	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-full_str_int/py-conbyte_cvc4/leetcode_int-restoreIpAddresses/7885.smt2	ab	unsat	0.2	0	none	unsat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20190311-str-small-rw-Noetzli/str-term-small-rw/str-term-small-rw_477.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230327-stringfuzz-lu/generated/regexbig/regex-big-00176-2.smt2	ab	sat	0.2	0	none	sat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230327-stringfuzz-lu/generated/regexpair/regex-pair-00096-11.smt2	ba	sat	0.2	0	none	sat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-graft-fuzz.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-010-fuzz-translate-fuzz.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-019-unsat-fuzz-fuzz-reverse.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-027-reverse-translate-rotate.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-045-unsat-graft-reverse-fuzz.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20240411-redos_attack_detection/sat/1176_attack.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/TwoSquares/smtlib.602046.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/TwoSquares/smtlib.675482.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/hard/hard7.smt2	ba	unsat	11.8	0	none	unsat	12.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/medium/medium19.smt2	ab	unsat	18.4	0	none	unsat	18.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_03_08.smt2	ba	sat	1.6	0	none	sat	1.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_03_20.smt2	ab	sat	18.0	0	none	sat	17.9	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_04_14.smt2	ba	sat	18.3	0	none	sat	18.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_05_08.smt2	ab	sat	18.4	0	none	sat	18.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_05_20.smt2	ba	sat	18.4	0	none	sat	18.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_06_14.smt2	ab	sat	18.5	0	none	sat	18.5	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_07_08.smt2	ba	sat	18.4	0	none	sat	18.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_07_20.smt2	ab	sat	18.5	0	none	sat	18.5	0	none
