file	base	base_ms	base_rc	base_bound_by	base_giveup	arm	arm_ms	arm_rc	arm_bound_by	arm_giveup	first	status
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_57_47_544_1522663.smt_in.smt2	unknown	25437	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unknown	25231	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_58_55_174_1583194.smt_in.smt2	unknown	8718	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 11 rounds (no further instance to admit; more rounds cannot help)	unknown	10120	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 11 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_59_50_619_1635445.smt_in.smt2	unsat	5216	0	q:uf-fmf-probe	none	unsat	5314	0	q:uf-fmf-probe	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_00_37_157_1687977.smt_in.smt2	unknown	25037	0	q:mbqi-quick	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unknown	25033	0	q:mbqi-quick	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_01_24_430_1743988.smt_in.smt2	unsat	3412	0	q:uf-fmf-probe	none	unsat	3411	0	q:uf-fmf-probe	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_01_325_1794353.smt_in.smt2	unsat	4215	0	q:uf-fmf-probe	none	unsat	4213	0	q:uf-fmf-probe	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_44_169_1850576.smt_in.smt2	sat	710	0	q:uf-fmf-probe	none	sat	708	0	q:uf-fmf-probe	none	base	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_03_24_482_1905427.smt_in.smt2	unsat	4515	0	q:uf-fmf-probe	none	unsat	4513	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_04_05_259_1960786.smt_in.smt2	unknown	6516	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 9 rounds (no further instance to admit; more rounds cannot help)	unknown	7315	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 9 rounds (no further instance to admit; more rounds cannot help)	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_03_974_2039882.smt_in.smt2	unsat	1411	0	q:uf-fmf-probe	none	unsat	1410	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_53_248_2106236.smt_in.smt2	unknown	24837	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)	unknown	25134	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_06_31_491_2161158.smt_in.smt2	unknown	22133	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	unknown	25135	0	q:egraph	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_07_15_208_2222772.smt_in.smt2	unsat	2612	0	q:uf-fmf-probe	none	unsat	2510	0	q:uf-fmf-probe	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_08_02_969_2287043.smt_in.smt2	sat	210	0	q:uf-fmf-probe	none	sat	209	0	q:uf-fmf-probe	none	arm	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_02_023_2365793.smt_in.smt2	unsat	19428	0	q:egraph	none	unsat	5314	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_42_195_2416479.smt_in.smt2	unsat	5115	0	q:uf-fmf-probe	none	unsat	5213	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_10_47_003_2500061.smt_in.smt2	unknown	5917	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 10 rounds (no further instance to admit; more rounds cannot help)	unknown	6916	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 10 rounds (no further instance to admit; more rounds cannot help)	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_11_51_397_2586526.smt_in.smt2	unsat	2712	0	q:uf-fmf-probe	none	unsat	2811	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_12_42_984_2647208.smt_in.smt2	unknown	8218	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	unknown	8315	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_14_27_814_2704160.smt_in.smt2	unsat	2113	0	q:uf-fmf-probe	none	unsat	2112	0	q:uf-fmf-probe	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_16_38_492_2773691.smt_in.smt2	unknown	25137	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unknown	25135	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_18_11_407_2828424.smt_in.smt2	unsat	110	0	fd:parse	none	unsat	109	0	fd:parse	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_20_02_499_2906170.smt_in.smt2	none	25317	134	na	none	unknown	25435	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_stream/x2015_09_10_17_23_15_283_1135882.smt_in.smt2	unknown	11823	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 9 rounds (no further instance to admit; more rounds cannot help)	unknown	13522	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 9 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_stream/x2015_09_10_17_25_01_009_1227491.smt_in.smt2	unknown	9819	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	unknown	10519	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_47_53_600_1082171.smt_in.smt2	unknown	12122	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	unknown	12621	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_49_31_231_1150288.smt_in.smt2	unknown	9219	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 12 rounds (no further instance to admit; more rounds cannot help)	unknown	10018	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 12 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_46_58_732_1021788.smt_in.smt2	unknown	22133	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	unknown	22231	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_48_12_933_1099247.smt_in.smt2	unknown	13323	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)	unknown	14624	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_49_00_867_1155527.smt_in.smt2	unknown	8420	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 17 rounds (no further instance to admit; more rounds cannot help)	unknown	8217	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 17 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_10_583_1232628.smt_in.smt2	unknown	12722	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation stopped after 12 rounds: the remaining budget could not fit another round with growth headroom	unknown	16526	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 15 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_58_676_1284981.smt_in.smt2	unknown	11922	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	unknown	13022	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_51_47_018_1336429.smt_in.smt2	unsat	7619	0	q:uf-fmf-probe	none	unsat	7113	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/koenigslemma/x2015_09_10_16_53_46_012_1142719.smt_in.smt2	unsat	4414	0	q:uf-fmf-probe	none	unsat	4213	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/llist2/x2015_09_10_16_51_00_862_1095417.smt_in.smt2	unknown	25537	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unknown	25336	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/llist2/x2015_09_10_16_55_07_530_1265987.smt_in.smt2	unsat	3013	0	q:uf-fmf-probe	none	unsat	3110	0	q:uf-fmf-probe	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/lmirror/x2015_09_10_16_48_05_804_1088878.smt_in.smt2	unsat	4414	0	q:uf-fmf-probe	none	unsat	5714	0	q:mbqi-quick	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/sorted_list_operations/x2015_09_10_16_47_45_306_1071226.smt_in.smt2	unknown	10021	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	unknown	11120	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/splay_tree_analysis/x2015_09_10_16_56_26_954_1077626.smt_in.smt2	unsat	2913	0	q:uf-fmf-probe	none	unsat	2911	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_57_45_684_1164560.smt_in.smt2	unknown	25338	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unknown	25335	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	base	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_59_31_681_1283677.smt_in.smt2	unsat	9920	0	q:uf-fmf-probe	none	unsat	10219	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_17_00_58_384_1387951.smt_in.smt2	unknown	19731	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)	unknown	21131	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_47_09_717_1045403.smt_in.smt2	unsat	2512	0	q:uf-fmf-probe	none	unsat	2510	0	q:uf-fmf-probe	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_48_16_393_1116135.smt_in.smt2	unknown	16929	0	q:uf-fmf-probe	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)	unknown	17727	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_49_03_424_1170927.smt_in.smt2	unknown	18932	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 23 rounds (no further instance to admit; more rounds cannot help)	unknown	23530	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 23 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_49_56_787_1224974.smt_in.smt2	unsat	4915	0	q:uf-fmf-probe	none	unsat	5014	0	q:uf-fmf-probe	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_50_56_024_1276224.smt_in.smt2	unsat	3712	0	q:uf-fmf-probe	none	unsat	3913	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_51_51_841_1328720.smt_in.smt2	unknown	18029	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 10 rounds (no further instance to admit; more rounds cannot help)	unknown	25035	0	q:mbqi-quick	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_52_38_709_1379263.smt_in.smt2	unknown	9920	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)	unknown	11120	0	q:uf-fmf-probe	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_53_37_371_1432776.smt_in.smt2	unknown	23034	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	unknown	25132	0	q:uf-fmf-full	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_54_32_375_1480522.smt_in.smt2	unsat	3713	0	q:uf-fmf-probe	none	unsat	3914	0	q:uf-fmf-probe	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_55_24_325_1534085.smt_in.smt2	unknown	21633	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	24635	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 9 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/koenig/x2015_09_10_16_45_05_341_1010900.smt_in.smt2	unknown	14827	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	unknown	16026	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/parallel/x2015_09_10_16_57_14_271_1048482.smt_in.smt2	unknown	25237	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unknown	25335	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_49_54_437_992499.smt_in.smt2	unknown	9319	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	unknown	9819	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_50_41_894_1052743.smt_in.smt2	unsat	2612	0	q:uf-fmf-probe	none	unsat	2411	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_51_42_659_1137578.smt_in.smt2	unsat	1712	0	q:uf-fmf-probe	none	unsat	1811	0	q:uf-fmf-probe	none	base	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_52_32_920_1212907.smt_in.smt2	unknown	24135	0	q:egraph	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown	24130	0	q:egraph	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_53_32_038_1322967.smt_in.smt2	unknown	16726	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	24132	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_54_34_841_1436021.smt_in.smt2	unknown	19230	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	24328	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_55_27_693_1550802.smt_in.smt2	unknown	19430	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)	unknown	20930	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_56_17_304_1652193.smt_in.smt2	unknown	16523	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation stopped after 7 rounds: the remaining budget could not fit another round with growth headroom	unknown	24135	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_58_30_303_1827001.smt_in.smt2	unknown	10020	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)	unknown	11621	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_59_12_776_1884727.smt_in.smt2	unknown	20929	0	q:egraph	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	24635	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 9 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_46_52_587_993366.smt_in.smt2	unknown	17629	0	q:uf-fmf-probe	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	unknown	19629	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_48_19_087_1086853.smt_in.smt2	unknown	24837	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)	unknown	24831	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_49_15_141_1153946.smt_in.smt2	unknown	13825	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)	unknown	14023	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/gandl/bird_tree/x2015_09_10_16_54_37_804_1017588.smt_in.smt2	unsat	9019	0	q:uf-fmf-probe	none	unsat	9218	0	q:uf-fmf-probe	none	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/gandl/cotree/x2015_09_10_16_50_45_438_1077294.smt_in.smt2	unknown	25235	0	q:uf-fmf-probe	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unknown	24635	0	q:uf-fmf-probe	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	arm	unknown
UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_51_44_982_1071529.smt_in.smt2	unknown	18230	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	unknown	21226	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_53_52_641_1189730.smt_in.smt2	unsat	109	0	fd:parse	none	unsat	108	0	fd:parse	none	base	unsat
UF/20190906-CLEARSY/0016/00980.smt2	unsat	409	0	q:uf-fmf-probe	none	unsat	408	0	q:uf-fmf-probe	none	base	unsat
UF/20201221-induction-by-reflection-schoisswohl/reflectiveInductive/distr-0.smt2	unknown	19124	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 48 rounds (no further instance to admit; more rounds cannot help)	unknown	19430	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 48 rounds (no further instance to admit; more rounds cannot help)	base	unknown
UF/grasshopper/instantiated/dl_copy_loop_check_heap_access_31_6.smt2	unsat	1311	0	q:uf-fmf-probe	none	unsat	1310	0	q:uf-fmf-probe	none	base	unsat
