file	base	base_ms	base_rc	base_bound_by	base_giveup	arm	arm_ms	arm_rc	arm_bound_by	arm_giveup	first	status
AUFLIA/20170829-Rodin/smt2213284030338512242.smt2	unknown	12319	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)	unknown	15425	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
AUFLIA/20170829-Rodin/smt224183427884507976.smt2	unknown	7518	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 80 rounds (no further instance to admit; more rounds cannot help)	unknown	8417	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 80 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
AUFLIA/20170829-Rodin/smt2272272411617405599.smt2	unsat	611	0	q:mbqi-quick	none	unsat	810	0	q:mbqi-quick	none	base	unsat
AUFLIA/20170829-Rodin/smt2314056302005320946.smt2	unknown	21435	0	q:egraph	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	24127	0	q:egraph	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	base	unknown
AUFLIA/20170829-Rodin/smt2351622219240222331.smt2	unsat	610	0	q:uf-fmf-probe	none	unsat	608	0	q:uf-fmf-probe	none	base	unsat
AUFLIA/20170829-Rodin/smt2407330481489998683.smt2	unsat	110	0	q:mbqi-quick	none	unsat	108	0	q:mbqi-quick	none	base	unsat
AUFLIA/20170829-Rodin/smt245595034130967698.smt2	unsat	611	0	q:uf-fmf-probe	none	unsat	609	0	q:uf-fmf-probe	none	arm	unsat
AUFLIA/20170829-Rodin/smt2488625351482730023.smt2	unknown	15627	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation stopped after 4 rounds: the remaining budget could not fit another round with growth headroom	unknown	24426	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	arm	unsat
AUFLIA/20170829-Rodin/smt2521923148204718509.smt2	unknown	111	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 3 rounds (no further instance to admit; more rounds cannot help)	unknown	110	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 3 rounds (no further instance to admit; more rounds cannot help)	arm	sat
AUFLIA/20170829-Rodin/smt2560143996814982054.smt2	unsat	610	0	q:uf-fmf-probe	none	unsat	609	0	q:uf-fmf-probe	none	arm	unsat
AUFLIA/20170829-Rodin/smt2590037546001262926.smt2	unknown	1011	0	q:egraph	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #100 has sort (Uninterpreted 5) that the pure-Rust BV backend cannot bit-blast	unknown	1009	0	q:egraph	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #100 has sort (Uninterpreted 5) that the pure-Rust BV backend cannot bit-blast	base	unsat
AUFLIA/20170829-Rodin/smt2631710311777808306.smt2	unknown	13224	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	24033	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	base	unsat
AUFLIA/20170829-Rodin/smt2661829886826658259.smt2	unsat	109	0	q:mbqi-quick	none	unsat	108	0	q:mbqi-quick	none	base	unsat
AUFLIA/20170829-Rodin/smt2689043046447407041.smt2	unsat	110	0	q:mbqi-quick	none	unsat	108	0	q:mbqi-quick	none	base	unsat
AUFLIA/20170829-Rodin/smt2709919526989949188.smt2	unsat	210	0	q:mbqi-quick	none	unsat	209	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt2756640907124672379.smt2	unsat	210	0	q:mbqi-quick	none	unsat	208	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt2781304933530360934.smt2	unsat	111	0	q:mbqi-quick	none	unsat	109	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt2831037351241848442.smt2	unknown	3814	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 29 rounds (no further instance to admit; more rounds cannot help)	unknown	4012	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 29 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
AUFLIA/20170829-Rodin/smt2862317118737077712.smt2	unknown	22533	0	q:egraph	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	24234	0	q:egraph	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	base	unknown
AUFLIA/20170829-Rodin/smt290007641417507215.smt2	sat	110	0	q:uf-fmf-probe	none	sat	107	0	q:uf-fmf-probe	none	base	sat
AUFLIA/20170829-Rodin/smt292984752017177212.smt2	unknown	24137	0	q:uf-fmf-probe	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 99 rounds (no further instance to admit; more rounds cannot help)	unknown	24226	0	q:uf-fmf-probe	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 99 rounds (no further instance to admit; more rounds cannot help)	base	unsat
AUFLIA/20170829-Rodin/smt296741703777562894.smt2	unknown	7217	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 21 rounds (no further instance to admit; more rounds cannot help)	unknown	8617	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 21 rounds (no further instance to admit; more rounds cannot help)	base	unsat
AUFLIA/20170829-Rodin/smt3016141350742997300.smt2	unknown	17527	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	25035	0	q:egraph	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	arm	unsat
AUFLIA/20170829-Rodin/smt3072297796044103334.smt2	unknown	19428	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation stopped after 5 rounds: the remaining budget could not fit another round with growth headroom	unknown	24334	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation stopped after 5 rounds: the remaining budget could not fit another round with growth headroom	arm	unknown
AUFLIA/20170829-Rodin/smt3112647915076834284.smt2	unsat	110	0	q:mbqi-quick	none	unsat	108	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt3149155445681831487.smt2	sat	110	0	q:forall-exists-witness	none	sat	108	0	q:forall-exists-witness	none	arm	sat
AUFLIA/20170829-Rodin/smt3191715466861790998.smt2	unknown	7117	0	q:mbqi	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #9582 has sort (Uninterpreted 0) that the pure-Rust BV backend cannot bit-blast	unknown	5114	0	q:mbqi	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #9582 has sort (Uninterpreted 0) that the pure-Rust BV backend cannot bit-blast	base	unsat
AUFLIA/20170829-Rodin/smt3221526887094998956.smt2	unknown	3516	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 71 rounds (no further instance to admit; more rounds cannot help)	unknown	3912	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 71 rounds (no further instance to admit; more rounds cannot help)	base	unsat
AUFLIA/20170829-Rodin/smt3279639694205666193.smt2	unknown	9520	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 11 rounds (no further instance to admit; more rounds cannot help)	unknown	11021	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 11 rounds (no further instance to admit; more rounds cannot help)	base	unsat
AUFLIA/20170829-Rodin/smt3330164795438345057.smt2	unknown	22032	0	q:egraph	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	24429	0	q:egraph	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	base	unknown
AUFLIA/20170829-Rodin/smt3377599287556543854.smt2	unknown	22034	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 26 rounds (no further instance to admit; more rounds cannot help)	unknown	20724	0	q:uf-fmf-full	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 26 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
AUFLIA/20170829-Rodin/smt3414402733215021472.smt2	unknown	14927	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	24433	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 27 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
AUFLIA/20170829-Rodin/smt3455614646258639135.smt2	unsat	109	0	q:mbqi-quick	none	unsat	109	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt3501099348439958203.smt2	unknown	10020	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 21 rounds (no further instance to admit; more rounds cannot help)	unknown	13022	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 21 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
AUFLIA/20170829-Rodin/smt3555203145481618703.smt2	unknown	24038	0	q:egraph	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown	24035	0	q:egraph	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	base	unsat
AUFLIA/20170829-Rodin/smt358294848536363418.smt2	unsat	611	0	q:uf-fmf-probe	none	unsat	609	0	q:uf-fmf-probe	none	base	unsat
AUFLIA/20170829-Rodin/smt3618873400458253767.smt2	unknown	5916	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 24 rounds (no further instance to admit; more rounds cannot help)	unknown	7116	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 24 rounds (no further instance to admit; more rounds cannot help)	base	unknown
AUFLIA/20170829-Rodin/smt3652387269320799222.smt2	unknown	16425	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation stopped after 7 rounds: the remaining budget could not fit another round with growth headroom	unknown	19328	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 9 rounds (no further instance to admit; more rounds cannot help)	base	unsat
AUFLIA/20170829-Rodin/smt3705688776235030600.smt2	unknown	11122	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)	unknown	13423	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
AUFLIA/20170829-Rodin/smt3749615036515280858.smt2	unknown	24236	0	q:uf-fmf-probe	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 20 rounds (no further instance to admit; more rounds cannot help)	unknown	24234	0	q:uf-fmf-probe	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 20 rounds (no further instance to admit; more rounds cannot help)	arm	unknown
AUFLIA/20170829-Rodin/smt3787735105821395094.smt2	unknown	23335	0	q:uf-fmf-probe	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 24 rounds (no further instance to admit; more rounds cannot help)	unknown	22833	0	q:uf-fmf-probe	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 24 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
AUFLIA/20170829-Rodin/smt3834103972384347918.smt2	unsat	111	0	q:mbqi-quick	none	unsat	109	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt3878551918658299427.smt2	unknown	13124	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation stopped after 175 rounds: the remaining budget could not fit another round with growth headroom	unknown	24130	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 256 rounds (no further instance to admit; more rounds cannot help)	base	unsat
AUFLIA/20170829-Rodin/smt391595983448729660.smt2	unknown	18230	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation stopped after 4 rounds: the remaining budget could not fit another round with growth headroom	unknown	23334	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation stopped after 4 rounds: the remaining budget could not fit another round with growth headroom	base	unsat
AUFLIA/20170829-Rodin/smt3948512889217949189.smt2	unknown	4917	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 54 rounds (no further instance to admit; more rounds cannot help)	unknown	5915	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 54 rounds (no further instance to admit; more rounds cannot help)	base	unsat
AUFLIA/20170829-Rodin/smt3999521122987606312.smt2	unsat	111	0	q:forall-exists-witness	none	unsat	109	0	q:forall-exists-witness	none	base	unsat
AUFLIA/20170829-Rodin/smt4046502920936702092.smt2	unsat	611	0	q:uf-fmf-probe	none	unsat	609	0	q:uf-fmf-probe	none	arm	unsat
AUFLIA/20170829-Rodin/smt4084561326520296089.smt2	unsat	109	0	q:mbqi-quick	none	unsat	108	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt4143999369475534694.smt2	unsat	210	0	q:uf-fmf-probe	none	unsat	209	0	q:uf-fmf-probe	none	arm	unsat
AUFLIA/20170829-Rodin/smt4173896851214750436.smt2	unknown	4714	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 25 rounds (no further instance to admit; more rounds cannot help)	unknown	5114	0	q:mbqi-quick	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 25 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
AUFLIA/20170829-Rodin/smt4211882675554830433.smt2	unsat	109	0	q:mbqi-quick	none	unsat	108	0	q:mbqi-quick	none	base	unsat
AUFLIA/20170829-Rodin/smt4249223038813923501.smt2	unsat	111	0	fd:parse	none	unsat	108	0	fd:parse	none	base	unsat
AUFLIA/20170829-Rodin/smt4290356258583326438.smt2	unsat	110	0	q:mbqi-quick	none	unsat	109	0	q:mbqi-quick	none	base	unsat
AUFLIA/20170829-Rodin/smt4322886619350589974.smt2	unknown	16128	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation stopped after 4 rounds: the remaining budget could not fit another round with growth headroom	unknown	19731	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation stopped after 4 rounds: the remaining budget could not fit another round with growth headroom	base	unsat
AUFLIA/20170829-Rodin/smt4366532392238030007.smt2	unsat	108	0	q:mbqi-quick	none	unsat	107	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt4404187290435275754.smt2	unsat	109	0	q:mbqi-quick	none	unsat	109	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt4447615688457775904.smt2	unsat	1511	0	q:mbqi-quick	none	unsat	2312	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt4498701049979871204.smt2	unsat	210	0	q:mbqi-quick	none	unsat	209	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt4539576128811607515.smt2	unsat	510	0	q:mbqi-quick	none	unsat	509	0	q:mbqi-quick	none	base	unsat
AUFLIA/20170829-Rodin/smt4572271437139773503.smt2	unknown	110	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)	unknown	108	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)	base	sat
AUFLIA/20170829-Rodin/smt4599087953169657819.smt2	unknown	14426	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	24233	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	base	unknown
AUFLIA/20170829-Rodin/smt4649194463800880072.smt2	unknown	110	0	q:forall-exists-witness	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown	109	0	q:forall-exists-witness	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	base	sat
AUFLIA/20170829-Rodin/smt4688353851435564037.smt2	unsat	109	0	q:uf-fmf-probe	none	unsat	108	0	q:uf-fmf-probe	none	arm	unsat
AUFLIA/20170829-Rodin/smt4718807506334624038.smt2	unsat	110	0	q:mbqi-quick	none	unsat	109	0	q:mbqi-quick	none	arm	unsat
AUFLIA/20170829-Rodin/smt4762333614958780116.smt2	unknown	13526	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 17 rounds (no further instance to admit; more rounds cannot help)	unknown	15225	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 17 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
AUFLIA/20170829-Rodin/smt4814266487365657695.smt2	sat	111	0	q:forall-exists-witness	none	sat	109	0	q:forall-exists-witness	none	arm	sat
AUFLIA/20170829-Rodin/smt4894097258090423484.smt2	unknown	18023	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)	unknown	22431	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)	base	unsat
AUFLIA/20170829-Rodin/smt4937638859937163237.smt2	unsat	110	0	q:mbqi-quick	none	unsat	109	0	q:mbqi-quick	none	base	unsat
AUFLIA/20170829-Rodin/smt4969880730391362301.smt2	unknown	17329	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation stopped after 4 rounds: the remaining budget could not fit another round with growth headroom	unknown	25030	0	q:mbqi	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	base	unsat
AUFLIA/20170829-Rodin/smt5014833612115123394.smt2	unknown	6618	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)	unknown	7517	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)	base	sat
AUFLIA/20170829-Rodin/smt5069517085737059294.smt2	unknown	12923	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	unknown	15024	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	arm	unsat
AUFLIA/20170829-Rodin/smt511748954890879478.smt2	unsat	612	0	q:uf-fmf-probe	none	unsat	608	0	q:uf-fmf-probe	none	arm	unsat
AUFLIA/20170829-Rodin/smt5142338501095623673.smt2	unknown	208	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	unknown	207	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)	arm	sat
AUFLIA/20170829-Rodin/smt5174113414071199270.smt2	unknown	21934	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation stopped after 4 rounds: the remaining budget could not fit another round with growth headroom	unknown	22934	0	q:egraph	give-up kind=Incomplete detail=e-matching instantiation stopped after 6 rounds: the remaining budget could not fit another round with growth headroom	arm	unknown
AUFLIA/20170829-Rodin/smt52294605001873544.smt2	unsat	110	0	q:mbqi-quick	none	unsat	109	0	q:mbqi-quick	none	base	unsat
AUFLIA/20170829-Rodin/smt5272862280471725108.smt2	unknown	12425	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 79 rounds (no further instance to admit; more rounds cannot help)	unknown	21124	0	q:mbqi	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 79 rounds (no further instance to admit; more rounds cannot help)	base	unsat
AUFLIA/20170829-Rodin/smt5335242273545225037.smt2	unknown	110	0	q:forall-exists-witness	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 1 rounds (no further instance to admit; more rounds cannot help)	unknown	108	0	q:forall-exists-witness	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 1 rounds (no further instance to admit; more rounds cannot help)	base	unknown
AUFLIA/20170829-Rodin/smt5376411444910077734.smt2	unsat	611	0	q:mbqi-quick	none	unsat	809	0	q:mbqi-quick	none	base	unsat
